"row_number","wikipedia_title","battle_id","status","issue_count","internal_issue_count","stable_mismatch_count","diagnostic_mismatch_count","issue_types","stable_mismatch_fields","diagnostic_mismatch_fields","live_title","live_pageid","live_fetch_mode","notes"
"2","Air assault","battle_1042730","needs_review","3","3","0","0","likely_false_positive_generic_topic|missing_field|weak_row_no_infobox_no_result","","","Air assault","1042730","wikitext_batch",""
"119","Zhang Xiu (warlord)","battle_1221271","ok","1","1","0","0","missing_field","","","Zhang Xiu (warlord)","1221271","wikitext_batch",""
"192","Macedonian Wars","battle_838382","needs_review","3","2","0","1","missing_field|weak_row_no_infobox_no_result","","text_length","Macedonian Wars","838382","wikitext_batch",""
"224","Lyttian War","battle_55352287","ok","6","2","0","4","missing_commanders|missing_field","","page_type_confidence|classification_notes|acceptance_reason|categories","Lyttian War","55352287","wikitext_batch",""
"262","Gothic wars","battle_3019689","ok","6","2","0","4","missing_commanders|missing_field","","list_page_origin|parent_list_page|discovery_root|source_family","Gothic wars","3019689","wikitext_batch",""
"346","Roman–Gallic wars","battle_37427719","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Roman–Gallic wars","37427719","wikitext_batch",""
"389","Tonkawa massacre","battle_28131408","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","list_page_origin|parent_list_page|discovery_root|source_family","Tonkawa massacre","28131408","wikitext_batch",""
"433","Goguryeo–Yan Wars","battle_11429068","ok","1","1","0","0","missing_field","","","Goguryeo–Yan Wars","11429068","wikitext_batch",""
"463","Popular Front for the Liberation of Palestine – General Command","battle_88176","needs_review","10","1","6","3","missing_field","date_raw|start_date|year|century|war_name|notes","acceptance_reason|text_length|categories","Popular Front for the Liberation of Palestine – General Command","88176","wikitext_batch",""
"495","Principles of war","battle_1968575","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Principles of war","1968575","wikitext_batch",""
"498","United Nations Disengagement Observer Force","battle_6025104","needs_review","3","1","2","0","missing_field","latitude|longitude","","United Nations Disengagement Observer Force","6025104","wikitext_batch",""
"596","Phyle Campaign","battle_20796973","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Phyle Campaign","20796973","wikitext_batch",""
"629","Vandal war of 422","battle_58295375","ok","5","1","0","4","missing_field","","list_page_origin|parent_list_page|discovery_root|source_family","Vandal war of 422","58295375","wikitext_batch",""
"803","Political warfare","battle_41249186","needs_review","3","2","0","1","missing_field|weak_row_no_infobox_no_result","","text_length","Political warfare","41249186","wikitext_batch",""
"816","Sieges of Petra, Lazica","battle_60087609","needs_review","10","2","0","8","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories|list_page_origin|parent_list_page|discovery_root|source_family","Sieges of Petra, Lazica","60087609","wikitext_batch",""
"853","Capture of Breda (1581)","battle_7468150","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","list_page_origin|parent_list_page|discovery_root|source_family","Capture of Breda (1581)","7468150","wikitext_batch",""
"926","Expedition of Tabuk","battle_416058","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Expedition of Tabuk","416058","wikitext_batch",""
"938","Military career of Muhammad","battle_1204154","needs_review","5","1","1","3","missing_field","notes","acceptance_reason|text_length|categories","Military career of Muhammad","1204154","wikitext_batch",""
"1006","War of Qi's succession","battle_55285041","needs_review","6","1","1","4","missing_field","battle_type","page_type_confidence|classification_notes|acceptance_reason|categories","War of Qi's succession","55285041","wikitext_batch",""
"1029","Assassination of Uthman","battle_8212314","ok","1","1","0","0","missing_field","","","Assassination of Uthman","8212314","wikitext_batch",""
"1160","Ropucha-class landing ship","battle_10423077","ok","1","1","0","0","missing_field","","","Ropucha-class landing ship","10423077","wikitext_batch",""
"1161","Russian landing ship Olenegorsky Gornyak","battle_74520702","needs_review","3","1","1","1","missing_field","battle_type","categories","Russian landing ship Olenegorsky Gornyak","74520702","wikitext_batch",""
"1187","Zutt Rebellion","battle_73700025","ok","6","2","0","4","missing_commanders|missing_field","","page_type_confidence|classification_notes|acceptance_reason|categories","Zutt Rebellion","73700025","wikitext_batch",""
"1255","Effects of the siege of Leningrad","battle_16362332","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Effects of the siege of Leningrad","16362332","wikitext_batch",""
"1275","Battle of Saucourt-en-Vimeu","battle_4397910","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Battle of Saucourt-en-Vimeu","4397910","wikitext_batch",""
"1379","War of the Three Henries (976–978)","battle_4588542","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","list_page_origin|parent_list_page|discovery_root|source_family","War of the Three Henries (976–978)","4588542","wikitext_batch",""
"1402","Battle of Conquereuil","battle_10502762","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Battle of Conquereuil","10502762","wikitext_batch",""
"1421","Battle of Calatañazor","battle_5422627","needs_review","11","1","6","4","missing_field","latitude|longitude|result_raw|result_normalized|result_type|notes","acceptance_reason|text_length|categories|extraction_confidence","Battle of Calatañazor","5422627","wikitext_batch",""
"1422","St Brice's Day massacre","battle_2654782","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","St Brice's Day massacre","2654782","wikitext_batch",""
"1430","Battle at Herdaler","battle_10906861","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Battle at Herdaler","10906861","wikitext_batch",""
"1440","Battle of Cruden Bay","battle_56324110","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Cruden Bay","56324110","wikitext_batch",""
"1468","Siege of Gwalior","battle_76190703","needs_review","3","2","0","1","missing_field|weak_row_no_infobox_no_result","","categories","Siege of Gwalior","76190703","wikitext_batch",""
"1483","Battle of Bar-le-Duc","battle_66922944","needs_review","11","1","4","6","missing_field","result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","Battle of Bar-le-Duc","66922944","wikitext_batch",""
"1513","Byzantine–Seljuk wars","battle_8721744","ok","2","2","0","0","missing_commanders|missing_field","","","Byzantine–Seljuk wars","8721744","wikitext_batch",""
"1542","Battle of Brecon","battle_80867417","needs_review","16","1","9","6","missing_field","date_raw|start_date|end_date|year|century|result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","Battle of Brecon","80867417","wikitext_batch",""
"1563","Battle of Móin Mhór","battle_3216244","needs_review","14","1","9","4","missing_field","date_raw|start_date|end_date|year|century|result_raw|result_normalized|result_type|notes","acceptance_reason|text_length|categories|extraction_confidence","Battle of Móin Mhór","3216244","wikitext_batch",""
"1586","Battle of Mizpah","battle_52422234","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Battle of Mizpah","52422234","wikitext_batch",""
"1616","Siege of Capua (1098)","battle_4265330","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Siege of Capua (1098)","4265330","wikitext_batch",""
"1634","Battle of Mosul (1107)","battle_54160333","needs_review","5","2","0","3","missing_field|weak_row_no_infobox_no_result","","classification_notes|acceptance_reason|categories","Battle of Mosul (1107)","54160333","wikitext_batch",""
"1657","Battle of Olšava","battle_51372037","needs_review","4","2","2","0","missing_field|weak_row_no_infobox_no_result","latitude|longitude","","Battle of Olšava","51372037","wikitext_batch",""
"1667","Chola–Chalukya Wars","battle_4171452","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Chola–Chalukya Wars","4171452","wikitext_batch",""
"1674","House of Schwarzburg","battle_2755905","needs_review","12","1","7","4","missing_field","date_raw|start_date|end_date|year|century|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","House of Schwarzburg","2755905","wikitext_batch",""
"1676","List of sieges of Galway","battle_1973853","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","list_page_origin|parent_list_page|discovery_root|source_family","List of sieges of Galway","1973853","wikitext_batch",""
"1706","Alfonso the Battler","battle_1679","ok","1","1","0","0","missing_field","","","Alfonso the Battler","1679","wikitext_batch",""
"1779","Baussenque Wars","battle_6900304","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Baussenque Wars","6900304","wikitext_batch",""
"1784","Battle of Verchen","battle_13277896","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Battle of Verchen","13277896","wikitext_batch",""
"1830","Massacre of the Latins","battle_21599941","needs_review","7","1","2","4","missing_field","latitude|longitude","page_type_confidence|classification_notes|acceptance_reason|categories","Massacre of the Latins","21599941","wikitext_batch",""
"1865","Alvor massacre","battle_71781329","needs_review","8","2","1","5","missing_field|weak_row_no_infobox_no_result","notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Alvor massacre","71781329","wikitext_batch",""
"1883","Trojan War","battle_30058","needs_review","9","2","1","6","missing_field|weak_row_no_infobox_no_result","notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Trojan War","30058","wikitext_batch",""
"1893","Muhammad II of Khwarazm","battle_584009","ok","2","1","0","1","missing_field","","text_length","Muhammad II of Khwarazm","584009","wikitext_batch",""
"1930","Battle of Víðines","battle_4356551","needs_review","12","2","6","4","missing_field|weak_row_no_infobox_no_result","date_raw|start_date|end_date|year|century|notes","acceptance_reason|text_length|categories|extraction_confidence","Battle of Víðines","4356551","wikitext_batch",""
"1979","Khmer–Cham wars","battle_66354666","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Khmer–Cham wars","66354666","wikitext_batch",""
"2080","Prince-Bishopric of Warmia","battle_38317492","needs_review","5","1","1","3","missing_field","notes","acceptance_reason|text_length|categories","Prince-Bishopric of Warmia","38317492","wikitext_batch",""
"2097","Thuringian Counts' War","battle_44805542","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Thuringian Counts' War","44805542","wikitext_batch",""
"2098","War of the Thuringian Succession","battle_21394890","needs_review","6","2","1","3","missing_field|weak_row_no_infobox_no_result","notes","acceptance_reason|text_length|categories","War of the Thuringian Succession","21394890","wikitext_batch",""
"2100","Siege of Aachen (1248)","battle_55135584","needs_review","8","2","2","4","missing_field|weak_row_no_infobox_no_result","latitude|longitude","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Aachen (1248)","55135584","wikitext_batch",""
"2128","Mongol raids into Palestine","battle_13478215","needs_review","16","1","8","7","missing_field","date_raw|start_date|end_date|year|result_raw|result_normalized|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family|extraction_confidence","Mongol raids into Palestine","13478215","wikitext_batch",""
"2141","Siege of Jerez (1261)","battle_49282125","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Jerez (1261)","49282125","wikitext_batch",""
"2248","Battle of Schosshalde","battle_41855323","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Schosshalde","41855323","wikitext_batch",""
"2263","Battle of Coffrane","battle_17165323","needs_review","4","2","2","0","missing_field|weak_row_no_infobox_no_result","latitude|longitude","","Battle of Coffrane","17165323","wikitext_batch",""
"2267","Wars of Scottish Independence","battle_43473","needs_review","6","2","1","3","missing_field|weak_row_no_infobox_no_result","notes","acceptance_reason|text_length|categories","Wars of Scottish Independence","43473","wikitext_batch",""
"2287","Rebellions against Alauddin Khalji","battle_54762686","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Rebellions against Alauddin Khalji","54762686","wikitext_batch",""
"2303","John de Warenne, 6th Earl of Surrey","battle_621133","needs_review","8","1","4","3","missing_field","date_raw|start_date|end_date|notes","acceptance_reason|text_length|categories","John de Warenne, 6th Earl of Surrey","621133","wikitext_batch",""
"2305","Warwolf","battle_4839138","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Warwolf","4839138","wikitext_batch",""
"2337","Edward III","battle_46377","needs_review","9","1","1","7","missing_field","notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family","Edward III","46377","wikitext_batch",""
"2371","Battle of Rhodes (1320)","battle_73110612","needs_review","7","2","1","4","missing_field|weak_row_no_infobox_no_result","battle_type","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Rhodes (1320)","73110612","wikitext_batch",""
"2391","War of Metz","battle_7609112","needs_review","6","2","1","3","missing_field|weak_row_no_infobox_no_result","notes","acceptance_reason|text_length|categories","War of Metz","7609112","wikitext_batch",""
"2448","Edward, Duke of Guelders","battle_30832184","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Edward, Duke of Guelders","30832184","wikitext_batch",""
"2453","Anglo-Spanish War","battle_906773","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","list_page_origin|parent_list_page|discovery_root|source_family","Anglo-Spanish War","906773","wikitext_batch",""
"2506","Medieval warfare","battle_20503","needs_review","3","2","0","1","missing_field|weak_row_no_infobox_no_result","","text_length","Medieval warfare","20503","wikitext_batch",""
"2513","Battle of Capua","battle_82815167","needs_review","3","2","0","1","missing_field|weak_row_no_infobox_no_result","","categories","Battle of Capua","82815167","wikitext_batch",""
"2567","Ottoman conquest of Adrianople","battle_37939212","needs_review","12","4","4","4","date_field_mismatch:end_date|date_field_mismatch:start_date|missing_field|weak_row_no_infobox_no_result","start_date|end_date|latitude|longitude","list_page_origin|parent_list_page|discovery_root|source_family","Ottoman conquest of Adrianople","37939212","wikitext_batch",""
"2583","Edward Balliol","battle_23777994","ok","1","1","0","0","missing_field","","","Edward Balliol","23777994","wikitext_batch",""
"2590","Mamluk raid on Cyprus (1368)","battle_77618277","ok","6","2","0","4","missing_commanders|missing_field","","page_type_confidence|classification_notes|acceptance_reason|categories","Mamluk raid on Cyprus (1368)","77618277","wikitext_batch",""
"2611","Siege of Venlo (1373)","battle_33736361","needs_review","4","2","2","0","missing_commanders|missing_field","latitude|longitude","","Siege of Venlo (1373)","33736361","wikitext_batch",""
"2622","Sohagpur massacre","battle_71250999","needs_review","7","1","2","4","missing_field","latitude|longitude","page_type_confidence|classification_notes|acceptance_reason|categories","Sohagpur massacre","71250999","wikitext_batch",""
"2639","Battle of the Tagus","battle_78918141","needs_review","3","2","0","1","missing_field|weak_row_no_infobox_no_result","","categories","Battle of the Tagus","78918141","wikitext_batch",""
"2652","Civil war in Greater Poland (1382–1385)","battle_40887045","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Civil war in Greater Poland (1382–1385)","40887045","wikitext_batch",""
"2679","Nasrid raid on Murcia (1392)","battle_70986800","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Nasrid raid on Murcia (1392)","70986800","wikitext_batch",""
"2690","Turkish–Venetian wars","battle_82035372","needs_review","20","2","8","10","missing_field|suspicious_commander_count","war_name|location_raw|location_normalized|result_raw|result_normalized|belligerent_1_raw|belligerent_2_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Turkish–Venetian wars","82035372","wikitext_batch",""
"2692","Lin Kuan rebellion","battle_61837799","ok","6","2","0","4","missing_commanders|missing_field","","page_type_confidence|classification_notes|acceptance_reason|categories","Lin Kuan rebellion","61837799","wikitext_batch",""
"2714","Siege of Smyrna","battle_53789453","needs_review","10","1","3","6","missing_field","result_raw|result_normalized|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","Siege of Smyrna","53789453","wikitext_batch",""
"2715","Appenzell Wars","battle_20671792","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Appenzell Wars","20671792","wikitext_batch",""
"2728","Timurid wars of succession","battle_38469658","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Timurid wars of succession","38469658","wikitext_batch",""
"2763","Moroccan–Portuguese conflicts","battle_27246673","ok","2","2","0","0","missing_field|suspicious_commander_count","","","Moroccan–Portuguese conflicts","27246673","wikitext_batch",""
"2787","War of the Oxen","battle_47884939","needs_review","8","2","1","5","missing_field|weak_row_no_infobox_no_result","notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","War of the Oxen","47884939","wikitext_batch",""
"2791","Buçuktepe rebellion","battle_72245999","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Buçuktepe rebellion","72245999","wikitext_batch",""
"2826","Mainz-Hessian War","battle_65932420","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Mainz-Hessian War","65932420","wikitext_batch",""
"2830","Shōchō uprising","battle_36268341","needs_review","4","2","0","2","missing_field|weak_row_no_infobox_no_result","","list_page_origin|parent_list_page","Shōchō uprising","36268341","wikitext_batch",""
"2842","Siege of Inverness (1429)","battle_37342947","needs_review","8","2","2","4","missing_field|weak_row_no_infobox_no_result","latitude|longitude","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Inverness (1429)","37342947","wikitext_batch",""
"2886","Siege of Brescia (1438–1440)","battle_78374653","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Brescia (1438–1440)","78374653","wikitext_batch",""
"2900","Kakitsu uprising","battle_36291490","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Kakitsu uprising","36291490","wikitext_batch",""
"2911","Croatian–Ottoman wars","battle_26934639","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Croatian–Ottoman wars","26934639","wikitext_batch",""
"2913","Polish–Ottoman Wars","battle_8565933","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Polish–Ottoman Wars","8565933","wikitext_batch",""
"2924","First Battle of Olmedo","battle_22615553","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","First Battle of Olmedo","22615553","wikitext_batch",""
"2927","Saxon Fratricidal War","battle_20451925","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Saxon Fratricidal War","20451925","wikitext_batch",""
"2957","Ottoman conquest of Bosnia and Herzegovina","battle_30100712","needs_review","6","2","1","3","missing_field|weak_row_no_infobox_no_result","notes","acceptance_reason|text_length|categories","Ottoman conquest of Bosnia and Herzegovina","30100712","wikitext_batch",""
"2989","Utrecht war (1456–1458)","battle_34846538","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Utrecht war (1456–1458)","34846538","wikitext_batch",""
"2990","Wars of Liège","battle_34237452","needs_review","11","1","6","4","missing_field","date_raw|start_date|end_date|year|century|notes","acceptance_reason|text_length|categories|extraction_confidence","Wars of Liège","34237452","wikitext_batch",""
"2994","Koshamain's War","battle_52267189","needs_review","8","2","1","5","missing_field|weak_row_no_infobox_no_result","notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Koshamain's War","52267189","wikitext_batch",""
"3000","Bavarian War (1459–1463)","battle_33657142","needs_review","7","2","2","3","missing_field|weak_row_no_infobox_no_result","date_raw|notes","acceptance_reason|text_length|categories","Bavarian War (1459–1463)","33657142","wikitext_batch",""
"3024","Siege of Hostalric","battle_19308297","ok","2","2","0","0","missing_commanders|missing_field","","","Siege of Hostalric","19308297","wikitext_batch",""
"3048","Transalpine campaigns of the Old Swiss Confederacy","battle_31998514","needs_review","14","1","9","4","missing_field","date_raw|start_date|end_date|year|century|result_raw|result_normalized|result_type|notes","acceptance_reason|text_length|categories|extraction_confidence","Transalpine campaigns of the Old Swiss Confederacy","31998514","wikitext_batch",""
"3056","War of the Priests (Poland)","battle_4294234","needs_review","6","2","1","3","missing_field|weak_row_no_infobox_no_result","notes","acceptance_reason|text_length|categories","War of the Priests (Poland)","4294234","wikitext_batch",""
"3119","Battle of Campomorto","battle_4426389","needs_review","6","2","1","3","missing_field|weak_row_no_infobox_no_result","notes","acceptance_reason|text_length|categories","Battle of Campomorto","4426389","wikitext_batch",""
"3127","Siege of Utrecht (1483)","battle_34883860","needs_review","10","1","3","6","missing_field","result_raw|result_normalized|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","Siege of Utrecht (1483)","34883860","wikitext_batch",""
"3130","Mieres uprising","battle_25686269","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","list_page_origin|parent_list_page|discovery_root|source_family","Mieres uprising","25686269","wikitext_batch",""
"3137","Ottoman–Mamluk War","battle_55907660","needs_review","7","2","0","5","missing_field|weak_row_no_infobox_no_result","","categories|list_page_origin|parent_list_page|discovery_root|source_family","Ottoman–Mamluk War","55907660","wikitext_batch",""
"3150","Campaigns of Ismail I","battle_79389773","needs_review","11","2","6","3","missing_field|weak_row_no_infobox_no_result","date_raw|start_date|end_date|year|century|notes","acceptance_reason|text_length|categories","Campaigns of Ismail I","79389773","wikitext_batch",""
"3161","Yorkshire rebellion of 1489","battle_20073693","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","list_page_origin|parent_list_page|discovery_root|source_family","Yorkshire rebellion of 1489","20073693","wikitext_batch",""
"3166","War of the Hungarian Succession","battle_62507532","needs_review","11","1","4","6","missing_field","result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","War of the Hungarian Succession","62507532","wikitext_batch",""
"3170","Siege of Boulogne (1492)","battle_58232057","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Boulogne (1492)","58232057","wikitext_batch",""
"3203","Perkin Warbeck","battle_46375","ok","1","1","0","0","missing_field","","","Perkin Warbeck","46375","wikitext_batch",""
"3211","National Liberation Front of Tripura","battle_642175","ok","1","1","0","0","missing_field","","","National Liberation Front of Tripura","642175","wikitext_batch",""
"3220","Dubh's Rebellion","battle_60543833","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Dubh's Rebellion","60543833","wikitext_batch",""
"3226","Origins of the Eighty Years' War","battle_71377610","needs_review","13","2","6","5","missing_field|weak_row_no_infobox_no_result","date_raw|start_date|end_date|year|century|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Origins of the Eighty Years' War","71377610","wikitext_batch",""
"3255","Portuguese–Safavid wars","battle_26333457","ok","1","1","0","0","missing_field","","","Portuguese–Safavid wars","26333457","wikitext_batch",""
"3306","Poor Conrad","battle_31315403","needs_review","9","2","4","3","missing_field|weak_row_no_infobox_no_result","date_raw|start_date|end_date|notes","acceptance_reason|text_length|categories","Poor Conrad","31315403","wikitext_batch",""
"3316","Massacre of the Telal","battle_72570822","needs_review","6","1","4","1","missing_field","date_raw|start_date|end_date|year","categories","Massacre of the Telal","72570822","wikitext_batch",""
"3333","Acehnese–Portuguese conflicts","battle_74119745","needs_review","7","2","1","4","missing_field|suspicious_commander_count","commander_side_a_raw","page_type_confidence|classification_notes|acceptance_reason|categories","Acehnese–Portuguese conflicts","74119745","wikitext_batch",""
"3339","Ogasawara Nagatoki","battle_1716565","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Ogasawara Nagatoki","1716565","wikitext_batch",""
"3363","List of Indigenous rebellions in Mexico and Central America","battle_32806613","needs_review","7","2","0","5","missing_field|weak_row_no_infobox_no_result","","categories|list_page_origin|parent_list_page|discovery_root|source_family","List of Indigenous rebellions in Mexico and Central America","32806613","wikitext_batch",""
"3364","Maldivian–Portuguese conflicts","battle_79372605","ok","6","1","0","5","missing_field","","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Maldivian–Portuguese conflicts","79372605","wikitext_batch",""
"3367","Siege of Mézières","battle_4483617","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Siege of Mézières","4483617","wikitext_batch",""
"3380","Franconian War","battle_50661374","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Franconian War","50661374","wikitext_batch",""
"3385","Dalecarlian rebellions","battle_39597858","needs_review","9","2","0","7","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories|list_page_origin|parent_list_page|source_family","Dalecarlian rebellions","39597858","wikitext_batch",""
"3388","Musso War","battle_1579602","needs_review","11","1","6","4","missing_field","date_raw|end_date|result_raw|result_normalized|result_type|notes","acceptance_reason|text_length|categories|extraction_confidence","Musso War","1579602","wikitext_batch",""
"3398","Baba Zünnun Rebellion","battle_57886527","needs_review","8","2","1","5","missing_field|weak_row_no_infobox_no_result","notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Baba Zünnun Rebellion","57886527","wikitext_batch",""
"3400","Battle of Linlithgow Bridge","battle_21251091","ok","1","1","0","0","missing_field","","","Battle of Linlithgow Bridge","21251091","wikitext_batch",""
"3406","Mughal–Afghan Wars","battle_73784571","ok","5","1","0","4","missing_field","","page_type_confidence|classification_notes|acceptance_reason|categories","Mughal–Afghan Wars","73784571","wikitext_batch",""
"3427","Narváez expedition","battle_992161","needs_review","2","2","0","0","missing_field|weak_row_no_infobox_no_result","","","Narváez expedition","992161","wikitext_batch",""
"3441","Västergötland rebellion","battle_39597813","needs_review","10","2","0","8","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories|list_page_origin|parent_list_page|discovery_root|source_family","Västergötland rebellion","39597813","wikitext_batch",""
"3481","Mughal–Portuguese conflicts","battle_75547921","ok","2","1","0","1","missing_field","","categories","Mughal–Portuguese conflicts","75547921","wikitext_batch",""
"3503","Ottoman–Portuguese confrontations","battle_12054028","needs_review","6","2","1","3","missing_field|weak_row_no_infobox_no_result","notes","acceptance_reason|text_length|categories","Ottoman–Portuguese confrontations","12054028","wikitext_batch",""
"3507","Battle of Momotsugi","battle_32978364","needs_review","8","2","1","5","missing_field|weak_row_no_infobox_no_result","notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Momotsugi","32978364","wikitext_batch",""
"3508","Burmese–Portuguese conflicts","battle_78909444","needs_review","10","1","1","8","missing_field","battle_type","page_type_confidence|classification_notes|acceptance_reason|categories|list_page_origin|parent_list_page|discovery_root|source_family","Burmese–Portuguese conflicts","78909444","wikitext_batch",""
"3517","Salt War (1540)","battle_31629425","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Salt War (1540)","31629425","wikitext_batch",""
"3543","Siege of Saint-Dizier","battle_42608506","needs_review","6","2","0","4","missing_field|weak_row_no_infobox_no_result","","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Saint-Dizier","42608506","wikitext_batch",""
"3562","Battle of Glasgow (1544)","battle_29654526","needs_review","8","2","2","4","missing_field|weak_row_no_infobox_no_result","latitude|longitude","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Glasgow (1544)","29654526","wikitext_batch",""
"3613","Conflicts between the Regency of Algiers and Morocco","battle_53849907","needs_review","10","1","4","5","missing_field","war_name|location_raw|location_normalized|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Conflicts between the Regency of Algiers and Morocco","53849907","wikitext_batch",""
