display_name,canonical_wikipedia_url,battle_id,battle_name,wikipedia_title,page_type,side,belligerent,old_outcome_category,new_outcome_category,page_result_type,page_result_raw,override_justification,override_evidence_basis
Pyotr Bagration,https://en.wikipedia.org/wiki/Pyotr_Bagration,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,battle_article,side_b,Russia Russian Empire Prussia Kingdom of Prussia,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Grand Duke Konstantin Pavlovich of Russia,https://en.wikipedia.org/wiki/Grand_Duke_Konstantin_Pavlovich_of_Russia,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,battle_article,side_b,Russia Russian Empire Prussia Kingdom of Prussia,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Nikolay Kamensky,https://en.wikipedia.org/wiki/Nikolay_Kamensky,battle_1239802,Battle of Heilsberg,Battle of Heilsberg,battle_article,side_b,Russia Russian Empire Prussia Kingdom of Prussia,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Honoré Charles Reille,https://en.wikipedia.org/wiki/Honor%C3%A9_Charles_Reille,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),battle_article,side_a,France French Empire,unknown,victory,unknown,French victoryBodart 1908,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victoryBodart 1908
Louis-Gabriel Suchet,https://en.wikipedia.org/wiki/Louis-Gabriel_Suchet,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),battle_article,side_a,France French Empire,unknown,victory,unknown,French victoryBodart 1908,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victoryBodart 1908
Nicolas Oudinot,https://en.wikipedia.org/wiki/Nicolas_Oudinot,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),battle_article,side_a,France French Empire,unknown,victory,unknown,French victoryBodart 1908,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victoryBodart 1908
Magnus Gustav von Essen,https://en.wikipedia.org/wiki/Magnus_Gustav_von_Essen,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),battle_article,side_b,Russia Russian Empire,unknown,defeat,unknown,French victoryBodart 1908,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victoryBodart 1908
Levin August von Bennigsen,https://en.wikipedia.org/wiki/Levin_August_von_Bennigsen,battle_21905302,Battle of Ostrołęka (1807),Battle of Ostrołęka (1807),battle_article,side_b,Russia Russian Empire,unknown,defeat,unknown,French victoryBodart 1908,Retained page result begins with `french` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=French victoryBodart 1908
Auguste de Marmont,https://en.wikipedia.org/wiki/Auguste_de_Marmont,battle_13067106,Battle of Znaim,Battle of Znaim,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Napoleon Bonaparte,https://en.wikipedia.org/wiki/Napoleon,battle_13067106,Battle of Znaim,Battle of Znaim,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
André Masséna,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na,battle_13067106,Battle of Znaim,Battle of Znaim,battle_article,side_a,France French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
"Archduke Charles, Duke of Teschen",https://en.wikipedia.org/wiki/Archduke_Charles%2C_Duke_of_Teschen,battle_13067106,Battle of Znaim,Battle of Znaim,battle_article,side_b,Austrian Empire Austrian Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
José María Morelos,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Morelos,battle_36468049,Battle of El Veladero,Battle of El Veladero,battle_article,side_a,Mexican Rebels,unknown,victory,victory,Rebel victory,Retained page result begins with `rebel` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Rebel victory
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_4996408,Combat of the Côa,Combat of the Côa,battle_article,side_a,First French Empire France,unknown,victory,unknown,French victorySuccessful completion of a tactical objective. Craufurd's strategic retreat.,Retained page result begins with `french` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=French victorySuccessful completion of a tactical objective. Craufurd's strategic retreat.
Ignacio López Rayón,https://en.wikipedia.org/wiki/Ignacio_L%C3%B3pez_Ray%C3%B3n,battle_36448255,Battle of Puerto de Piñones,Battle of Puerto de Piñones,battle_article,side_a,border|22px Mexican Rebels,unknown,victory,victory,Rebel victory,Retained page result begins with `rebel` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Rebel victory
Nicolas Oudinot,https://en.wikipedia.org/wiki/Nicolas_Oudinot,battle_67348275,Battle of Swolna,Battle of Swolna,battle_article,side_b,First French Empire French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Fateh Khan Barakzai,https://en.wikipedia.org/wiki/Fateh_Khan_Barakzai,battle_73660813,Battle of Hasan Abdal (1813),Battle of Hasan Abdal (1813),battle_article,side_a,Durrani Empire,unknown,victory,victory,Afghan victory,Retained page result begins with `afghan` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Afghan victory
Andrew Jackson,https://en.wikipedia.org/wiki/Andrew_Jackson,battle_1387123,Battle of Talladega,Battle of Talladega,battle_article,side_b,United States,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
Friedrich Graf Kleist von Nollendorf,https://en.wikipedia.org/wiki/Friedrich_Graf_Kleist_von_Nollendorf,battle_76566087,Battle of Claye,Battle of Claye,battle_article,side_b,Kingdom of Prussia,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Friedrich Wilhelm Freiherr von Bülow,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Freiherr_von_B%C3%BClow,battle_51872575,Siege of Antwerp (1814),Siege of Antwerp (1814),battle_article,side_b,United Kingdom of Great Britain and Ireland Kingdom of Prussia Sweden Russian Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Michel Ney,https://en.wikipedia.org/wiki/Michel_Ney,battle_675526,Battle of Quatre Bras,Battle of Quatre Bras,battle_article,side_a,First French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Jérôme Bonaparte,https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Bonaparte,battle_675526,Battle of Quatre Bras,Battle of Quatre Bras,battle_article,side_a,First French Empire,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
William II of the Netherlands,https://en.wikipedia.org/wiki/William_II_of_the_Netherlands,battle_675526,Battle of Quatre Bras,Battle of Quatre Bras,battle_article,side_b,Seventh Coalition: * United Kingdom of Great Britain and Ireland United Kingdom * United Kingdom of the Netherlands * Hanover Hanover * Nassau Nassau * Duchy of Brunswick Brunswick,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Baji Rao II,https://en.wikipedia.org/wiki/Baji_Rao_II,battle_20185392,Battle of Koregaon,Battle of Koregaon,battle_article,side_b,"22px|border Peshwa faction, Maratha Confederacy",unknown,indecisive,unknown,InconclusiveShraddha Kumbhojkar 2015,Retained page result is explicitly inconclusive.,page_result_raw=InconclusiveShraddha Kumbhojkar 2015
Nicholas I of Russia,https://en.wikipedia.org/wiki/Nicholas_I_of_Russia,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Hans Karl von Diebitsch,https://en.wikipedia.org/wiki/Hans_Karl_von_Diebitsch,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Ivan Paskevich,https://en.wikipedia.org/wiki/Ivan_Paskevich,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Georg Andreas von Rosen,https://en.wikipedia.org/wiki/Georg_Andreas_von_Rosen,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Karl Wilhelm von Toll,https://en.wikipedia.org/wiki/Karl_Wilhelm_von_Toll,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Mikhail Dmitrievich Gorchakov,https://en.wikipedia.org/wiki/Mikhail_Dmitrievich_Gorchakov,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Peter Graf von der Pahlen,https://en.wikipedia.org/wiki/Peter_Graf_von_der_Pahlen,battle_404204,November Uprising,November Uprising,battle_article,side_b,Russian Empire Russian Empire Royal Standard of the Tsar of Poland (1815–1830).svg Congress Poland Royal Standard of the Tsar of Poland (1815–1830).svg Polish Loyalists,unknown,victory,victory,Russian victory Polish autonomy decreased,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Polish autonomy decreased
Hari Singh Nalwa,https://en.wikipedia.org/wiki/Hari_Singh_Nalwa,battle_31316351,Capture of Peshawar (1834),Capture of Peshawar (1834),war_conflict_article,side_a,Sikh Empire flag.svg Sikh Empire,unknown,victory,victory,Sikh victory Capture of Peshawar by the sikhs,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory Capture of Peshawar by the sikhs
Maharaja Ranjit Singh,https://en.wikipedia.org/wiki/Ranjit_Singh,battle_31316351,Capture of Peshawar (1834),Capture of Peshawar (1834),war_conflict_article,side_a,Sikh Empire flag.svg Sikh Empire,unknown,victory,victory,Sikh victory Capture of Peshawar by the sikhs,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory Capture of Peshawar by the sikhs
Tej Singh,https://en.wikipedia.org/wiki/Tej_Singh,battle_31316351,Capture of Peshawar (1834),Capture of Peshawar (1834),war_conflict_article,side_a,Sikh Empire flag.svg Sikh Empire,unknown,victory,victory,Sikh victory Capture of Peshawar by the sikhs,Retained page result begins with `sikh` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Sikh victory Capture of Peshawar by the sikhs
Pavel Grabbe,https://en.wikipedia.org/wiki/Pavel_Grabbe,battle_22357243,Siege of Akhoulgo,Siege of Akhoulgo,battle_article,side_a,Russian Empire,unknown,victory,victory,Russian victory Successful escape from Akhulgo by Imam Shamil,Retained page result begins with `russian` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Russian victory Successful escape from Akhulgo by Imam Shamil
Imam Shamil,https://en.wikipedia.org/wiki/Imam_Shamil,battle_22357243,Siege of Akhoulgo,Siege of Akhoulgo,battle_article,side_b,22px Caucasian Imamate,unknown,defeat,victory,Russian victory Successful escape from Akhulgo by Imam Shamil,Retained page result begins with `russian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Russian victory Successful escape from Akhulgo by Imam Shamil
Antonio López de Santa Anna,https://en.wikipedia.org/wiki/Antonio_L%C3%B3pez_de_Santa_Anna,battle_312582,Battle of Buena Vista,Battle of Buena Vista,battle_article,side_b,Mexico,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Imam Shamil,https://en.wikipedia.org/wiki/Imam_Shamil,battle_35645920,Battle of Ghunib,Battle of Ghunib,battle_article,side_b,22px Caucasian Imamate,unknown,defeat,victory,Russian victory Effective end of the War Capture of Imam Shamil,Retained page result begins with `russian` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Russian victory Effective end of the War Capture of Imam Shamil
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,battle_1349720,Battle of Blackburn's Ford,Battle of Blackburn's Ford,battle_article,side_b,CSA (Confederacy) (Army of the Potomac),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Jubal Early,https://en.wikipedia.org/wiki/Jubal_Early,battle_1349720,Battle of Blackburn's Ford,Battle of Blackburn's Ford,battle_article,side_b,CSA (Confederacy) (Army of the Potomac),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Franz Sigel,https://en.wikipedia.org/wiki/Franz_Sigel,battle_1615871,"Battle of Carthage, Missouri","Battle of Carthage, Missouri",battle_article,side_b,United States,unknown,defeat,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory
Douglas H. Cooper,https://en.wikipedia.org/wiki/Douglas_H._Cooper,battle_2056507,Battle of Chustenahlah,Battle of Chustenahlah,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Douglas H. Cooper,https://en.wikipedia.org/wiki/Douglas_H._Cooper,battle_2057074,Battle of Chusto-Talasah,Battle of Chusto-Talasah,battle_article,side_b,CSA Confederacy Cherokee Choctaw,unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Sterling Price,https://en.wikipedia.org/wiki/Sterling_Price,battle_1615874,Battle of Dry Wood Creek,Battle of Dry Wood Creek,battle_article,side_a,Missouri|border|23px Missouri (Confederate),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,battle_339819,Battle of Fort Sumter,Battle of Fort Sumter,battle_article,side_b,CSA Confederate States,unknown,victory,victory,Confederate victory Confederacy captures Fort Sumter Beginning of the American Civil War,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory Confederacy captures Fort Sumter Beginning of the American Civil War
Stonewall Jackson,https://en.wikipedia.org/wiki/Stonewall_Jackson,battle_1349699,Battle of Hoke's Run,Battle of Hoke's Run,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Sterling Price,https://en.wikipedia.org/wiki/Sterling_Price,battle_1615882,First Battle of Lexington,First Battle of Lexington,battle_article,side_a,Missouri (Confederate),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
John Pope,https://en.wikipedia.org/wiki/John_Pope_(general),battle_15748952,Skirmish at Blackwater Creek,Skirmish at Blackwater Creek,battle_article,side_a,United States of America,unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
James G. Blunt,https://en.wikipedia.org/wiki/James_G._Blunt,battle_1219560,Battle of Cane Hill,Battle of Cane Hill,battle_article,side_a,United States (Union),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Stonewall Jackson,https://en.wikipedia.org/wiki/Stonewall_Jackson,battle_453343,Battle of Chantilly,Battle of Chantilly,battle_article,side_b,CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Stonewall Jackson,https://en.wikipedia.org/wiki/Stonewall_Jackson,battle_1351347,Battle of Front Royal,Battle of Front Royal,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1348725,Battle of Glendale,Battle of Glendale,battle_article,side_b,CSA Confederate States (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Stonewall Jackson,https://en.wikipedia.org/wiki/Stonewall_Jackson,battle_1351223,Battle of Hancock,Battle of Hancock,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Stonewall Jackson,https://en.wikipedia.org/wiki/Stonewall_Jackson,battle_1351339,Battle of McDowell,Battle of McDowell,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1348551,Battle of Oak Grove,Battle of Oak Grove,battle_article,side_b,CSA Confederate States (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
James G. Blunt,https://en.wikipedia.org/wiki/James_G._Blunt,battle_5364130,Battle of Old Fort Wayne,Battle of Old Fort Wayne,battle_article,side_a,USA United States of America (Union),unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
Douglas H. Cooper,https://en.wikipedia.org/wiki/Douglas_H._Cooper,battle_5364130,Battle of Old Fort Wayne,Battle of Old Fort Wayne,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Joseph E. Johnston,https://en.wikipedia.org/wiki/Joseph_E._Johnston,battle_1348508,Battle of Seven Pines,Battle of Seven Pines,battle_article,side_b,Confederate States,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Stonewall Jackson,https://en.wikipedia.org/wiki/Stonewall_Jackson,battle_1348694,Battle of White Oak Swamp,Battle of White Oak Swamp,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Joseph E. Johnston,https://en.wikipedia.org/wiki/Joseph_E._Johnston,battle_1348370,Battle of Williamsburg,Battle of Williamsburg,battle_article,side_b,CSA Confederate States (Confederacy),unknown,indecisive,unknown,Inconclusive Confederate withdrawal to RichmondNPS Williamsburg 2002,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive Confederate withdrawal to RichmondNPS Williamsburg 2002
Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,battle_1615913,First Battle of Murfreesboro,First Battle of Murfreesboro,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
John Pope,https://en.wikipedia.org/wiki/John_Pope_(general),battle_1352021,First Battle of Rappahannock Station,First Battle of Rappahannock Station,battle_article,side_a,USA United States (Union),unknown,defeat,victory,Confederate Victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate Victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_3368577,Siege of Fort Pulaski,Siege of Fort Pulaski,battle_article,side_b,CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Joseph E. Johnston,https://en.wikipedia.org/wiki/Joseph_E._Johnston,battle_239469,Siege of Yorktown (1862),Siege of Yorktown (1862),battle_article,side_b,Confederate States (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Henry Hastings Sibley,https://en.wikipedia.org/wiki/Henry_Hastings_Sibley,battle_1843628,Battle of Big Mound,Battle of Big Mound,battle_article,side_a,United States of America,unknown,victory,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=U.S. victory
Inkpaduta,https://en.wikipedia.org/wiki/Inkpaduta,battle_1843628,Battle of Big Mound,Battle of Big Mound,battle_article,side_b,"Santee Sioux Yankton, Yanktonai and Teton Sioux",unknown,defeat,victory,U.S. victory,Retained page result begins with `u.s.` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=U.S. victory
Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,battle_1615900,Battle of Brentwood,Battle of Brentwood,battle_article,side_b,CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
George Armstrong Custer,https://en.wikipedia.org/wiki/George_Armstrong_Custer,battle_3974440,Battle of Buckland Mills,Battle of Buckland Mills,battle_article,side_a,USA United States (Union),unknown,defeat,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory
Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,battle_1316660,Battle of Day's Gap,Battle of Day's Gap,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Nathaniel P. Banks,https://en.wikipedia.org/wiki/Nathaniel_P._Banks,battle_5633182,Battle of Fort Bisland,Battle of Fort Bisland,battle_article,side_a,USA United States (Union),unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
Nathaniel P. Banks,https://en.wikipedia.org/wiki/Nathaniel_P._Banks,battle_5659340,Battle of Irish Bend,Battle of Irish Bend,battle_article,side_a,USA United States (Union),unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1653535,Battle of Mine Run,Battle of Mine Run,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Nathaniel P. Banks,https://en.wikipedia.org/wiki/Nathaniel_P._Banks,battle_43827443,Battle of Mustang Island,Battle of Mustang Island,battle_article,side_a,USA United States (Union),unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1355089,Battle of Salem Church,Battle of Salem Church,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Nathaniel P. Banks,https://en.wikipedia.org/wiki/Nathaniel_P._Banks,battle_5660493,Battle of Vermilion Bayou,Battle of Vermilion Bayou,battle_article,side_a,USA United States (Union),unknown,victory,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Union victory
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,battle_1896590,First Battle of Fort Wagner,First Battle of Fort Wagner,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,battle_11535177,Second Battle of Charleston Harbor,Second Battle of Charleston Harbor,battle_article,side_b,Confederate States,unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_1221380,Second Battle of Rappahannock Station,Second Battle of Rappahannock Station,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,battle_13220014,Battle of Anthony's Hill,Battle of Anthony's Hill,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Joseph Wheeler,https://en.wikipedia.org/wiki/Joseph_Wheeler,battle_5988312,Battle of Brown's Mill,Battle of Brown's Mill,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,battle_3974765,Battle of Chester Station,Battle of Chester Station,battle_article,side_b,CSA CSA (Confederacy),unknown,indecisive,unknown,Inconclusive,Retained page result is explicitly inconclusive.,page_result_raw=Inconclusive
Jubal Early,https://en.wikipedia.org/wiki/Jubal_Early,battle_1544481,Battle of Cool Spring,Battle of Cool Spring,battle_article,side_b,CSA CSA (Confederacy),unknown,victory,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the commander's side on the retained page.,page_result_raw=Confederate victory
Samuel D. Sturgis,https://en.wikipedia.org/wiki/Samuel_D._Sturgis,battle_1615853,Battle of Dandridge,Battle of Dandridge,battle_article,side_a,USA United States (Union),unknown,defeat,victory,Confederate victory,Retained page result begins with `confederate` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Confederate victory
Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,battle_8953609,Battle of Darbytown and New Market Roads,Battle of Darbytown and New Market Roads,battle_article,side_b,CSA CSA (Confederacy),unknown,defeat,victory,Union victory,Retained page result begins with `union` and that label maps uniquely to the opposing side on the retained page.,page_result_raw=Union victory
