model_name,slice_name,rank,display_name,primary_era_bucket,score_normalized
battle_only_baseline,top_100,67,Émile Fayolle,world_wars,94.58455420678109
battle_only_baseline,top_100,68,Sarath Fonseka,contemporary,94.38049393051486
battle_only_baseline,top_100,69,Philip the Good,medieval,94.01423189619088
battle_only_baseline,top_100,70,Ōyama Iwao,long_nineteenth_century,93.98283800753453
battle_only_baseline,top_100,71,Sidney Smith,revolutionary_napoleonic,93.90435328589368
battle_only_baseline,top_100,72,Joseph Souham,revolutionary_napoleonic,93.82586856425283
battle_only_baseline,top_100,73,Mikołaj Potocki,early_modern,93.79447467559649
battle_only_baseline,top_100,74,Constantine the Great,ancient,93.62704060276266
battle_only_baseline,top_100,75,Wolfram von Richthofen,world_wars,93.62704060276266
battle_only_baseline,top_100,76,Friedrich Wilhelm Freiherr von Bülow,revolutionary_napoleonic,93.48053578903307
battle_only_baseline,top_100,77,Joan of Arc,medieval,93.38635412306404
battle_only_baseline,top_100,78,Douglas MacArthur,world_wars,93.33926329007954
battle_only_baseline,top_100,79,Allen H. Turnage,world_wars,93.32356634575135
battle_only_baseline,top_100,80,Abu Bakr,medieval,93.22938467978234
battle_only_baseline,top_100,81,Antonio Duvergé,long_nineteenth_century,93.16659690246965
battle_only_baseline,top_100,82,Juan Yagüe,world_wars,93.16659690246965
battle_only_baseline,top_100,83,Shurahbil ibn Hasana,medieval,93.16659690246965
battle_only_baseline,top_100,84,Smedley Butler,long_nineteenth_century,93.16659690246965
battle_only_baseline,top_100,85,Enver Pasha,world_wars,93.16659690246965
battle_only_baseline,top_100,86,Batu Khan,medieval,93.14043532858938
battle_only_baseline,top_100,87,Hubert Gough,world_wars,93.10904143993304
battle_only_baseline,top_100,88,Winfield Scott,long_nineteenth_century,92.9782335705316
battle_only_baseline,top_100,89,Date Masamune,early_modern,92.83696107157806
battle_only_baseline,top_100,90,Harry Chauvel,world_wars,92.80556718292172
battle_only_baseline,top_100,91,Manuel Belgrano,revolutionary_napoleonic,92.71661783172875
