analytic_commander_id,commander_name,battle_id,page_title,page_type,role_class,role_confidence,role_source,role_notes
acmd_228fed78ef9c,Khalid al-Aruri,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a659ec77f869,Abu Humam al-Shami,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5daed659b39e,Sami al-Oraydi,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e11677b356f2,Saif al-Adel,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_cd43ede437ee,Sari Shihab,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a6dd57e1b25e,Abu Hafs al-Hashimi al-Qurashi,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5348c6ecb906,Abu al-Hussein al-Husseini al-Qurashi,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_0b9de41ebfef,Abu al-Hasan al-Hashimi al-Qurashi,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_6931be006e56,Abu Ibrahim al-Hashimi al-Qurashi,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,coalition_commander,0.45,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_6560617d667e,Abu Bakr al-Baghdadi,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_7d2923c0e905,Abu Mohammad al-Adnani,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_917fcfda63e2,Abu Omar al-Shishani,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d7d1b2f80527,Gulmurod Khalimov,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_43acb85893db,Abu Muhammad al-Shimali,battle_48026864,Russian intervention in the Syrian civil war,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_86ba4bb286e2,Abdul-Wahab al-Saadi,battle_45549617,Second Battle of Tikrit,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_97d6fe912357,Qasem Soleimani,battle_45549617,Second Battle of Tikrit,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a037f7c59f17,al-Hashd al-Shaabi,battle_45549617,Second Battle of Tikrit,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a00e8c064516,Abu Mahdi al-Muhandis,battle_45549617,Second Battle of Tikrit,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_607f23bb6a06,Hadi al-Amiri,battle_45549617,Second Battle of Tikrit,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_73ad0532ed3c,Qais Khazali,battle_45549617,Second Battle of Tikrit,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d0778c692ba6,Tikrit,battle_45549617,Second Battle of Tikrit,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_389bdf9ddc3c,Sultan Mohammed Ali al-Kitbi,battle_46455838,Siege of Taiz,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_2da981ac2df6,Reuters,battle_46455838,Siege of Taiz,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_4e066a8ed2cb,Qasim al-Raymi,battle_46455838,Siege of Taiz,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b081c8862f05,(al-Nusra,battle_47862807,Siege of al-Fu'ah and Kafriya,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_12ad9a488413,(Hezbollah operations leader in al-Fu'ah,battle_47862807,Siege of al-Fu'ah and Kafriya,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_55a7d9004872,Kafriya),battle_47862807,Siege of al-Fu'ah and Kafriya,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1b5905ac3ec6,Recep Tayyip Erdoğan,battle_47894039,Timeline of the Kurdistan Workers' Party insurgency (2015–2025),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_b423abe1d161,Yaşar Güler,battle_47894039,Timeline of the Kurdistan Workers' Party insurgency (2015–2025),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_9e873c5e9b92,Hulusi Akar,battle_47894039,Timeline of the Kurdistan Workers' Party insurgency (2015–2025),war_conflict_article,staff_or_planning_role,0.8,manual_seed_suspicious_case,"Modern officeholder/staff case in the current data, not field-command evidence."
acmd_4a7c12ab6d71,Necdet Özel,battle_47894039,Timeline of the Kurdistan Workers' Party insurgency (2015–2025),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_8144a408df82,Murat Karayılan,battle_47894039,Timeline of the Kurdistan Workers' Party insurgency (2015–2025),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_1ac4f260e70f,Bahoz Erdal,battle_47894039,Timeline of the Kurdistan Workers' Party insurgency (2015–2025),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e09b523c4b04,Cemîl Bayik,battle_47894039,Timeline of the Kurdistan Workers' Party insurgency (2015–2025),war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_6402a7328ed8,Bako Sahakyan,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f11d70a36d88,Levon Mnatsakanyan,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_15eb15486b28,Serzh Sargsyan,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_fef9eb553fed,Seyran Ohanyan,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_866f7d334e74,Yuri Khatchaturov,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_cb97262b2066,Ilham Aliyev,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_990ad0a6e561,Zakir Hasanov,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ecf22d7d4891,Najmeddin Sadikov,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_a2ff8757d467,Hikmat Hasanov,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_da4ab4d5ab9f,Polad Hashimov,battle_50021902,2016 Nagorno-Karabakh conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_06615f21423f,Mahmoud Barry,battle_51124681,2016 Nampala attack,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_2b6b2da14a05,Bola Tinubu,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_70fbd3244ec6,Olubunmi Tunji-Ojo,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d4f827d1accd,Kayode Egbetokun,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_de5f4fa87ec9,Mohammed Badaru Abubakar,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_9d541677b1e0,Christopher Gwabin Musa,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_e920013f51ef,Taoreed Lagbaja,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_2b33cd62cf7e,Emmanuel Ogalla,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_8fdf580d92e8,Hasan Abubakar,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_7ef5e17837f2,Alex Otti,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_30536b0e0f94,Umo Eno,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_450c98933a3a,Douye Diri,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d35ab16568d8,Bassey Otu,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_95097dda50eb,Sheriff Oborevwori,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f3c5715853c5,Godwin Obaseki,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ae0ca40fc914,Hope Uzodimma,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_8c040accbe38,Lucky Aiyedatiwa,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_1687500fd28c,Siminalayi Fubara,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_aa6e0895b476,Muhammadu Buhari,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ebb1be5c0ab5,Rauf Aregbesola,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_962ce5fbc943,Abdulrahman Dambazau,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_0fa7d85f6d14,Solomon Arase,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_16c67a32ded4,Ibrahim Kpotun Idris,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f692dc7c7644,Mohammed Adamu,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_fb6be857b463,Usman Alkali Baba,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_3c1c85a9318a,Bashir Salihi Magashi,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_2ec7084c7e71,Mansur Dan Ali,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_25bf0be03826,Abayomi Olonisakin,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d0903b42fa2e,Lucky Irabor,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_f3cbcf0f9118,Tukur Yusufu Buratai,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_9248f4b51dd5,Ibrahim Attahiru,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_4874af0f5435,Faruk Yahaya,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_4d797a5c4748,Ibok Ekwe Ibas,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_03d2abf9b236,Awwal Zubairu Gambo,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_faa92b8c3f4f,Sadique Abubakar,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_8bc1af2b282a,Isiaka Oladayo Amao,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_56a4dfe3a271,Okezie Ikpeazu,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ac4327cca079,Udom Gabriel Emmanuel,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_5728d9de1a72,Henry Seriake Dickson,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_ebd3fc3734e6,Ben Ayade,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d6155d8ddb07,Ifeanyi Okowa,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_64d021e0f700,Adams Oshiomhole,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_0bd4bb6f8595,Rochas Okorocha,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_7092e13cade5,Emeka Ihedioha,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_458ad9de655e,Rotimi Akeredolu,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_1229c27d88b7,Olusegun Mimiko,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_d43b699cb7a1,Nyesom Wike,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_509e2f3462ab,Vanguard,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_1d35fac57e62,Nnamdi Kanu,battle_51538647,2016 Niger Delta conflict,war_conflict_article,unclear_role,0.3,heuristic_broad_page,War/broad-conflict page; role is ambiguous without curated body evidence.
acmd_76dd08e321ae,Fethullah Gülen,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_ad53ad88d4dd,The Economist,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_0fec02a2d9ee,Akın Öztürk,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_62bda1852a3b,Semih Terzi,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1b5905ac3ec6,Recep Tayyip Erdoğan,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_7ef6f8ed6423,Binali Yıldırım,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_26454fede66c,Hakan Fidan,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_9e873c5e9b92,Hulusi Akar,battle_51082294,2016 Turkish coup d'état attempt,battle_article,staff_or_planning_role,0.8,manual_seed_suspicious_case,"Modern officeholder/staff case in the current data, not field-command evidence."
acmd_2ac612396499,Ümit Dündar,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1a5c4f197057,Zekai Aksakallı,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_5cea5102d06b,Salih Zeki Çolak,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_40660e2b0a2d,Bülent Bostanoğlu,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_39b70d80f4db,Abidin Ünal,battle_51082294,2016 Turkish coup d'état attempt,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_5342d43859ec,Executive officer,battle_49163733,2016 United States–Iran naval incident,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_263e89b6e70e,Cpt. Ahmad Dolabi,battle_49163733,2016 United States–Iran naval incident,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e823895ded01,Enrique Peña Nieto,battle_49842103,2016 recapture of El Chapo,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_1bf50b207871,Arely Gómez González,battle_49842103,2016 recapture of El Chapo,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_91470ffd050a,Vidal Francisco Soberón Sanz,battle_49842103,2016 recapture of El Chapo,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_7070c642c613,Joaquín El Chapo Guzmán,battle_49842103,2016 recapture of El Chapo,operation_article,unclear_role,0.35,heuristic_high_level_page,High-level operational page; command role needs source-level verification.
acmd_b1132dd2a538,Ram Nath Kovind,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b1c4f830af8d,President of India,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b520422d227b,Narendra Modi,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_29c8c1ee0b53,Prime Minister of India,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_53be767d0272,Nirmala Sitharaman,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_fca1f34f48db,Minister of Defence,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_e997378e5fa1,Bipin Rawat,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b9476e557cc9,Devraj Anbu,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f80b15fdd08b,Northern Command,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_aa8a88367fa0,Ranbir Singh,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_5a992e79e514,Director general,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_d8d868d49b68,Sunil Lanba,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_32926e8895f2,Chief of the Naval Staff,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_1265332311ed,Mamnoon Hussain,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_69a2f72fbf5b,President of Pakistan,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_a9524edf6aab,Prime Minister of Pakistan,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_4ebf52049dee,Nawaz Sharif,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_75c72717331d,Shahid Khaqan Abbasi,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_8f684b32d626,Nasirul Mulk,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_6fba955cd310,Caretaker Prime Minister of Pakistan,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_347bc55a8723,Khawaja Asif,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b9dc9e1370cd,Minister of Defence,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_c7a399153844,Rashad Mahmood,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_541e5823b876,Qamar Javed Bajwa,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_b948b7b46556,Muhammad Zakaullah,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_fb8387155c21,Chief of the Naval Staff,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_6a2e2d2b09b8,Syed Arifullah Hussaini,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_444bc91ca1c0,Pakistan Navy,battle_51804742,2016–2018 India–Pakistan border skirmishes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
acmd_f9a75565532b,Western Bahr el Ghazal,battle_51057266,2016–2019 Wau clashes,battle_article,principal_field_commander,0.65,heuristic_page_type,Battle article; inferred direct field command pending manual role verification.
