battle_id,battle_name,year,war_name,commander_name_raw,commander_name_normalized,commander_wikipedia_url,side,belligerent,battle_result_for_commander,role_in_battle,opposing_commander_names_raw,location_normalized,strength_side_raw,strength_enemy_raw,casualties_side_raw,casualties_enemy_raw,source_url,parse_notes,identity_confidence
battle_26539087,Battle of Mogadishu (2010–2011),2010,Somali Civil War (2009–present),Paul Lokech,African Union Mission to Somalia,https://en.wikipedia.org/wiki/African_Union_Mission_to_Somalia,side_b,Somalia Shahadah Flag.svgSomalia ARS-D-TFG coalition AMISOM 22px Ahlu Sunna Waljama'a Limited involvement: United States European Union,unknown,,Mukhtar Abu Zubeyr | Mukhtar Robow | Hussein Ali Fidow | Ali Mohamed Hussein | Ibrahim al-Afghani | Sheikh Ali Dhere | Omar Shafik Hammami | Hassan Dahir Aweys | Mohamed Hayle | Fuad Mohamed Qalaf | Rajah Abu Khalid | Fazul Abdullah,"Mogadishu, Somalia","TFG: 5,000 AMISOM: 9,300+ ASWJ: 2,000+","Al-Shabaab: 5,000 – 14,426","Total: 641+ KIA Somalia 516+ KIA, 239+ WIA Amisom 118 KIA, 66+ WIA 22px 7 KIA, 18 WIA","1,000–1,300 killed 2,000 wounded | 2,318+ civilians killed – 6,024+ wounded (January – November 2010)",https://en.wikipedia.org/wiki/Battle_of_Mogadishu_%282010%E2%80%932011%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_32740690,First Battle of Zawiya,2011,Libyan Civil War,Fox News,Fox News,https://en.wikipedia.org/wiki/Fox_News,side_a,Libya Anti-Gaddafi forces National Liberation Army,unknown,,Khamis Gaddafi | Khouildi Hamidi | Al Jazeera English | Mahdi al-Arabi | The Guardian | Muftah Anaqrat | Democratic Underground | Mohamed Gayth,Zawia,300&ndash;400,Khamis Brigade Hosban Brigade,"235&ndash;600 killed** 300+ wounded 37 captured up to 50 tanks, APCs and 2S1 Gvozdika howitzers destroyed or captured",65 killed 50 wounded 29&ndash;31 captured 4+ T-72 tanks or BMPs destroyed 1 Shilka destroyed,https://en.wikipedia.org/wiki/First_Battle_of_Zawiya,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_68366617,Nigerian bandit conflict,2011,Herder–farmer conflicts in Nigeria and spillover of the Boko Haram insurgency,Daily Trust,Media Trust,https://en.wikipedia.org/wiki/Media_Trust,side_b,Various bandit groups Hausa militias Moriki vigilantes group Fulani militias Ali Kachalla Dogo Giɗe Kachalla Halilu Sububu Seno Adamu Aliero Yankuzo Bello Turji Kachalla Dan Karami Kachalla Turji Kachalla Halilu Sububu Seno Islamist insurgents: Islamic State flag.svg Islamic State West Africa Province Sahel Province Lakurawa (from 2023) Flag of Jihad.svg Al-Qaeda ISIS Jama'at Nasr al-Islam wal Muslimin Nigerian Brigade Flag of Ansaru.svg Ansaru Islamic State Boko Haram,unknown,,Bola Tinubu | Olubunmi Tunji-Ojo | Kayode Egbetokun | Mohammed Badaru Abubakar | Christopher Musa | Taoreed Lagbaja | Hassan Abubakar | Umar Namadi | Uba Sani | Abba Yusuf | Dikko Radda | Nasir Idris | Ahmad Aliyu | Dauda Lawal | Muhammadu Buhari | Goodluck Jonathan | Abba Moro | Abdulrahman Dambazau | Rauf Aregbesola | Hafiz Ringim | Mohammed Dikko Abubakar | Suleiman Abba | Solomon Arase | Ibrahim Kpotun Idris | Mohammed Adamu | Usman Alkali Baba | Bashir Salihi Magashi | Mansur Dan Ali | Aliyu Mohammed Gusau | Labaran Maku | Olusola Obada | Haliru Mohammed Bello | Lucky Irabor | Abayomi Olonisakin | Alex Badeh | Ola Ibrahim | Oluseyi Petinrin | Faruk Yahaya | Ibrahim Attahiru | The Punch | Tukur Yusuf Buratai | Kenneth Minimah | Azubuike Ihejirika | Isiaka Oladayo Amao | Sadique Abubakar | Adesola Nunayon Amosu | Mohammed Dikko Umar | Sule Lamido | Nasir El-Rufai | Mukhtar Yero | Patrick Yakowa | Abdullahi Umar Ganduje | Rabiu Kwankwaso | Aminu Bello Masari | Ibrahim Shema | Usman Saidu Nasamu Dakingari | Aminu Musa Habib Jega | Abubakar Atiku Bagudu | Aminu Tambuwal | Aliyu Magatakarda Wamakko | Bello Matawalle | Abdul'aziz Abubakar Yari,Throughout northwest Nigeria,"30,000+ Zamfara State",Unknown,Unknown,Unknown 1 Alpha Jet,https://en.wikipedia.org/wiki/Nigerian_bandit_conflict,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_37032089,Sinai insurgency,2011,"terrorism in Egypt, the Egyptian Crisis, and the Arab Winter",Daily News Egypt,Daily News Egypt,https://en.wikipedia.org/wiki/Daily_News_Egypt,side_b,Ansar Bait al-Maqdis (until late 2014) *22px|border Al-Qaeda *Hasm Movement *Bedouin tribesmen *Jund al-Islam (until 2020) *Al-Mourabitoun *Popular Resistance Movement *Takfir wal-Hijra *Army of Islam *Al Furqan Brigades *Soldiers of Egypt (until 2015) ---- Islamic State of Iraq and the Levant Islamic State (2014–present),unknown,,Abdel Fattah el-Sisi | Mostafa Madbouly | Mahmoud Tawfik | Mohamed Ahmed Zaki | Osama Askar | Ashraf Ibrahim Atwa | Mohamed Hegazy Abdul Mawgoud | Ibrahim al-Arjani | Hosni Mubarak | Mohamed Morsi | Adly Mansour | Ahmed Shafik | Essam Sharaf | Kamal Ganzouri | Hesham Qandil | Hazem El Beblawi | Ibrahim Mahlab | Sherif Ismail | Mahmoud Wagdy | Mansour el-Essawy | Mohamed Youssef Ibrahim | Ahmed Gamal El Din | Mohamed Ibrahim Moustafa | Magdy Abdel Ghaffar | Mohamed Hussein Tantawi | Sedki Sobhy | Sami Hafez Anan | Mahmoud Hegazy | Mohammed Farid Hegazy | Mohab Mamish | Osama El-Gendi | Osama Mounir Rabie | Ahmed Khaled Hassan Saeed | Reda Mahmoud Hafez Mohamed | Younes Hamed | Mohamed Abbas Helmy | Abd El Aziz Seif-Eldeen | Abdul Meniem Al-Toras | Aly Fahmy Mohammed Aly Fahmi,"Sinai Peninsula, Egypt","Total: ≈12,000 ---- ISIL: 1,000–1,500","Total: 25,000 (41&nbsp;battalions)","22px|border 3,076 killed","Egypt 3,277&nbsp;killed (2013–2022) 12,280 injured (2013–2022) Israel IDF: 4 killed Hamas Hamas: 3&nbsp;killed2 border guards killed in an ISIS bombing at Rafah Crossing, and 1 Hamas operative killed in an ISIS execution video. | Civilian fatalities: 1,539+ Egyptian, 219 Russians, 4 Ukrainians, 1 Belarusian, 3 South Koreans, 3 Vietnamese, 2 Germans, 1 Croatian Total: 10,000+ killed",https://en.wikipedia.org/wiki/Sinai_insurgency,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_35178468,2012 Malian coup d'état,2012,the Mali War,Defense minister,Ministry of defence,https://en.wikipedia.org/wiki/Ministry_of_defence,side_a,Mali Government of Mali 33.º Regimento de Comandos Paraquedistas Presidential Guard,unknown,,Amadou Sanogo | Amadou Konare,Mali,Unknown,Unknown,34 killed 28 wounded,1 killed 2 wounded | 40 unspecified people wounded,https://en.wikipedia.org/wiki/2012_Malian_coup_d%27%C3%A9tat,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_54136045,2012–2013 escalation of the Syrian civil war,2012,the Syrian civil war,Rudaw,Rudaw Media Network,https://en.wikipedia.org/wiki/Rudaw_Media_Network,side_a,Ba'athist Syria Syrian government Flag of the Ba'ath Party.svg Ba'ath Party Flag of the Syrian Arab Armed Forces (1980–2024).svg Syrian Arab Armed Forces InfoboxNDF.png National Defense Forces Shabiha Popular Committees People's Army logo (Ba'athist Syria).svg People's Army Flag of the Ba'ath Party.svg Ba'ath Brigades Syrian police emblem (Damascus).png Syrian Police Military Intelligence Directorate Air Force Intelligence Directorate General Intelligence Directorate Iran Flag of the Army of the Guardians of the Islamic Revolution.svg Iranian Revolutionary Guards Flag of Quds Force.svg Quds Force Allied armed groups: Flag of Liwa Abu al-Fadhal al-Abbas (Ceremonial).svg Al-Abbas Brigade Hezbollah Hezbollah PFLP-GC Flag.svg PFLP–GC Asa'ib Ahl al-Haq ---- Flag of Rojava.svg Rojava (DBK & TEV-DEM) 20px People's Protection Units (YPG) 20px Women's Protection Units (YPJ) MFS infobox flag.png Syriac Military Council (MFS) Asayish Sutoro Allied armed groups: Kurdish FrontKurdish Front a 20px Army of Dignity Flag of Kurdistan Workers' Party.svg PKK,unknown,,Abu Mohammad al-Julani | WIA | Riad al-Asaad | Salim Idris | Jamal Maarouf | Zahran Alloush | Hassan Aboud | Abdul Qader Saleh | Jamil al-Saleh | Fares Bayoush | Abu Bakr al-Baghdadi,"Syrian territories, with minor spillovers in neighboring countries","Syrian Armed Forces: 178,000 (by Aug 2013) General Intelligence Directorate: 8,000 Shabiha: 10,000 fighters National Defense Force: 60,000 soldiers Jaysh al-Sha'bi: 50,000 fighters al-Abbas brigade: 10,000 fighters Hezbollah: 3,000–5,000 fighters Iran: 150–1,500 IRGC Asa'ib Ahl al-Haq: 1,000 fighters ---- People's Protection Units (YPG): 15,000 – 35,000","Free Syrian Army: 40,000 – 50,000 Islamic Front: 45,000 – 60,000 Al-Nusra Front: 5,000–7,000 ---- Islamic State of Iraq and the Levant: 3,000–5,000","Syrian government 15,000–31,174 soldiers and policemen killed 19,256 militiamen killed 1,000 government officials killed 5,000 soldiers and militiamen captured Hezbollah 232–250 killed Other non-Syrian Shiite fighters 265 killed Iranian IRGC 16 killed ---- Rojava 265+ fighters killed","27,746–50,930 fighters killedFighters c 979 protesters killed 16,000–46,601 opposition fighters and supporters captured",https://en.wikipedia.org/wiki/2012%E2%80%932013_escalation_of_the_Syrian_civil_war,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_54136045,2012–2013 escalation of the Syrian civil war,2012,the Syrian civil war,WIA,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_b,Syrian opposition Syrian opposition Flag of the Al-Nusra Front.svg Al-Nusra Front Syrian opposition Free Syrian Army Syrian opposition Syrian Revolutionaries Front Syrian opposition Ahfad al-Rasul Brigades Flag of the Islamic Front (Syria).svg Islamic Front 20px Syrian Islamic Front Syrian Islamic Liberation Front Logo of the Suqour al-Sham Brigade.svg Suqour al-Sham 25px Liwa al-Islam Flag of Ahrar ash-Sham.svg Ahrar al-Sham al-Tawhid Brigade 20px Nour al-Din al-Zenki Movement Syrian oppositionAl-Liwaa.svgFlag of Jihad.svg Other rebel groups ---- AQMI Flag asymmetric.svg Islamic State of Iraq and the Levant (from 7 April 2013),unknown,,Bashar al-Assad | Maher al-Assad | Dawoud Rajiha | Fahd Jassem al-Freij | Assef Shawkat | Ali Abdullah Ayyoub | Issam Hallaq | Rafiq Shahadah | Jamil Hassan | Mohammad al-Shaar | Walid Muallem | Mohammed Dib Zaitoun | Salih Muslim | Sipan Hamo | Rudaw | Abu Layla | Humaydi Daham al-Hadi | Carnegie Middle East Center,"Syrian territories, with minor spillovers in neighboring countries","Free Syrian Army: 40,000 – 50,000 Islamic Front: 45,000 – 60,000 Al-Nusra Front: 5,000–7,000 ---- Islamic State of Iraq and the Levant: 3,000–5,000","Syrian Armed Forces: 178,000 (by Aug 2013) General Intelligence Directorate: 8,000 Shabiha: 10,000 fighters National Defense Force: 60,000 soldiers Jaysh al-Sha'bi: 50,000 fighters al-Abbas brigade: 10,000 fighters Hezbollah: 3,000–5,000 fighters Iran: 150–1,500 IRGC Asa'ib Ahl al-Haq: 1,000 fighters ---- People's Protection Units (YPG): 15,000 – 35,000","27,746–50,930 fighters killedFighters c 979 protesters killed 16,000–46,601 opposition fighters and supporters captured","Syrian government 15,000–31,174 soldiers and policemen killed 19,256 militiamen killed 1,000 government officials killed 5,000 soldiers and militiamen captured Hezbollah 232–250 killed Other non-Syrian Shiite fighters 265 killed Iranian IRGC 16 killed ---- Rojava 265+ fighters killed",https://en.wikipedia.org/wiki/2012%E2%80%932013_escalation_of_the_Syrian_civil_war,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_54041179,Hasakah Governorate campaign (2012–2014),2012,"the 2012–2013 escalation of the Syrian Civil War, the Rojava conflict, and the Syrian Kurdish–Islamist conflict (2013–present)",SRGC,Syrian Revolution General Commission,https://en.wikipedia.org/wiki/Syrian_Revolution_General_Commission,side_b,"Flag of the Al-Nusra Front.svg Al-Nusra Front Flag of Syria (2025-).svg Free Syrian ArmyA number of FSA groups in ceasefire with YPG since February 2013, others continued fighting the YPG. Flag of the Islamic Front (Syria) (Black).svg Islamic Front Flag of the Islamic State of Iraq and the Levant.svg Islamic State of Iraq and the Levant",unknown,,al-Monitor | Sipan Hamo | Rudaw | Humaydi Daham al-Hadi,"Hasakah Governorate, Syria",,,,,https://en.wikipedia.org/wiki/Hasakah_Governorate_campaign_%282012%E2%80%932014%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_54041179,Hasakah Governorate campaign (2012–2014),2012,"the 2012–2013 escalation of the Syrian Civil War, the Rojava conflict, and the Syrian Kurdish–Islamist conflict (2013–present)",Rudaw,Rudaw Media Network,https://en.wikipedia.org/wiki/Rudaw_Media_Network,side_c,RojavaKurdistan Kurdish Supreme Committee People's Protection Units Flag (2011-2012).svgPeople's Protection Units Flag.svg People's Protection Units YPJ Flag.svg Women's Protection Units Bandera Provincia Cañar.svg Syriac Union Party MFS infobox flag.png Syriac Military Council Sutoro Flag of al-Sanadid Forces.svg Army of Dignity Flag of Kurdistan Workers' Party.svg Kurdistan Workers' Party,unknown,,al-Monitor | Abu Mohammad al-Julani | SRGC | Osama Hilali | al-Monitor | Abu Bakr al-Baghdadi | Saddam al-Jamal,"Hasakah Governorate, Syria",,,,,https://en.wikipedia.org/wiki/Hasakah_Governorate_campaign_%282012%E2%80%932014%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_41008559,Operation Lyari,2012,"MQM violence (1994–2016), MQM militancy, Organized crime, Karachi gang wars and operations",FIA,Federal Investigation Agency,https://en.wikipedia.org/wiki/Federal_Investigation_Agency,side_a,Pakistan Pakistan Pakistan Rangers Sindh Rangers ATW Federal Constabulary Pakistan Police Sindh Police SSU Lyari Task Force CTD 20px Pakistani Intelligence community NACTA IB FIA SB,unknown,,Rehman Dakait | Uzair Baloch,"Lyari, Karachi, Sindh, Pakistan",Unknown,Unknown,Unknown,Unknown,https://en.wikipedia.org/wiki/Operation_Lyari,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_50869354,Siege of Darayya and Muadamiyat,2012,the Rif Dimashq Governorate campaign (Syrian civil war),Al-Masdar News,Al-Masdar News,https://en.wikipedia.org/wiki/Al-Masdar_News,side_b,Syrian opposition Free Syrian Army Al-Liwaa.svg Ajnad al-Sham Islamic Union Flag of the Al-Nusra Front.svg Al-Nusra Front Supported by: Flag of the U.S. Central Intelligence Agency.svg CIA (Military Operations Centre),unknown,,,"Darayya and Muadamiyat al-Sham, Rif Dimashq Governorate, Syria","<1,000 (in Darayya by mid-2016)","3,000",120 killed (August 2015 – July 2016),"4th Brigade: 286 killed 276 wounded | 161,700 residents displaced",https://en.wikipedia.org/wiki/Siege_of_Darayya_and_Muadamiyat,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_47050369,AK Party–Gülen movement conflict,2013,the political conflict in Turkey,Hürriyet Daily News,Hürriyet Daily News,https://en.wikipedia.org/wiki/H%C3%BCrriyet_Daily_News,side_b,"Gülen movementStated supporters of Fethullah Gülen in civil service, education, journalism, judiciary and military Peace at Home Council Later extended to opposition HDP and DEM Party supporters",unknown,,Recep Tayyip Erdoğan | Cevdet Yılmaz | İbrahim Kalın | Ali Yerlikaya | Yaşar Güler | Selçuk Bayraktaroğlu | Metin Tokel | Ercüment Tatlıoğlu | Ziya Cemal Kadıoğlu | Ali Çardakcı | Ömer Ertuğrul Erbakan | Abdullah Gül | Ahmet Davutoğlu | Binali Yıldırım | Fuat Oktay | Hakan Fidan | Süleyman Soylu | Efkan Ala | Selami Altınok | Sebahattin Öztürk | Muammer Güler | İdris Naim Şahin | Hulusi Akar | Nurettin Canikli | Fikri Işık | İsmet Yılmaz | Vecdi Gönül | Necdet Özel | Ümit Dündar | Musa Avsever | Metin Gürak | Hayri Kıvrıkoğlu | Salih Zeki Çolak | Emin Murat Bilgel | Bülent Bostanoğlu | Adnan Özbal | Mehmet Erten | Akın Öztürk | Abidin Ünal | Hasan Küçükakyüz | Atilla Gülan | Arif Çetin | Zekai Aksakallı | Mehmet Aktaş,Turkey and abroad,,,"Hundreds of thousands arrested, detained, or exiled Over 12 billion $ worth property linked to Gulen movement were seized by the Turkish government. 1,043 private schools, 1,229 charities and foundations, 19 trade unions, 15 universities and 35 medical institutions affiliated with the movement were shut down by the Erdogan government.",300 killed during coup attempt,https://en.wikipedia.org/wiki/AK_Party%E2%80%93G%C3%BClen_movement_conflict,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_41107894,Battle of Qalamoun (2013–2014),2013,the Syrian civil war,Xinhua,Xinhua News Agency,https://en.wikipedia.org/wiki/Xinhua_News_Agency,side_b,Flag of the Al-Nusra Front.svg Al-Nusra Front ISIL Islamic State of Iraq and the Levant Flag of the Green Battalion.svg Green BattalionFlag of the Syrian revolution.svg Free Syrian Army Flag of the Islamic Front (Syria).svg Islamic Front,unknown,,,"Qalamoun Mountains (An-Nabek District and Yabroud District), Syria","25,000–30,000 rebels","~10,000 Syrian Army troops (deployed for the assault on Yabrud) 15,000 Hezbollah fighters (opposition claim) ""Several hundred"" Christian militiamen","First phase: 100 killed and captured (An-Nabk battle; Army claim) Second phase: 1,479 killed, including at least 13 commanders (Army claim) Low hundreds of losses (opposition claim)","First phase: Unknown Second phase: 180 killed (47 Hezbollah fighters; Army claim) 1,800 killed and injured (140 Hezbollah fighters; opposition claim)",https://en.wikipedia.org/wiki/Battle_of_Qalamoun_%282013%E2%80%932014%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,high
