battle_id,battle_name,year,war_name,commander_name_raw,commander_name_normalized,commander_wikipedia_url,side,belligerent,battle_result_for_commander,role_in_battle,opposing_commander_names_raw,location_normalized,strength_side_raw,strength_enemy_raw,casualties_side_raw,casualties_enemy_raw,source_url,parse_notes,identity_confidence
battle_46289417,Insurgency in Manipur,1980,Insurgency in Northeast India,Governor of Manipur,List of governors of Manipur,https://en.wikipedia.org/wiki/List_of_governors_of_Manipur,side_a,India,unknown,,Rajkumar Meghen | Achou Toijamba | Senggoi Meetei | R.K. Tulachandra | Irengbam Chaoren | Thang Lian Pau | Thuingaleng Muivah | S. S. Khaplang,Manipur,"1,325,000","Bandera FPRM Manipur.svg 1,500 Bandera UNLF.svg 2,500 500 PREPAK 600 KYKL 100 KCP 4,500 NSCN-IM 2,000 NSCN-K","Since 1992 1,081+ Killed","Since 1992 2,895+ killed | 2,253+ civilians killed since 1992 152 unspecified killed since 2000 50,000+ killed in total (1950–Present)",https://en.wikipedia.org/wiki/Insurgency_in_Manipur,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_1606497,Casamance conflict,1982,Casamance conflict,†,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,"Flag of Casamance (2012).svgCasamance MFDC Three main factions (Sadio, Badiatte, and Diatta Groups) Various splinter factionsMinahan 2002 Guinea-Bissau Guinea-Bissau rebels (1998–1999)Minahan 2002 Supported by: Guinea-Bissau Guinea-Bissau (2000s, alleged) The Gambia (1994–2017)",unknown,,Abdou Diouf | Abdoulaye Wade | Macky Sall | Bassirou Diomaye Faye | João Bernardo Vieira | Umaro Sissoco Embaló,"Casamance, Senegal","300–600 (1989) 2,000–4,000 (2004)Williams 2016 180 (2006)",Senegal Armed Forces of Senegal: Thousands (2012),,"5,000 killed in total since 1982 60,000 internally displaced",https://en.wikipedia.org/wiki/Casamance_conflict,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_46196745,Insurgency in Meghalaya,1992,Insurgency in Northeast India,Ministry of External Affairs,Ministry of External Affairs,https://en.wikipedia.org/wiki/Ministry_of_External_Affairs_%28India%29,side_a,India 20px Indian Armed Forces CRPF 22px Border Security Force SULFA Supported by: Bangladesh Bangladesh,unknown,,Julius Dorphang | William Sangma | Drishti Rajkhowa,Meghalaya,"10,000 Police Personnel",20 (HNLC),118 killed,339 killed 588 captured | 264 civilians killed,https://en.wikipedia.org/wiki/Insurgency_in_Meghalaya,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_13726970,Battle of Mullaitivu (1996),1996,Eelam War III and the Sri Lankan Civil War,The Sunday Times,The Sunday Times,https://en.wikipedia.org/wiki/The_Sunday_Times_%28Sri_Lanka%29,side_b,Tamil Eelam Flag.svg Liberation Tigers of Tamil Eelam,unknown,,Anuruddha Ratwatte | Rohan Daluwatte | A. F. Lafir,"Mullaitivu, Sri Lanka","~2,000","1,407 (Mullaitivu garrison) ~1000 (Relief force)","315 dead, including 11 Sea Black Tigers (LTTE claimed)","1,498 dead",https://en.wikipedia.org/wiki/Battle_of_Mullaitivu_%281996%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_25816542,Al-Qaeda insurgency in Yemen,1998,the war on terror and the Yemeni Civil War,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,"Yemen (internationally recognized; led by the PLC since 2022) Flag of the Yemen Armed Forces.svg Yemeni Armed Forces Yemeni Republican Guard Flag.svg Republican Guard General People's Congress flag.svg General People's Congress (anti-Houthi) STC (2022–2025)from April 2022 to December 2025, the Southern Transitional Council was part of the Yemeni government led by the Presidential Leadership Council. Multiple sources: * * * United Arab Emirates Yemeni National Resistance (2017–present) Flag of the Tihamah Resistance.svg Tihamah Resistance Giants Brigades Flag of the Hadhramout Tribes Confederacy.svg Hadhramaut Tribal Alliance Flag of the Yemeni Congregation for Reform (al-Islah).svg Al-Islah Red flag.svg Bani Dhabyan Saleh loyalists (2017–present) Popular Resistance Committees Popular Committees Supported by: United States United States Navylogistic support and assistance with the naval blockade of Houthi-held territories in October 2016 United States (Special Forces) United Kingdomtraining, intelligence, logistical support, weapons, and blockade up to 2017 France Canada South Korea Seal of the National Intelligence Service.svg National Intelligence Service Belarus Ваенныя спецыялісты Беларусі Malaysia Australia ---- STC (2017–2022) United Arab Emirates",unknown,,Sa'ad bin Atef al-Awlaki | Ibrahim al-Banna | Ibrahim al Qosi | Khalid Batarfi | Reuters | Nasir al-Wuhayshi | Qasim al-Raymi | Nasser al-Ansi | Al Arabiya | Ibrahim al-Rubaish | Abdul-Malik al-Houthi | Mohammed al-Houthi | Mahdi al-Mashat | Saleh Ali al-Sammad | Mohamed al-Atifi | Hussein Khairan | Sadeq Amin Abu Rass | Ali Abdullah Saleh | Abu Osama al-Muhajir | Abu Bilal al-Harbi,Yemen,"Yemen 113,500 soldiers and paramilitary Saudi Arabia 100 warplanes; 150,000 troops UAE 30 warplanes; 10,000 troops Bahrain 15 warplanes; 300 troops Qatar 10 warplanes; 1,000 troops Jordan 6 warplanes Morocco 6 warplanes; 1,500 troops Sudan 4 warplanes; 8,000–30,000 troops Senegal 2,100 troops Egypt 4 warships and warplanes 1,800 security contractors","AQMI Flag asymmetric.svg al-Qaeda AQMI Flag asymmetric.svg Ansar al-Sharia: 6,000–8,000 | Houthis 150,000–200,000 fighters ---- ShababFlag.svg ISIL: 300 (June 2015) 500 (2018) 250 (2023) 100 (2025)","YEM Unknown Saudi Arabia 1,000–3,00010 captured; 5 aircraft lost; 8 helicopters lost 9 drones lost 20 M1A2s lost 1 frigate damagedUAE 108 soldiers killed2 aircraft lost 3 helicopters lost 1 minesweeper damaged 6 drones lost 1 watercraft damagedSDN 1,000–4,000 soldiers killed BHR 11 soldiers killed 1 F-16 crashed QAT 4 soldiers killed MAR 10 servicemen killed 1 F-16 shot down Jordan 1 F-16 lost Academi - Logo.svg 71 PMCs killed 4 drones shot down 1 helicopter lost 1 tiltrotor craft lostUSA 1 killed, 3 injured (2017) Belarus 2 killed (2013)","Flag of Jihad.svg Al-Qaeda AQMI Flag asymmetric.svg AQAP: Thousands killed, Arrested, captured, or surrendered | Thousands killed, Arrested, captured, or surrendered ---- unknown",https://en.wikipedia.org/wiki/Al-Qaeda_insurgency_in_Yemen,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_1781189,Eritrean–Ethiopian War,1998,the Eritrean–Ethiopian border conflict,Scarecrow Press,The Globe Pequot Publishing Group,https://en.wikipedia.org/wiki/The_Globe_Pequot_Publishing_Group,side_b,Ethiopia,disputed,,Isaias Afewerki | Sebhat Ephrem | Ogbe Abraha,Eritrean–Ethiopian border,"Ethiopia 300,000–350,000","Eritrea 200,000– 300,000","34,000–60,000 killed (Ethiopian claim) 123,000 killed (Ethiopian clandestine opposition claim) 150,000 killed (other estimates)","19,000 killed (Eritrean claim) 67,000 killed (Ethiopian claim) 20,000–50,000 or 150,000 killed (other estimates) | 70,000–100,000 killed on both sides (ICG estimate) 300,000 killed on both sides (other estimates)",https://en.wikipedia.org/wiki/Eritrean%E2%80%93Ethiopian_War,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_22738,Operation Enduring Freedom,2001,the war on terror and War in Afghanistan,#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,Islamic Republic of Afghanistan In Afghanistan: Taliban al-Qaeda Philippines In the Philippines: Flag of Jihad.svg Abu Sayyaf (from 2001) Flag of Jihad.svg Jemaah Islamiyah (until 2024) Flag of the Moro Islamic Liberation Front.svg Moro Islamic Liberation Front (until 2012)MNLF flag.svg Misuari faction. Somalia In Somalia: ShababFlag.svg Al-Shabaab (from 2006) Flag of Jihad.svg Hizbul Islam (until 2014) In Sahara: AQMI Flag.svg Al-Qaeda Organization in the Islamic Maghreb AQMI Flag.svg Jama'at Nasr al-Islam wal-Muslimin,unknown,,George W Bush | Barack Obama | Tommy Franks | John Abizaid | William J. Fallon | Martin Dempsey | Graham Stirrup | David Petraeus,"Afghanistan, Philippines, Somalia, Georgia, Kyrgyzstan, Sahara Desert",,,"Afghanistan In Afghanistan: 72,000+ killed Philippines In the Philippines: 328+ Somalia In Somalia: 260 to 365 killed","Flag of Afghanistan (2013–2021).svg 66,000+ killed Flag of the International Security Assistance Force.svg 12,000+ killed United States 2,380 killed by January 2016 United Kingdom 456 killed France 301 killed Canada 158 killed Germany 54 killed Italy 53 killed Denmark 43 killed Australia 41 killed Poland 40 killed Spain 34 killed Georgia 32 killed Others 200+ killed",https://en.wikipedia.org/wiki/Operation_Enduring_Freedom,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_4512092,Taliban insurgency,2001,"the War in Afghanistan (2001–2021), the Afghan conflict, and the war on terror",RS,Resolute Support Mission,https://en.wikipedia.org/wiki/Resolute_Support_Mission,side_a,Afghanistan Islamic State of Afghanistan (2001–2002) Flag of Afghanistan (2002–2004).svg Afghan Transitional Authority (2002–2004) Afghanistan Islamic Republic of Afghanistan (2004–2021) Afghan National Security Forces Albania Armenia (IPAP) Australia (GP) Luxembourg Slovenia New Zealand Allied militias Flag of Jihad.svg High Council of the Islamic Emirate of Afghanistan (allegedly since 2015) Flag of Jamiat-e Islami.svg Jamiat-e Islami Afghanistan Junbish-i-Milli flag of Hezbe Wahdat.svg Hezbe Wahdat,unknown,,Hibatullah Akhundzada | Sirajuddin Haqqani | Mohammad Yaqoob | Jalaluddin Haqqani | # | Gulbuddin Hekmatyar | Ayman al-Zawahiri | Abdul Ghani Baradar | Mansoor Dadullah | Haji Najibullah | Mullah Omar | Akhtar Mansoor | Obaidullah Akhund | Mohammad Fazl | Abdul Qayyum Zakir | Dadullah Akhund | Osama bin Laden,Islamic Republic of Afghanistan,"Islamic Republic of Afghanistan Afghan National Security Forces: 352,000 Flag of the Resolute Support Mission.svg RSM: 13,000+ Flag of Jihad.svg High Council of the Islamic Emirate of Afghanistan: 3,000–3,500 Flag of the International Security Assistance Force.svg ISAF: 18,000+ Military Contractors: 20,000+","Taliban: 60,000 (tentative estimate) Haqqani network: 4,000–15,000 Flag of Hezbi Islami Gulbuddin.svg HIG: 1,500–2,000+ Al-Qaeda al-Qaeda: 100–800 ---- Flag of Jihad.svg Fidai Mahaz: 8,000","Afghan Security Forces: Dead: 65,596+ killed Wounded: 16,500+ Coalition: Dead: 3,486 (all causes) 2,807 (hostile causes) (United States:&nbsp;2,356, United Kingdom:&nbsp;454, Canada:&nbsp;158, France:&nbsp;88, Germany:&nbsp;57, Italy:&nbsp;53, Others:&nbsp;321) Wounded: 22,773 (United States:&nbsp;19,950, United Kingdom:&nbsp;2,188, Canada:&nbsp;635) Contractors: Dead: 3,937+ (United States: 1,822, Others: 2,115) Wounded: 15,000+ Total killed: 73,020+","Taliban: Dead: 52,893+ killed (estimate, no official data).",https://en.wikipedia.org/wiki/Taliban_insurgency,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_4512092,Taliban insurgency,2001,"the War in Afghanistan (2001–2021), the Afghan conflict, and the war on terror",#,Manner of death,https://en.wikipedia.org/wiki/Manner_of_death,side_b,Taliban&nbsp;Haqqani network (from 2002) Al-Qaeda&nbsp;Flag of AQIS.svg Al-Qaeda in the Indian Subcontinent Jamaat Ansarullah flag.svg Jamaat Ansarullah,unknown,,Ashraf Ghani | Abdullah Abdullah | Abdul Rashid Dostum | Mohammad Mohaqiq | Atta Muhammad Nur | Bismillah Khan Mohammadi | Sher Mohammad Karimi | Abdul Manan Niazi | Tommy Franks | Dan K. McNeill | David Barno | Karl Eikenberry | David D. McKiernan | Stanley A. McChrystal | David Petraeus | John R. Allen | Egon Ramms | Guy Laroche | RS | Xavier Bettel | Borut Pahor | Jacinda Ardern | Bill English | John Key | Kyriakos Mitsotakis | Alexis Tsipras | Alexander Van der Bellen | Heinz Fischer | Volodymyr Zelensky | Petro Poroshenko | Göran Persson | Fredrik Reinfeldt | Stefan Löfven | Milo Đukanović | Filip Vujanović | Egils Levits | Raimonds Vējonis | Kersti Kaljulaid | Toomas Hendrik Ilves | Stevo Pendarovski | Gjorge Ivanov | Gitanas Nausėda | Dalia Grybauskaitė | Zuzana Čaputová | Andrej Kiska | Robert Fico | Peter Pellegrini | Igor Matovič | Eduard Heger | Erna Solberg | Sauli Niinistö | Pedro Sánchez | Mariano Rajoy | Sifet Podžić | Marina Pendeš | Sophie Wilmès | Charles Michel | János Áder | Viktor Orbán | Ilir Meta | Bujar Nishani | Zoran Milanović | Kolinda Grabar-Kitarović | Ilham Aliyev | Nikol Pashinyan | Karen Karapetyan | Hovik Abrahamyan | Mette Frederiksen | Lars Løkke Rasmussen | Rumen Radev | Rosen Plevneliev | Mark Rutte | Marcelo Rebelo de Sousa | Aníbal Cavaco Silva | Scott Morrison | Malcolm Turnbull | Khaltmaagiin Battulga | Tsakhiagiin Elbegdorj | Miloš Zeman | Andrzej Duda | Recep Tayyip Erdoğan | Klaus Iohannis | Salome Zourabichvili | Giorgi Margvelashvili | Giuseppe Conte | Paolo Gentiloni | Matteo Renzi | Angela Merkel | Joe Biden | Donald Trump | Barack Obama | Boris Johnson | Theresa May | David Cameron | John F. Campbell,Islamic Republic of Afghanistan,"Taliban: 60,000 (tentative estimate) Haqqani network: 4,000–15,000 Flag of Hezbi Islami Gulbuddin.svg HIG: 1,500–2,000+ Al-Qaeda al-Qaeda: 100–800 ---- Flag of Jihad.svg Fidai Mahaz: 8,000","Islamic Republic of Afghanistan Afghan National Security Forces: 352,000 Flag of the Resolute Support Mission.svg RSM: 13,000+ Flag of Jihad.svg High Council of the Islamic Emirate of Afghanistan: 3,000–3,500 Flag of the International Security Assistance Force.svg ISAF: 18,000+ Military Contractors: 20,000+","Taliban: Dead: 52,893+ killed (estimate, no official data).","Afghan Security Forces: Dead: 65,596+ killed Wounded: 16,500+ Coalition: Dead: 3,486 (all causes) 2,807 (hostile causes) (United States:&nbsp;2,356, United Kingdom:&nbsp;454, Canada:&nbsp;158, France:&nbsp;88, Germany:&nbsp;57, Italy:&nbsp;53, Others:&nbsp;321) Wounded: 22,773 (United States:&nbsp;19,950, United Kingdom:&nbsp;2,188, Canada:&nbsp;635) Contractors: Dead: 3,937+ (United States: 1,822, Others: 2,115) Wounded: 15,000+ Total killed: 73,020+",https://en.wikipedia.org/wiki/Taliban_insurgency,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_14462948,Battle of Yeonpyeong (2002),2002,the Korean conflict,WIA,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_a,South Korea South Korea South Korea,indecisive,,Kim Yeong-sik,"Northern Limit Line, Yellow Sea",2 corvettes * 4 patrol boats,2 patrol boats,1 patrol boat sunk 6 men killed 18 wounded,1 patrol boat severely damaged 13 men killed 25 wounded,https://en.wikipedia.org/wiki/Battle_of_Yeonpyeong_%282002%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_12336420,Insurgency in Khyber Pakhtunkhwa,2004,the war on terror and the spillover of the War in Afghanistan (2001–2021),Hafiz Gul Bahadur,Hafiz Gul Bahadur Group,https://en.wikipedia.org/wiki/Hafiz_Gul_Bahadur_Group,side_b,Flag of Jihad.svg Jihadist groupsIslamic State Pro-Islamic State groups,unknown,,Pervez Musharraf | Asif Ali Zardari | Benazir Bhutto | Mamnoon Hussain | Arif Alvi | Sanaullah Niazi | Yusuf Raza Gilani | Raja Pervaiz Ashraf | Nawaz Sharif | Shahid Khaqan Abbasi | Lt. General Mushtaq Ahmed Baig | Mustafa Kamal Barki | Faisal Alavi | Chaudhry Aslam Khan | Haroon Bilour | Bashir Ahmad Bilour | Inspector General Safwat Ghayur | Imran Khan | Shehbaz Sharif | Ashfaq Pervez Kayani | Raheel Sharif | Qamar Javed Bajwa | Asim Munir | Kaleem Saadat | Tanvir Ahmed | Rao Qamar Suleman | Tahir Rafique Butt | Sohail Aman | Zaheer Ahmad Babar | Afzal Tahir | Noman Bashir | Asif Sandila | Muhammad Zakaullah | Zafar Mahmood Abbasi | George W. Bush | Barack Obama | Donald Trump | Donald Rumsfeld | Robert Gates | Leon Panetta | Chuck Hagel | Ash Carter | Jim Mattis,"Khyber Pakhtunkhwa, Pakistan","~25,000 TTP militia (est. 2014) ~2,000 Lashkar-e-Islam militia (est. 2013) ~1,000 TNSM militia (est. 2012) 300–3,000 al-Qaeda militants (est. 2014) ---- Jundallah: 12,000–20,000 (disputed) IMU: 500–1,000","Pakistan 200,000 Pakistani troops (est. 2010–2017) Unknown no. of air squadrons of Pakistan Air Force fighter jets, including JF-17, J-10c, and F-16 jets ~20,000–40,000 Frontier Corpsmen ---- United States (Until 2018): UAV drones CIA operatives U.S. Special Operations Forces","37,391 militants killed (SATP; by January 2026) 32,838 killed (Costs of War Project; by August 2021)","Pakistan: 10,429 soldiers, paramilitary troops, and policemen killed (SATP; by January 2026) 9,431 killed soldiers and LEAs and 14,583 wounded (Costs of War Project; by August 2021) ---- United States: 15 soldiers killed (2010) | Total killed: 48,863 including 10,118 civilians (SATP; by February 2025) 66,650 including 24,099 civilians (Costs of War Project; by August 2021) 45,249 all over Pakistan (UCDP; 1989–2025) ---- Over 3.44 million civilians displaced (2009) Over 6 million civilians displaced (2003–2019)",https://en.wikipedia.org/wiki/Insurgency_in_Khyber_Pakhtunkhwa,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_3205565,Battle of Abu Ghraib,2005,the Iraqi insurgency,NBC News,NBC News,https://en.wikipedia.org/wiki/NBC_News,side_b,Iraqi insurgents: Flag of al-Qaeda in Iraq.svg Al Qaeda in Iraq,unknown,,,"Abu Ghraib, Iraq",,,70 killed (US estimate),44+ wounded,https://en.wikipedia.org/wiki/Battle_of_Abu_Ghraib,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_21988406,Siege of Musa Qala,2006,the War in Afghanistan (2001–2021) and the Helmand province campaign,Battle group:,Battle group,,side_a,United Kingdom Denmark Afghanistan Islamic Republic of Afghanistan Canada United States,unknown,,Asia Times Online,"Helmand Province, Afghanistan",Garrison: 25–170 (ISAF) 70-80 (ANP) Relief forces: Up to 500,,United Kingdom 7 killed Denmark 7 wounded,Roughly 200 confirmed killed,https://en.wikipedia.org/wiki/Siege_of_Musa_Qala,validated_commander_source=raw_segment;identity_resolution_method=cleaned_segment_text,medium
battle_21988406,Siege of Musa Qala,2006,the War in Afghanistan (2001–2021) and the Helmand province campaign,Asia Times Online,Asia Times Online,https://en.wikipedia.org/wiki/Asia_Times,side_b,Taliban,unknown,,Battle group: | United Kingdom Brig. Ed Butler | Garrison: | United Kingdom Maj. Nick Wight-Boycott | Denmark Maj. Lars Ulslev Johannesen | United Kingdom Maj. Adam Jowett,"Helmand Province, Afghanistan",,Garrison: 25–170 (ISAF) 70-80 (ANP) Relief forces: Up to 500,Roughly 200 confirmed killed,United Kingdom 7 killed Denmark 7 wounded,https://en.wikipedia.org/wiki/Siege_of_Musa_Qala,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_36962249,2008 India–Pakistan standoff,2008,Indo-Pakistani wars and conflicts,Minister of External Affairs,Ministry of foreign affairs,https://en.wikipedia.org/wiki/Ministry_of_foreign_affairs,side_a,India India IND IND IND,unknown,,Yusuf Raza Gilani | Prime Minister of Pakistan | Asif Ali Zardari | President of Pakistan | Ahmad Mukhtar | Defence Minister of Pakistan | Tariq Majid | Ashfaq Kayani | ACM | Tanvir Ahmad | Chief of Air Staff | Noman Bashir | Chief of Naval Staff | Asaf Humayun | Commandant Marines,Indo-Pakistan border,,,,,https://en.wikipedia.org/wiki/2008_India%E2%80%93Pakistan_standoff,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_18780574,Battle of Tskhinvali,2008,Russo-Georgian War,WIA,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_b,Russia Russia South Ossetia,unknown,,Mikheil Saakashvili | Davit Kezerashvili | Mamuka Kurashvili | Vano Merabishvili | Zaza Gogava,"Tskhinvali, Georgia","Russia 496 from Russian battalion, 488 from North Ossetia serving as peacekeepers.Volume III 2009 Up to 10,000 troops arrived from Russia as reinforcements South Ossetia Up to 3,500 troops.Volume III 2009","Georgia 10,000–11,000 servicemen in entire South OssetiaVolume II 2009",Russia Russia Fewer than total war casualties Killed: 67 Wounded: 283 MIA: 3 South Ossetia South Ossetia Fewer than total war casualties Ministry of Defence: Killed: 27Tanks 2010 Wounded: 69 Ministry of Internal Affairs: Killed: 10Tanks 2010 Ossetian reserves: Killed: 50Tanks 2010,Georgia Georgia Fewer than total war casualties Georgian Armed Forces: Killed: 169 Wounded: 947 MIA: 1 Ministry of Internal Affairs: Killed: 11 Wounded: 227 MIA: 3,https://en.wikipedia.org/wiki/Battle_of_Tskhinvali,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_20855562,Gaza War (2008–2009),2008,the Gaza–Israel conflict,Minister of Defense,Ministry of Defense,https://en.wikipedia.org/wiki/Ministry_of_Defense_%28Israel%29,side_a,Israel Israel Israel Israel Defense Forces Israel Security Agency,unknown,,Khaled Mashal | Ismail Haniyeh | Mohammed Deif | Ahmed Jabari | Osama Mazini | Nizar Rayan | Mahmoud al-Zahar | Ramadan Shallah | Jamil Mezher,Gaza Strip and Southern Israel,"IDF: 4,000–20,000 deployed in ground invasion and tens of thousands of reservists mobilized (176,000 total active personnel)","Hamas (Al-Qassam Brigades and paramilitary police): 20,000 (est. total) Other Palestinian paramilitary forces: 10,000",Total killed: 13 Soldiers: 10 (friendly fire: 4) Civilians: 3 Total wounded: 518 Soldiers: 336 Civilians: 182,"Total killed: Per PCHR: 1,417 (17% combatants)PCHR 2009 Per Al Mezan: 1,409 (17% combatants) Per B'Tselem:B'Tselem 1,391 (25% combatants) Per IDF: 1,166 (61% combatants)Lappin 2009 Per GHM: 1,440 Total wounded: 5,303 (per PCHR)PCHR 2009 Total captured: 120 (per IDF) | One Egyptian border guard officer killed and three wounded, and two children wounded. Over 50,800 Gaza residents displaced. Over 4,000 homes destroyed; around $2bn worth of damage to Gaza",https://en.wikipedia.org/wiki/Gaza_War_%282008%E2%80%932009%29,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_22364050,April 2009 raid off Somalia,2009,"Piracy in Somalia, Operation Atalanta",Newsweek,Newsweek,https://en.wikipedia.org/wiki/Newsweek,side_a,France Germany,unknown,,,20 mi km off Somalia,France: 3 frigates 70 marine commandos 1 C-130 Hercules Germany: 1 frigate,1 yacht 5 pirates,,1 yacht captured 2 killed 3 captured | 1 civilian killed,https://en.wikipedia.org/wiki/April_2009_raid_off_Somalia,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_22764735,Battle of Am Dam,2009,the Chadian Civil War (2005–2010),P.M. News,P.M. News,https://en.wikipedia.org/wiki/P.M._News,side_b,Chad Chad,unknown,,Timan Erdimi | Hamouda Beki,"Am Dam, Chad",,,22 killed 112 captured,226 killed 67 captured,https://en.wikipedia.org/wiki/Battle_of_Am_Dam,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_27868253,Boko Haram insurgency,2009,"the Religious violence in Nigeria, the War against the Islamic State, the War in the Sahel, and the war on terror",Daily Trust,Media Trust,https://en.wikipedia.org/wiki/Media_Trust,side_b,Islamic Stateal-Qaeda Supported by: al-ShabaabICG 2014 al-Qaeda in the Islamic MaghrebICG 2014,unknown,,Bola Tinubu | Muhammadu Buhari | Goodluck Jonathan | Umaru Yar'Adua | Olufemi Oluyede | Christopher Musa | Lucky Irabor | Abayomi Olonisakin | Alex Badeh | Nuhu Ribadu | Babagana Monguno | Sambo Dasuki | Owoye Andrew Azazi | Sunday Aneke | Hasan Abubakar | Isiaka Oladayo Amao | Sadique Abubakar | Waidi Shaibu | Taoreed Lagbaja | Faruk Yahaya | Ibrahim Attahiru | Tukur Buratai | Kenneth Minimah | Azubuike Ihejirika | Abdulrahman Dambazau | Abdourahamane Tchiani | Mohamed Bazoum | Mahamadou Issoufou | Mahamat Déby Itno | Idriss Déby | Paul Biya | Mohammed Yusuf | Abubakar Shekau | Bakura Doro | Sadiku | The Punch | Daily Post,Northern Nigeria Northern Cameroon (from 2012) Southeast Niger (from 2014) Western Chad (from 2014),"Fluctuating; thousands to tens of thousands on averageThe number of Boko Haram fighters in 2014 was heavily disputed and varied greatly according to different sources: The U.S. Department of State argued that the group had ""hundreds to a few thousand"" troops, whereas the Cameroonian Ministry of Defense stated that there were 15,000 to 20,000 Boko Haram militants. A Nigerian journalist even suggested that the group had up to 50,000 followers. Analysts Jason Warner and Charlotte Hulme discounted the higher estimates as ""verg[ing] on the ludicrous"".Warner Hulme 2018 By 2015, 4,000 to 10,000 rebels were believed to be active.Warner Hulme 2018 In 2017, ISWAP (the Barnawi faction) was believed to have 5,000 fighters, whereas Shekau's group counted just 1,000 militants.Warner Hulme 2018 In 2018, ISWAP had shrunk to 3,000, while the Shekau faction was still estimated at 1,000. By 2019, ISWAP had grown to 5,000–18,000.","Nigerian Army: 130,000 active frontline personnel; 32,000 active reserve personnel Nigeria Police Force: 371,800 MNJTF: 7,500 (excluding Cameroon and Nigeria)Cameroonian Armed Forces: 20,000 active personnel 300 U.S. advisersMilitias and vigilantes: Unknown, several tens of thousandsICG 2018","Thousands killed, captured, or surrendered",Tens of thousands killed,https://en.wikipedia.org/wiki/Boko_Haram_insurgency,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_22833814,Counterinsurgency in Northern Afghanistan,2009,the War in Afghanistan (2001–2021),WIA,Wounded in action,https://en.wikipedia.org/wiki/Wounded_in_action,side_a,Coalition Germany Germany United States United States France France Islamic Republic of Afghanistan Belgium Belgium Sweden Sweden Norway Norway FinlandBaur 2021 CroatiaBaur 2021,unknown,,Bernama,Northern Afghanistan,"Coalition exceeding 11,220 United States 5,000+ troops Germany 5,000+ troops Sweden 500 troops Norway 400 troops Belgium 400 troops Islamic Republic of Afghanistan 3 brigades,Baur 2021 unknown number of militia and policeBaur 2021","Insurgents up to 4,500 Taliban bulk of the force Flag of Hezbi Islami Gulbuddin.svg 500+ Islamic Movement of Uzbekistan 200+ al-Qaeda up to 50 Various foreign fighters up to 100","Coalition at least 570 Islamic Republic of Afghanistan 50+ KIA, 150+ WIA, several MIA Germany 35 KIA, 262 WIA United States 25 KIA, 105 WIA Norway 5 KIA, 34 WIA Sweden 5 KIA, 30 WIA Others 3 KIA, 10 WIA","Insurgents 3,500+ Taliban 1,935+ KIA, 855+ WIA, 350+ POW Flag of Hezbi Islami Gulbuddin.svg 300+ KIA al-Qaeda 4 KIA Islamic Movement of Uzbekistan 26 KIA Foreign Fighters 30+ KIA | Civilian casualties at least 120 killed or wounded 3 contractors killed",https://en.wikipedia.org/wiki/Counterinsurgency_in_Northern_Afghanistan,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
battle_22937234,Second Battle of Swat,2009,Operation Black Thunderstorm and the Insurgency in Khyber Pakhtunkhwa,Google News,Google News,https://en.wikipedia.org/wiki/Google_News,side_b,Flag of Tehrik-i-Taliban.svg TTP Tnsm-flag.svg TNSM Flag of al-Qaeda.svg Al-Qaeda Flag of Jihad.svg Lashkar-e-Islam,unknown,,ACM | Rao Suleman | Masood Aslam | AM | Hifazat Khan | Ishfaq Nadeem Ahmad | Haroon Aslam,"Swat Valley, Khyber-Pakhtunkhwa Province","2,500 (approx.)","15,000–45,000 Regular Infantry, Frontier Corps and Airborne Forces","2,088 killed","168 killed, 454 wounded | 2 million civilians displaced",https://en.wikipedia.org/wiki/Second_Battle_of_Swat,validated_commander_source=linked_article;identity_resolution_method=linked_article,medium
