analytic_commander_id,commander_name,total_score,score_from_overall_command,score_from_principal_field_command,score_from_subordinate_command,score_from_coalition_command,score_from_siege_engineering,score_from_naval_command,score_from_staff_or_planning,score_from_nominal_or_political,score_from_unclear_role,score_from_wing_or_corps_command,share_unclear_role,share_nominal_or_political,share_direct_field_command,role_weighted_total,role_unweighted_total,mean_role_confidence,dominant_role_class,role_adjustment_factor
acmd_9b0f103651b0,Eurydice II of Macedon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_9b1487cf5b46,Gotfried,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b1513042960,Otani Kikuzo,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225,0.0,1.0,0.0,0.0,0.049,0.1225,0.3,unclear_role,0.4
acmd_9b151a36f2ca,Victor H. Krulak,0.27,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.4444444444444444,0.0,0.5555555555555555,0.1755,0.27,0.5,principal_field_commander,0.6499999999999999
acmd_9b16f5522d34,Peter Gadet,0.05803399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05803399,0.0,1.0,0.0,0.0,0.023213596000000003,0.05803399,0.3,unclear_role,0.4
acmd_9b17aafdd55f,"Robert Davidson, Provost of Aberdeen",0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b1aad6f2d00,Phan Bá Vành,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b1ae4462f43,Durayd ibn al-Simma,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b1af1ebb716,Alexander Khodakovsky,0.9543696,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.6843696,0.12573745014510102,0.0,0.874262549854899,0.5519032800000001,0.9543696,0.525,wing_or_corps_commander,0.5782909262826478
acmd_9b1b83b30e29,Ibrahim Baré Maïnassara,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b1e0d7def96,Cecil Waidyaratne,0.6118800000000001,0.0,0.6118800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5200980000000001,0.6118800000000001,0.65,principal_field_commander,0.85
acmd_9b1fc811ea22,Mikhail Gudkov,0.46188000000000007,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39259800000000006,0.46188000000000007,0.65,principal_field_commander,0.85
acmd_9b2489239243,Frederick Thornton Peters,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,1.0,0.0,0.0,0.25600000000000006,0.6400000000000001,0.35,unclear_role,0.4
acmd_9b26dc0ebfeb,James Kazini,0.1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1725,0.0,1.0,0.0,0.0,0.069,0.1725,0.31666666666666665,unclear_role,0.4000000000000001
acmd_9b2a1315dba9,Spiro Jorgo Koleka,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b2a4c3d99da,İsmet İnönü,2.9094335200000003,0.0,2.5894456000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.31998792,0.0,0.10998289453955282,0.0,0.8900171054604472,2.3290239280000002,2.9094335200000003,0.4916666666666667,principal_field_commander,0.8005076974572012
acmd_9b2b797fe5ce,Antonio Oseguera Cervantes,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b2cefa3db22,Sultanzade,0.46188000000000007,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39259800000000006,0.46188000000000007,0.65,principal_field_commander,0.85
acmd_9b2d28b7e9c4,Chang Qu,0.46188000000000007,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39259800000000006,0.46188000000000007,0.65,principal_field_commander,0.85
acmd_9b2f219cc2b0,Robert McDouall,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_9b2fb28e4d01,Gessius Florus,0.10582992000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10582992000000001,0.0,1.0,0.0,0.0,0.042331968000000005,0.10582992000000001,0.3,unclear_role,0.4
acmd_9b350a86455d,Momai Tamuli Borborua,0.09899484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09899484,0.0,1.0,0.0,0.0,0.039597936,0.09899484,0.3,unclear_role,0.4
acmd_9b3537ca11be,Willem Cornelis Janse van Rensburg,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b3b97b73ba3,Gordana Jankuloska,0.7900000000000001,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.810126582278481,0.0,0.18987341772151894,0.38350000000000006,0.7900000000000001,0.5,unclear_role,0.4854430379746835
acmd_9b41042b2ae4,Kobayashi Torasaburō,0.06260996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06260996,0.0,1.0,0.0,0.0,0.025043984000000005,0.06260996,0.3,unclear_role,0.4
acmd_9b42894ddcf7,Mikhail Skopin-Shuisky,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.255,0.3,0.5333333333333333,principal_field_commander,0.8500000000000001
acmd_9b43bb4595d5,Publius Ventidius,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,1.0,0.0,0.0,0.055999999999999994,0.13999999999999999,0.3,unclear_role,0.4
acmd_9b445da7bd4d,"Johann Adolf II, Duke of Saxe-Weissenfels",1.13249504,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.16680943999999998,0.4,0.1472937488538581,0.0,0.852706251146142,0.7675565360000001,1.13249504,0.45,principal_field_commander,0.677757084039856
acmd_9b456da822b4,Doroteo Vasconcelos,0.2412088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412088,0.0,0.0,1.0,0.13266484,0.2412088,0.55,wing_or_corps_commander,0.55
acmd_9b46a317ac31,Ahmad Shah Durrani,4.1767576,0.0,3.6513256000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.4729320000000001,0.012569558740971704,0.0,0.9874304412590282,3.38473936,4.1767576,0.5558823529411764,principal_field_commander,0.8103748611123615
acmd_9b4849afc891,Hethum I,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b4afb4fda6d,Gregory,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_9b4d9a88845b,Kingdom of Italy Giovanni Jon,0.46188000000000007,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39259800000000006,0.46188000000000007,0.65,principal_field_commander,0.85
acmd_9b4d9f3cfdc3,Mohammad Nabi Mohammadi,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.255,0.3,0.47500000000000003,principal_field_commander,0.8500000000000001
acmd_9b4e6414a52b,Ahmad Al-Sa'oud,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b4ea96e8bda,"Louis Joseph, Duke of Vendôme",5.083871200000001,0.0,4.6313712,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.4,0.010326776177964538,0.0,0.9896732238220354,4.177665520000001,5.0838712,0.5772727272727273,principal_field_commander,0.8217488908845686
acmd_9b4ef8b90853,Naiche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,unclear_role,0.4
acmd_9b523fd78d9b,Sverre of Norway,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.36,1.6,0.65,principal_field_commander,0.85
acmd_9b52b41c7a2c,Kara Timurtaş Pasha,0.3577712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577712,0.0,0.0,1.0,0.19677416000000003,0.3577712,0.55,wing_or_corps_commander,0.55
acmd_9b52f7f45150,Lela Pandak Lam,0.161658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161658,0.0,1.0,0.0,0.0,0.0646632,0.161658,0.3,unclear_role,0.4
acmd_9b5527314bbd,Xu Tingyao,0.30237120000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30237120000000006,0.0,0.0,1.0,0.16630416000000003,0.30237120000000006,0.55,wing_or_corps_commander,0.55
acmd_9b56d2847ffc,Clarence A. Martin,1.7119352,0.0,1.0275656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843696,0.0,0.0,1.0,1.24983404,1.7119352,0.6000000000000001,principal_field_commander,0.730070881187559
acmd_9b599f397973,Aaro Pajari,1.2616580000000002,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.161658,0.0,0.12813139535436702,0.0,0.8718686046456329,0.9996632,1.2616580000000002,0.5625,principal_field_commander,0.7923408720905347
acmd_9b5b9a039ce8,British Empire John Maxwell,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_9b5d366a43e5,Satishkumar Namdeo Ghormade,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b5f80ee0b3c,Alonso de Mujica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,unclear_role,0.4
acmd_9b61e13d95e3,Luis Augusto Turcios Lima,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b66e0f20bbc,Theodore Vatatzes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_9b699d25757d,Antoine-Marie-Benoît Besson,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b6b4fda10ed,Grigory Romodanovsky,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.36,1.6,0.5333333333333333,principal_field_commander,0.85
acmd_9b6bb63beb7c,Jagjivan Ram,0.1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575,0.0,1.0,0.0,0.0,0.063,0.1575,0.3,unclear_role,0.4
acmd_9b70c318513c,Baldur von Schirach,0.45254848000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45254848000000003,0.0,1.0,0.0,0.0,0.18101939200000003,0.45254848000000003,0.35,unclear_role,0.4
acmd_9b7198f859ce,Juan B. Tovar,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b73171fe1bc,János Bottyán,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.255,0.3,0.5333333333333333,principal_field_commander,0.8500000000000001
acmd_9b7489f9a753,Gordon Bremer,2.5957512000000005,0.0,2.5432512000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,0.020225359040573685,0.0,0.9797746409594262,2.18276352,2.5957512,0.5916666666666667,principal_field_commander,0.8408985884317418
acmd_9b76298bbb2c,"John, King of England",2.7798436,0.0,2.1656856,0.0,0.0,0.0,0.0,0.0,0.0,0.214158,0.4,0.07703958596807388,0.0,0.9229604140319262,2.14649596,2.7798436,0.4625,principal_field_commander,0.7721642901061053
acmd_9b762f042a9d,Mahipala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,unclear_role,0.4
acmd_9b7651ae9c99,Flavus,0.46188000000000007,0.0,0.46188000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39259800000000006,0.46188000000000007,0.65,principal_field_commander,0.85
acmd_9b765e6e1f83,William II de La Marck,0.30237120000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30237120000000006,0.0,0.0,1.0,0.16630416000000003,0.30237120000000006,0.55,wing_or_corps_commander,0.55
acmd_9b76bf00ca3c,Adolph II of the Mark,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b7953e249e1,Rudrasimha II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_9b7e54c9b953,Tohir Yoʻldosh,1.1765984,0.0,0.0,0.0,0.26127872,0.0,0.0,0.0,0.0,0.55754848,0.3577712,0.4738647273360222,0.0,0.3040724855651682,0.602688656,1.1765984,0.4,unclear_role,0.5122297089644181
acmd_9b7ed61adabb,José Fernando de Abascal y Sousa,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.475,principal_field_commander,0.85
acmd_9b7ff0d33258,Francisco García-Escámez,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b805371b83c,Nabis of Sparta,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,1.0,0.0,0.0,0.055999999999999994,0.13999999999999999,0.3,unclear_role,0.4
acmd_9b81e0f88dcd,Sidney Marks,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,1.0,0.0,0.0,0.048,0.12,0.35,unclear_role,0.4
acmd_9b81e57d789c,Franciszek Kleeberg,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b82bfeb035d,Brahmadatta,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b87db50df7d,Qianlong Emperor,0.7964698800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7964698800000001,0.0,0.0,0.0,1.0,0.0,0.159293976,0.7964698800000001,0.8,nominal_or_political_leader,0.19999999999999998
acmd_9b8841acb839,Kingdom of Great Britain Thomas Wentworth,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b8bca86ced8,Pope Benedict XII,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9b8ceb688cdb,Khalid al-Azm,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9b9205cc2772,Kudapola Thera,0.09899484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09899484,0.0,1.0,0.0,0.0,0.039597936,0.09899484,0.3,unclear_role,0.4
acmd_9b92b903c150,Sultan Sosnaliyev,0.1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575,0.0,1.0,0.0,0.0,0.063,0.1575,0.3,unclear_role,0.4
acmd_9b9953345fbb,Mohammed Dikko Abubakar,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,1.0,0.0,0.0,0.042,0.105,0.3,unclear_role,0.4
acmd_9b9ef01e0ef6,Detlef von Rumohr,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_9ba0d8f6d337,Mohammad-Hossein Shaker,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9baa7032216c,Daya Ram,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9bab74a0695f,Omurtag of Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_9bab8b0a8347,King Joe,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9baba8b134ad,Hassan Nasrallah,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.0,1.0,0.0,0.0,0.138,0.345,0.3090909090909091,unclear_role,0.4000000000000001
acmd_9babad4a681e,Rostislav Stratimirovich,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_9bad25fa5b4d,Isa Muskiyev,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9bb1471aaa21,Abu Waheeb,0.42,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2857142857142857,0.0,0.7142857142857143,0.303,0.42,0.5499999999999999,principal_field_commander,0.7214285714285714
acmd_9bb8bab88cab,Stotzas,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.475,principal_field_commander,0.8500000000000001
acmd_9bb9299d3cee,Ali of Dulkadir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_9bb9dc701342,James F. Hollingsworth,0.3577712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577712,0.0,0.0,1.0,0.19677416000000003,0.3577712,0.55,wing_or_corps_commander,0.55
acmd_9bbc7d0ca480,Alexios Gidos,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_9bc1175f68be,Frederik Læssøe,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_9bc39533a9aa,Manuel de la Guarda,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9bc7199b158d,Qadam Shah Shahim,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9bc9ec131d5e,Momchil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_9bcb7954b44a,Vasile Lupu,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.255,0.3,0.65,principal_field_commander,0.8500000000000001
acmd_9bcc83b9ee2d,Calixto Duque,0.8922840000000001,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3265984,0.0,0.0,1.0,0.66046188,0.8922840000000001,0.6000000000000001,principal_field_commander,0.7401924499374637
acmd_9bcd0dc9eddf,Kalippos,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9bcd5f920992,Lt. Col. Randy Bigum,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9bcda9b48da9,Pendargast,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9bcdf2db8fbc,Gongalegoda Banda,0.09899484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09899484,0.0,1.0,0.0,0.0,0.039597936,0.09899484,0.3,unclear_role,0.4
acmd_9bcec060b218,Pekka Vesainen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,unclear_role,0.4
acmd_9bd277b5998f,Taimur bin Feisal,0.012374372500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012374372500000001,0.0,1.0,0.0,0.0,0.004949749000000001,0.012374372500000001,0.3,unclear_role,0.4
acmd_9bd4128d8522,Fan Hanjie,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.575,principal_field_commander,0.8500000000000001
acmd_9bd6f09098d6,Sonipat,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_9bd793ae2a9c,Murong Ping,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9bd922ed522d,John Richards,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_9bdaf7746239,Muhammad Abd al-Karim al-Ghamari,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9bde2dd0a68a,Salleh bin Sambas,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_9bde9690e2e6,Duarte Pacheco Pereira,0.89333324,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.09333324,0.0,0.10447751837824819,0.0,0.8955224816217519,0.7173332960000001,0.89333324,0.4166666666666667,principal_field_commander,0.8029851167297883
acmd_9bde9cdbd097,Mirza Hassan Khan,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9bdfec3075a9,Honjō Shigenaga,0.8690376000000002,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5690376000000001,0.0,0.0,1.0,0.5679706800000001,0.8690376000000001,0.6000000000000001,wing_or_corps_commander,0.6535628377874559
acmd_9be1ff3c47e1,Kara Ahmed,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,0.8,0.65,principal_field_commander,0.85
acmd_9be5a151163c,Bishen Singh,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.22000000000000003,0.4,0.55,wing_or_corps_commander,0.55
acmd_9be7618a7c3e,Carl Gustaf Kruse,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9be820ba9753,Heremigar,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9be8c1aa43f5,Rolando Abadilla,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275,0.15,0.65,principal_field_commander,0.8500000000000001
acmd_9bef5c2f84ce,Eldon Bargewell,0.36950400000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36950400000000005,0.0,1.0,0.0,0.0,0.14780160000000003,0.36950400000000005,0.35,unclear_role,0.4
acmd_9bef90820856,Hồ Văn Ngà,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,1.0,0.0,0.0,0.042,0.105,0.3,unclear_role,0.4
acmd_9bf1d9512be8,Erasmo Escala,1.2618800000000001,0.0,1.2618800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0725980000000002,1.2618800000000001,0.65,principal_field_commander,0.8500000000000001
acmd_9bf1ed31e1fa,Édouard Ngirente,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
acmd_9bf21de0f28e,Prince of Brunswick-Wolfenbüttel-Oels,0.5656856,0.0,0.5656856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48083275999999997,0.5656856,0.65,principal_field_commander,0.85
acmd_9bf22ab6ba98,Stephanus Schoeman,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525,0.0,1.0,0.0,0.0,0.021,0.0525,0.3,unclear_role,0.4
