rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags
714,48.62981942410932,qualified,acmd_f4a64b6b84d5,James II of England,https://en.wikipedia.org/wiki/James_II_of_England,early_modern,9,5,0,0,4,3,0.3333333333333333,-0.07836114457422211,29.64860907759883,55.75890678379697,91.8740849194729,59.956076134699856,65.99560761346999,9.99267935578331,32,0.21874999999999997,mixed_profile,
715,48.60261102977061,qualified,acmd_6e0857de9b41,Toghtekin,https://en.wikipedia.org/wiki/Toghtekin,medieval,7,7,0,0,0,4,0.5714285714285714,0.1398719087881314,53.58711566617862,17.08150317227916,88.76281112737921,65.4099560761347,4.978038067349927,22.9502196193265,29,0.0,battle_dominant,
716,48.596876525134206,qualified,acmd_84ea3ca2f453,Max Hoffmann,https://en.wikipedia.org/wiki/Max_Hoffmann,world_wars,6,2,2,0,2,4,0.6666666666666666,0.14213931428081183,53.80673499267935,56.78379697413373,24.45095168374817,18.923865300146414,83.08931185944363,62.04245973645681,3,0.5348837209302325,mixed_profile,higher_level_dependent
717,48.551000488042945,qualified,acmd_30b4f724ca3c,Johan August Sandels,https://en.wikipedia.org/wiki/Johan_August_Sandels,revolutionary_napoleonic,5,4,0,0,1,5,1.0,0.2264927249641728,63.689604685212295,36.51781356759395,36.749633967789165,21.815519765739385,19.03367496339678,93.77745241581259,5,0.08045977011494253,battle_dominant,
718,48.537701317715964,qualified,acmd_74e255a5a7fa,Nicolas Catinat,https://en.wikipedia.org/wiki/Nicolas_Catinat,early_modern,7,5,0,0,2,5,0.7142857142857143,0.09061635888065236,47.80380673499268,42.496339677891655,57.86969253294289,48.79209370424598,37.88433382137628,67.34992679355784,12,0.12280701754385964,battle_dominant,
719,48.508784773060036,qualified,acmd_1c6ca2d9c98c,Ottavio Piccolomini,https://en.wikipedia.org/wiki/Ottavio_Piccolomini,early_modern,8,6,0,0,2,5,0.625,0.10273316993105096,50.14641288433383,42.496339677891655,47.218155197657396,62.59150805270863,37.88433382137628,45.71742313323573,8,0.1044776119402985,battle_dominant,
720,48.4537579306979,qualified,acmd_e83e15ec1f11,Đurađ Branković,https://en.wikipedia.org/wiki/%C4%90ura%C4%91_Brankovi%C4%87,medieval,10,7,0,0,3,6,0.6,-0.13716823347010354,23.64568081991215,55.75890678379697,97.47437774524158,74.30453879941435,53.989751098096626,34.2606149341142,54,0.13043478260869562,battle_dominant,
721,48.33748169838945,qualified,acmd_dd4eeaf6563c,Jalal al-Din Mangburni,https://en.wikipedia.org/wiki/Jalal_al-Din_Mangburni,medieval,9,6,0,1,2,7,0.7777777777777778,-0.11289393497350714,26.42752562225476,62.042459736456806,74.08491947291361,67.56954612005856,61.420204978038065,62.04245973645681,19,0.1724137931034483,mixed_profile,
722,48.214860907759885,qualified,acmd_737a5a8d867c,Fyodor Apraksin,https://en.wikipedia.org/wiki/Fyodor_Apraksin,early_modern,8,5,0,0,3,8,1.0,0.03979231744912988,42.313323572474374,42.496339677891655,54.94143484626647,54.4289897510981,53.989751098096626,93.77745241581259,11,0.17355371900826444,mixed_profile,
723,48.20600902879453,qualified,acmd_803116987d56,Hoàng Cầm,https://en.wikipedia.org/wiki/Ho%C3%A0ng_C%E1%BA%A7m_(general),cold_war,9,5,4,0,0,3,0.3333333333333333,0.1,49.52415812591508,36.51781356759395,52.19619326500732,75.21961932650073,90.04392386530014,9.99267935578331,10,0.39024390243902446,operation_heavy,sparse_higher_level_evidence
