rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,battle_count,known_battle_outcome_count,known_battle_outcome_share,outcome_shrunk_raw,component_outcome,component_depth,component_reliability,conflict_breadth,active_span_years,page_type_profile_class,caution_flags
58,80.93880389429764,very_strong,acmd_1154427f8715,Robert Clive,https://en.wikipedia.org/wiki/Robert_Clive,early_modern,8,6,0.75,0.40909090909090906,95.13212795549374,65.43810848400557,50.0,5,9,battle_dominant,
59,80.93880389429764,very_strong,acmd_59f41bf60d8d,Ōyama Iwao,https://en.wikipedia.org/wiki/%C5%8Cyama_Iwao,long_nineteenth_century,8,6,0.75,0.40909090909090906,95.13212795549374,65.43810848400557,50.0,3,37,battle_dominant,
60,80.93532684283728,very_strong,acmd_b843c9060a65,Robert E. Lee,https://en.wikipedia.org/wiki/Robert_E._Lee,long_nineteenth_century,24,7,0.2916666666666667,0.38472458236854273,92.76773296244785,98.26147426981919,4.728789986091794,3,3,battle_dominant,
61,80.53546592489569,very_strong,acmd_7bd6363d7160,Cardinal-Infante Ferdinand of Austria,https://en.wikipedia.org/wiki/Cardinal-Infante_Ferdinand_of_Austria,early_modern,7,6,0.8571428571428571,0.4090909090909091,96.105702364395,54.7287899860918,61.265646731571636,5,6,battle_dominant,
62,80.53546592489569,very_strong,acmd_f139eafb6ef9,Qutb ud-Din Aibak,https://en.wikipedia.org/wiki/Qutb_ud-Din_Aibak,medieval,7,6,0.8571428571428571,0.4090909090909091,96.105702364395,54.7287899860918,61.265646731571636,4,15,battle_dominant,
63,80.33727399165507,very_strong,acmd_af5d21204038,Paul von Lettow-Vorbeck,https://en.wikipedia.org/wiki/Paul_von_Lettow-Vorbeck,world_wars,12,10,0.8333333333333334,0.28755528608123837,76.0778859527121,86.4394993045897,87.20445062586927,6,4,battle_dominant,
64,80.10431154381085,very_strong,acmd_ec7b14bd3bc1,Émile Fayolle,https://en.wikipedia.org/wiki/%C3%89mile_Fayolle,world_wars,9,7,0.7777777777777778,0.36753194523120647,88.45618915159945,73.36578581363004,57.92767732962448,5,2,battle_dominant,
65,80.07649513212795,very_strong,acmd_31e8258ee555,Hubert Gough,https://en.wikipedia.org/wiki/Hubert_Gough,world_wars,19,13,0.6842105263157895,0.31311659944602477,78.58136300417246,96.24478442280946,59.109874826147426,10,16,battle_dominant,
66,80.0,very_strong,acmd_ca962c912141,Allen H. Turnage,https://en.wikipedia.org/wiki/Allen_H._Turnage,world_wars,6,6,1.0,0.4090909090909091,96.105702364395,38.73435326842837,84.35326842837274,3,1,battle_dominant,
67,79.95132127955493,strong,acmd_c73b7005842f,Al-Qa'qa' ibn Amr al-Tamimi,https://en.wikipedia.org/wiki/Al-Qa%27qa%27_ibn_Amr_al-Tamimi,medieval,7,6,0.8571428571428571,0.40909090909090906,95.13212795549374,54.7287899860918,61.265646731571636,5,5,battle_dominant,
68,79.95132127955493,strong,acmd_da0c826dffb0,Publius Cornelius Scipio,https://en.wikipedia.org/wiki/Scipio_Africanus,ancient,7,6,0.8571428571428571,0.40909090909090906,95.13212795549374,54.7287899860918,61.265646731571636,1,417,battle_dominant,
69,79.73226703755215,strong,acmd_b535bf3c1a8f,Charles X Gustav,https://en.wikipedia.org/wiki/Charles_X_Gustav,early_modern,12,12,1.0,0.27708411828369567,72.04450625869264,86.4394993045897,99.30458970792768,7,11,battle_dominant,
70,79.61404728789987,strong,acmd_89da43c8379a,Jeremi Wiśniowiecki,https://en.wikipedia.org/wiki/Jeremi_Wi%C5%9Bniowiecki,early_modern,9,6,0.6666666666666666,0.409090909090909,94.29763560500696,73.36578581363004,31.29346314325452,6,14,battle_dominant,
71,79.4471488178025,strong,acmd_0af142e28fe0,Harry Chauvel,https://en.wikipedia.org/wiki/Harry_Chauvel,world_wars,17,11,0.6470588235294118,0.3175783687323882,78.85952712100139,94.22809457579973,57.16272600834492,2,2,battle_dominant,
72,79.41933240611961,strong,acmd_429b31f5c5fd,Philip the Good,https://en.wikipedia.org/wiki/Philip_the_Good,medieval,7,7,1.0,0.3467854998299489,86.92628650904032,54.7287899860918,90.54242002781642,4,39,battle_dominant,
73,79.41585535465924,strong,acmd_9f3412ad9a2b,Antonio Duvergé,https://en.wikipedia.org/wiki/Antonio_Duverg%C3%A9,long_nineteenth_century,6,6,1.0,0.40909090909090906,95.13212795549374,38.73435326842837,84.35326842837274,1,5,battle_dominant,
74,79.41585535465924,strong,acmd_de73e1aca036,Jerzy Sebastian Lubomirski,https://en.wikipedia.org/wiki/Jerzy_Sebastian_Lubomirski,early_modern,6,6,1.0,0.40909090909090906,95.13212795549374,38.73435326842837,84.35326842837274,4,4,battle_dominant,
75,79.41585535465924,strong,acmd_71c8d9f3049e,Juan Yagüe,https://en.wikipedia.org/wiki/Juan_Yag%C3%BCe,world_wars,6,6,1.0,0.40909090909090906,95.13212795549374,38.73435326842837,84.35326842837274,2,2,battle_dominant,
76,79.35326842837274,strong,acmd_679a34ae0dfb,Ubadah ibn al-Samit,https://en.wikipedia.org/wiki/Ubadah_ibn_al-Samit,medieval,9,7,0.7777777777777778,0.352140993312864,87.20445062586927,73.36578581363004,57.92767732962448,3,16,battle_dominant,
77,79.15507649513214,strong,acmd_5b190fd5c0b0,Joseph Souham,https://en.wikipedia.org/wiki/Joseph_Souham,revolutionary_napoleonic,8,7,0.875,0.3638039099527386,88.17802503477051,65.43810848400557,65.92489568845619,6,19,battle_dominant,
78,78.71696801112655,strong,acmd_d689b62984e1,Tokugawa Ieyasu,https://en.wikipedia.org/wiki/Tokugawa_Ieyasu,early_modern,13,11,0.8461538461538461,0.28104643410971597,72.32267037552155,88.5952712100139,87.83031988873435,7,57,battle_dominant,
79,78.65090403337969,strong,acmd_4aa5d3050d5a,Stanisław Koniecpolski,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Koniecpolski,early_modern,11,7,0.6363636363636364,0.35967131880566866,87.48261474269819,83.24061196105703,35.67454798331015,7,24,battle_dominant,
80,78.5500695410292,strong,acmd_83dec2151eaf,Basil II,https://en.wikipedia.org/wiki/Basil_II,medieval,8,8,1.0,0.3254808635498645,79.97218358831711,65.43810848400557,94.71488178025035,4,36,battle_dominant,
81,78.4874826147427,strong,acmd_70a7600b9014,Joan of Arc,https://en.wikipedia.org/wiki/Joan_of_Arc,medieval,8,7,0.875,0.34917448246659055,87.0653685674548,65.43810848400557,65.92489568845619,3,2,battle_dominant,
82,78.2162726008345,strong,acmd_9f7dff80cfa8,Aurangzeb,https://en.wikipedia.org/wiki/Aurangzeb,early_modern,8,8,1.0,0.3206538553687359,79.41585535465924,65.43810848400557,94.71488178025035,8,47,battle_dominant,
83,77.56606397774688,strong,acmd_8859ec6c1865,Babur,https://en.wikipedia.org/wiki/Babur,early_modern,11,7,0.6363636363636364,0.33472395714657727,85.67454798331016,83.24061196105703,35.67454798331015,7,35,battle_dominant,
84,77.3817802503477,strong,acmd_6e754d4d021f,Richmond K. Turner,https://en.wikipedia.org/wiki/Richmond_K._Turner,world_wars,8,8,1.0,0.30887967801427096,78.0250347705146,65.43810848400557,94.71488178025035,5,3,battle_dominant,
85,77.02712100139081,strong,acmd_38a594d34cab,"Édouard Mortier, Duke of Treviso",https://en.wikipedia.org/wiki/%C3%89douard_Mortier%2C_Duke_of_Treviso,revolutionary_napoleonic,17,14,0.8235294117647058,0.24182651023334797,68.70653685674549,94.22809457579973,81.64116828929068,11,15,battle_dominant,
86,76.64464534075104,strong,acmd_d7b7bb3c084e,Genghis Khan,https://en.wikipedia.org/wiki/Genghis_Khan,medieval,12,12,1.0,0.2316450861262696,66.89847009735745,86.4394993045897,99.30458970792768,7,603,battle_dominant,
87,76.557719054242,strong,acmd_542b4086f360,Mustafa Kemal Atatürk,https://en.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk,world_wars,21,19,0.9047619047619048,0.21944841044796257,63.97774687065368,96.94019471488178,92.90681502086231,13,11,battle_dominant,
88,76.48122392211403,strong,acmd_ed754e5e4fb9,P. G. T. Beauregard,https://en.wikipedia.org/wiki/P._G._T._Beauregard,long_nineteenth_century,18,6,0.3333333333333333,0.3457780418636981,86.50904033379693,95.54937413073714,4.58970792767733,3,3,battle_dominant,
89,76.31084840055634,strong,acmd_2fafacf373d3,Charat Singh,https://en.wikipedia.org/wiki/Charat_Singh,early_modern,10,6,0.6,0.3458257432708007,86.6481223922114,79.34631432545201,29.902642559109875,6,13,battle_dominant,
90,75.71279554937412,strong,acmd_88665d708ff0,Bertrand du Guesclin,https://en.wikipedia.org/wiki/Bertrand_du_Guesclin,medieval,8,8,1.0,0.2817817660492808,75.24339360222531,65.43810848400557,94.71488178025035,6,19,battle_dominant,
91,75.51460361613351,strong,acmd_9b4ea96e8bda,"Louis Joseph, Duke of Vendôme",https://en.wikipedia.org/wiki/Louis_Joseph%2C_Duke_of_Vend%C3%B4me,early_modern,9,7,0.7777777777777778,0.33288447120783926,80.80667593880389,73.36578581363004,57.92767732962448,3,13,battle_dominant,
92,74.97566063977747,strong,acmd_3fc5adc30bdc,Sarath Fonseka,https://en.wikipedia.org/wiki/Sarath_Fonseka,contemporary,7,5,0.7142857142857143,0.39756272889888467,93.7413073713491,54.7287899860918,33.65785813630042,3,2,battle_dominant,
93,74.93393602225312,strong,acmd_b9d82739fa24,Nikolay Kamensky,https://en.wikipedia.org/wiki/Nikolay_Kamensky,revolutionary_napoleonic,10,7,0.7,0.32483289368930235,79.69401947148818,79.34631432545201,48.53963838664812,5,11,battle_dominant,
94,74.84005563282335,strong,acmd_dc8ad03ef21e,Michiel de Ruyter,https://en.wikipedia.org/wiki/Michiel_de_Ruyter,early_modern,10,9,0.9,0.24657960411693378,69.4019471488178,79.34631432545201,89.08205841446454,6,24,battle_dominant,
95,74.6105702364395,strong,acmd_9532eb3afefd,Enver Pasha,https://en.wikipedia.org/wiki/Enver_Pasha,world_wars,7,6,0.8571428571428571,0.3377289271115113,86.23087621696801,54.7287899860918,61.265646731571636,5,11,battle_dominant,
96,74.4923504867872,strong,acmd_44036d145325,Georgy Zhukov,https://en.wikipedia.org/wiki/Georgy_Zhukov,world_wars,17,16,0.9411764705882353,0.19830201318609222,60.91794158553546,94.22809457579973,95.8970792767733,11,6,battle_dominant,
97,74.34631432545201,strong,acmd_0a61bdf63c60,Laurent de Gouvion Saint-Cyr,https://en.wikipedia.org/wiki/Laurent_de_Gouvion_Saint-Cyr,revolutionary_napoleonic,17,15,0.8823529411764706,0.20414838876743202,61.61335187760779,94.22809457579973,92.14186369958274,12,19,battle_dominant,
98,74.13769123783031,strong,acmd_692a59891052,Alasdair Mac Colla,https://en.wikipedia.org/wiki/Alasdair_Mac_Colla,early_modern,8,5,0.625,0.37499999999999994,89.08205841446454,65.43810848400557,28.85952712100139,5,3,battle_dominant,
99,74.13769123783031,strong,acmd_73ed44aa1867,Bernard Montgomery,https://en.wikipedia.org/wiki/Bernard_Montgomery,world_wars,8,5,0.625,0.37499999999999994,89.08205841446454,65.43810848400557,28.85952712100139,6,2,battle_dominant,
100,74.13769123783031,strong,acmd_4931ba4c414b,Mikołaj Potocki,https://en.wikipedia.org/wiki/Miko%C5%82aj_Potocki,early_modern,8,5,0.625,0.37499999999999994,89.08205841446454,65.43810848400557,28.85952712100139,6,14,battle_dominant,
101,73.84561891515995,strong,acmd_2bff122dc563,Date Masamune,https://en.wikipedia.org/wiki/Date_Masamune,early_modern,6,5,0.8333333333333334,0.3971034959950233,93.46314325452016,38.73435326842837,53.89429763560501,6,29,battle_dominant,
102,73.83866481223922,strong,acmd_ccc95a8b031b,Oliver Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,early_modern,14,4,0.2857142857142857,0.33333333333333337,85.25730180806676,89.98609179415855,1.2517385257301807,6,8,battle_dominant,
