row_number,wikipedia_title,battle_id,status,blocker_count,blockers,rebuild_mode
129,Battle of Cirta,battle_8449910,ok,0,,wikitext
130,Battle of Gaixia,battle_9134974,ok,0,,wikitext
131,Battle of Insubria,battle_8449915,ok,0,,wikitext
132,Battle of Utica (203 BC),battle_13637368,ok,0,,wikitext
133,Battle of Xiakou,battle_12589501,ok,0,,wikitext
134,Battle of the Great Plains,battle_7987808,ok,0,,wikitext
135,Battle of Wei River,battle_3171882,ok,0,,wikitext
136,Battle of Ye,battle_32027329,ok,0,,wikitext
137,Battles of Kroton,battle_3122638,ok,0,,wikitext
138,Siege of Utica,battle_8450227,ok,0,,wikitext
139,Battle of Anyi,battle_60236241,ok,0,,wikitext
140,Battle of Jingxing,battle_3158074,ok,0,,wikitext
141,Battle of Pengcheng,battle_31224863,ok,0,,wikitext
142,Cretan War (205–200 BC),battle_5687361,ok,0,,wikitext
143,Battle of Carteia,battle_37135902,ok,0,,wikitext
144,Battle of Carteia (naval),battle_37133298,ok,0,,wikitext
145,Battle of Ilipa,battle_2070168,ok,0,,wikitext
146,Battle of Grumentum,battle_3101826,ok,0,,wikitext
147,Battle of Julu,battle_3126625,ok,0,,wikitext
148,Battle of Mantinea (207 BC),battle_3117163,ok,0,,wikitext
149,Battle of White Wolf Mountain,battle_23602094,ok,0,,wikitext
150,Battle of the Metaurus,battle_1006880,ok,0,,wikitext
151,Battle of Baecula,battle_2508549,ok,0,,wikitext
152,Battle of Changban,battle_351533,ok,0,,wikitext
153,Battle of Jiangling (208),battle_17928375,ok,0,,wikitext
154,Battle of Jiangxia,battle_27738394,ok,0,,wikitext
155,Battle of Petelia,battle_57689505,ok,0,,wikitext
156,Battle of Red Cliffs,battle_763392,ok,0,,wikitext
157,Battle of Yiling (208),battle_3383596,ok,0,,wikitext
158,Battle of the Arius,battle_3167881,ok,0,,wikitext
159,Siege of Bactra,battle_34200043,ok,0,,wikitext
160,Battle of Canusium,battle_13755150,ok,0,,wikitext
161,Battle of Mount Labus,battle_65427437,ok,0,,wikitext
162,Battle of New Carthage,battle_15735000,ok,0,,wikitext
163,Battle of Tarentum (209 BC),battle_14921000,ok,0,,wikitext
164,Chen Sheng and Wu Guang uprising,battle_1287206,ok,0,,wikitext
165,First Battle of Lamia,battle_3172448,ok,0,,wikitext
166,Second Battle of Lamia,battle_3175292,ok,0,,wikitext
167,Battle of Herdonia (210 BC),battle_3154852,ok,0,,wikitext
168,Battle of Numistro,battle_3162710,ok,0,,wikitext
169,Battle of Tong Pass,battle_28174303,ok,0,,wikitext
170,Battle of the Upper Baetis,battle_3110207,ok,0,,wikitext
171,Siege of Capua (211 BC),battle_3171634,ok,0,,wikitext
172,Battle of Beneventum (212 BC),battle_15739120,ok,0,,wikitext
173,Battle of Capua (212 BC),battle_3158003,ok,0,,wikitext
174,Battle of Herdonia (212 BC),battle_3151909,ok,0,,wikitext
175,Battle of Tarentum (212 BC),battle_8016197,ok,0,,wikitext
176,Battle of the Silarus,battle_3158056,ok,0,,wikitext
177,Battle of Lucheng,battle_16773930,ok,0,,wikitext
178,Battle of Ruxu (213),battle_35606863,ok,0,,wikitext
179,Siege of Jicheng,battle_16722431,ok,0,,wikitext
180,Siege of Syracuse (213–212 BC),battle_3131557,ok,0,,wikitext
181,Battle of Beneventum (214 BC),battle_9058832,ok,0,,wikitext
182,Battle of Nola (214 BC),battle_3109220,ok,0,,wikitext
183,Battle of Qi Mountains,battle_40139308,ok,0,,wikitext
184,Battle of Xiaoyao Ford,battle_31575989,ok,0,,wikitext
185,First Macedonian War,battle_242352,ok,0,,wikitext
186,Battle of Ba,battle_18152723,ok,0,,wikitext
187,Battle of Decimomannu,battle_5274098,ok,0,,wikitext
188,Battle of Ibera,battle_5475423,ok,0,,wikitext
189,Battle of Nola (215 BC),battle_3109201,ok,0,,wikitext
190,Battle of Yangping,battle_18213024,ok,0,,wikitext
191,Qin campaign against the Xiongnu,battle_35403013,ok,0,,wikitext
192,Battle of Cannae,battle_157814,ok,0,,wikitext
193,Battle of Nola (216 BC),battle_3109154,ok,0,,wikitext
194,Battle of Silva Litana,battle_57836104,ok,0,,wikitext
195,Parthian war of Caracalla,battle_23737255,ok,0,,wikitext
196,Battle of Ager Falernus,battle_8433338,ok,0,,wikitext
197,Battle of Ebro River,battle_5126556,ok,0,,wikitext
198,Battle of Geronium,battle_9046912,ok,0,,wikitext
199,Battle of Lake Trasimene,battle_349626,ok,0,,wikitext
200,Battle of Leontion,battle_55298100,ok,0,,wikitext
201,Battle of Nisibis (217),battle_13125399,ok,0,,wikitext
202,Battle of Raphia,battle_927078,ok,0,,wikitext
203,Battle of Ruxu (217),battle_12598875,ok,0,,wikitext
204,Hanzhong Campaign,battle_31635657,ok,0,,wikitext
205,Roman–Parthian Wars,battle_17273443,ok,0,,wikitext
206,Battle of Antioch (218),battle_2462890,ok,0,,wikitext
207,Battle of Cissa,battle_5126364,ok,0,,wikitext
208,Battle of Lilybaeum,battle_8449905,ok,0,,wikitext
209,Battle of Ticinus,battle_1294942,ok,0,,wikitext
210,Battle of the Rhône Crossing,battle_12962824,ok,0,,wikitext
211,Battle of the Trebia,battle_238811,ok,0,,wikitext
212,Second Punic War,battle_28563,ok,0,,wikitext
213,Battle of Fancheng,battle_2908061,ok,0,,wikitext
214,Battle of Han River,battle_16758705,ok,0,,wikitext
215,Battle of Mount Dingjun,battle_4766651,ok,0,,wikitext
216,Siege of Saguntum,battle_5836293,ok,0,,wikitext
217,Lyttian War,battle_55352287,ok,0,,wikitext
218,Social War (220–217 BC),battle_23497381,ok,0,,wikitext
219,Battle of Xiaoting,battle_255296,ok,0,,wikitext
220,Qin campaign against the Baiyue,battle_25215061,ok,0,,wikitext
221,Battle of Clastidium,battle_3134487,ok,0,,wikitext
222,Battle of Dongkou,battle_35255565,ok,0,,wikitext
223,Battle of Sellasia,battle_2011100,ok,0,,wikitext
224,Battle of Hormozdgan,battle_10380111,ok,0,,wikitext
225,Battle of Faesulae (225 BC),battle_3167375,ok,0,,wikitext
226,Battle of Telamon,battle_2472426,ok,0,,wikitext
227,Zhuge Liang's Southern Campaign,battle_593999,ok,0,,wikitext
228,Battle of Dyme,battle_4876325,ok,0,,wikitext
229,Battle of Mount Lycaeum,battle_27035240,ok,0,,wikitext
230,Xincheng Rebellion,battle_13057967,ok,0,,wikitext
231,Battle of Jieting,battle_475966,ok,0,,wikitext
232,Battle of Shiting,battle_5915229,ok,0,,wikitext
233,Tianshui revolts,battle_12729264,ok,0,,wikitext
234,Zhuge Liang's Northern Expeditions,battle_994822,ok,0,,wikitext
235,Ardashir I's Siege of Hatra,battle_79153116,ok,0,,wikitext
236,Battle of Paxos,battle_43832977,ok,0,,wikitext
237,Battle of the Harpasus,battle_38790589,ok,0,,wikitext
238,Cleomenean War,battle_12833892,ok,0,,wikitext
239,First Mesopotamian campaign of Ardashir I,battle_74084196,ok,0,,wikitext
240,Illyrian Wars,battle_1181524,ok,0,,wikitext
241,Invasions of Epidamnus,battle_42523928,ok,0,,wikitext
242,Siege of Chencang,battle_12697212,ok,0,,wikitext
243,Battle of Phoenice,battle_42514748,ok,0,,wikitext
244,Qin's wars of unification,battle_23565461,ok,0,,wikitext
245,Siege of Issa,battle_42517926,ok,0,,wikitext
246,Ziwu Campaign,battle_69916915,ok,0,,wikitext
247,Battle of Hefei (231),battle_45305445,ok,0,,wikitext
248,Battle of Mount Qi,battle_36831150,ok,0,,wikitext
249,Siege of Medion,battle_42513975,ok,0,,wikitext
250,Sasanian campaign of Severus Alexander,battle_73586873,ok,0,,wikitext
251,Battle of Hefei (233),battle_31575992,ok,0,,wikitext
252,Battle of Hefei (234),battle_31575993,ok,0,,wikitext
253,Battle of Wuzhang Plains,battle_6606251,ok,0,,wikitext
254,Battle at the Harzhorn,battle_25177352,ok,0,,wikitext
255,Gothic wars,battle_3019689,ok,0,,wikitext
256,Second Mesopotamian campaign of Ardashir I,battle_79661948,ok,0,,wikitext
257,Siege of Nisibis (237),battle_39140192,ok,0,,wikitext
258,Battle of Aphrodisium,battle_64471347,ok,0,,wikitext
259,Battle of Carthage (238),battle_3134362,ok,0,,wikitext
260,Battle of Leptis Parva,battle_65007884,ok,0,,wikitext
261,Battle of the Saw,battle_4659200,ok,0,,wikitext
262,Seleucid–Parthian Wars,battle_26630447,ok,0,,wikitext
263,Siege of Aquileia,battle_40167515,ok,0,,wikitext
264,Siege of Tunis (Mercenary War),battle_24515871,ok,0,,wikitext
265,Sima Yi's Liaodong campaign,battle_27655775,ok,0,,wikitext
266,Battle of Ancyra,battle_38800791,ok,0,,wikitext
267,Battle of Utica,battle_3128569,ok,0,,wikitext
268,Battle of the Bagradas River (240 BC),battle_2263165,ok,0,,wikitext
269,Fall of Hatra,battle_60244524,ok,0,,wikitext
270,Jiang Wei's Northern Expeditions,battle_12846835,ok,0,,wikitext
271,Shapur I's first Roman campaign,battle_80201568,ok,0,,wikitext
272,Battle of Fancheng (241),battle_73352718,ok,0,,wikitext
273,Battle of Quebei,battle_45306432,ok,0,,wikitext
274,Battle of the Aegates,battle_468676,ok,0,,wikitext
275,Battle of the Caecus River,battle_37272121,ok,0,,wikitext
276,Mercenary War,battle_869748,ok,0,,wikitext
277,Sasanian campaign of Gordian III,battle_79175712,ok,0,,wikitext
278,Battle of Resaena,battle_3158640,ok,0,,wikitext
279,Battle of Misiche,battle_6023888,ok,0,,wikitext
280,Battle of Xingshi,battle_17213691,ok,0,,wikitext
281,Goguryeo–Wei War,battle_11782884,ok,0,,wikitext
282,Battle of Andros (246 BC),battle_7629163,ok,0,,wikitext
283,Gothic War (248–253),battle_71563472,ok,0,,wikitext
284,Battle of Drepana,battle_468671,ok,0,,wikitext
285,Battle of Phintias,battle_59866139,ok,0,,wikitext
286,Battle of Verona (249),battle_46246853,ok,0,,wikitext
287,Battle of Beroe,battle_46662966,ok,0,,wikitext
288,Battle of Nicopolis ad Istrum,battle_46247103,ok,0,,wikitext
289,Battle of Panormus,battle_3109105,ok,0,,wikitext
290,Siege of Lilybaeum (250–241 BC),battle_36183137,ok,0,,wikitext
291,Siege of Philippopolis (250),battle_3172285,ok,0,,wikitext
292,Battle of Abritus,battle_4975,ok,0,,wikitext
293,Three Rebellions in Shouchun,battle_23341750,ok,0,,wikitext
294,Wang Ling's Rebellion,battle_35030087,ok,0,,wikitext
295,Battle of Barbalissos,battle_6024084,ok,0,,wikitext
296,Siege of Nisibis (252),battle_57087186,ok,0,,wikitext
297,Battle of Dongxing,battle_35048389,ok,0,,wikitext
298,Battle of Hefei (253),battle_31575995,ok,0,,wikitext
299,Battle of Interamna Nahars,battle_50823952,ok,0,,wikitext
300,Siege of Antioch (253),battle_39147951,ok,0,,wikitext
301,Siege of Emesa (253),battle_79138068,ok,0,,wikitext
302,Battle of Thermopylae (254),battle_9978816,ok,0,,wikitext
303,Siege of Thessalonica (254),battle_58021010,ok,0,,wikitext
304,Battle of Didao,battle_17233478,ok,0,,wikitext
305,Battle of the Bagradas River (255 BC),battle_1365560,ok,0,,wikitext
306,Guanqiu Jian and Wen Qin's Rebellion,battle_34966357,ok,0,,wikitext
307,Roman withdrawal from Africa (255 BC),battle_51240628,ok,0,,wikitext
308,Siege of Aspis,battle_20681480,ok,0,,wikitext
309,Battle of Adys,battle_3109037,ok,0,,wikitext
310,Battle of Cape Ecnomus,battle_465846,ok,0,,wikitext
311,Siege of Dura-Europos (256),battle_39831094,ok,0,,wikitext
312,Battle of Tyndaris,battle_1591898,ok,0,,wikitext
313,Zhuge Dan's Rebellion,battle_23567330,ok,0,,wikitext
314,Battle of Sulci,battle_3171807,ok,0,,wikitext
315,Battle of Handan,battle_54519130,ok,0,,wikitext
316,Battle of Mediolanum,battle_8009553,ok,0,,wikitext
317,Battle of Thermae,battle_57795031,ok,0,,wikitext
318,Odaenathus' Sasanian campaigns,battle_78950559,ok,0,,wikitext
319,Battle of Edessa,battle_3034317,ok,0,,wikitext
320,Battle of Mylae,battle_464647,ok,0,,wikitext
321,Battle of the Lipari Islands,battle_464643,ok,0,,wikitext
322,Siege of Caesarea in Cappadocia (260),battle_39765329,ok,0,,wikitext
323,Battle of Cos,battle_3162971,ok,0,,wikitext
324,Kalinga War,battle_1973930,ok,0,,wikitext
325,Battle of Agrigentum,battle_397211,ok,0,,wikitext
326,Battle of Changping,battle_279551,ok,0,,wikitext
327,Battle of Ctesiphon (263),battle_39765969,ok,0,,wikitext
328,Jiao Province Campaign,battle_73058409,ok,0,,wikitext
329,Battle of Messana,battle_20695146,ok,0,,wikitext
330,First Punic War,battle_11427,ok,0,,wikitext
331,Punic Wars,battle_24417,ok,0,,wikitext
332,Siege of Yong'an,battle_73031923,ok,0,,wikitext
333,Zhong Hui's Rebellion,battle_36107523,ok,0,,wikitext
334,Zhao–Xiongnu War,battle_69484067,ok,0,,wikitext
335,Chremonidean War,battle_2150157,ok,0,,wikitext
336,Battle of Lake Benacus,battle_51306,ok,0,,wikitext
337,Battle of Naissus,battle_47928,ok,0,,wikitext
338,Siege of Augustodunum Haeduorum,battle_50844058,ok,0,,wikitext
339,Tufa Shujineng's Rebellion,battle_73075708,ok,0,,wikitext
340,Battle of Fano,battle_3158506,ok,0,,wikitext
341,Battle of Pavia (271),battle_2899174,ok,0,,wikitext
342,Battle of Placentia (271),battle_3122832,ok,0,,wikitext
343,Battle of Argos,battle_63430383,ok,0,,wikitext
344,Battle of Emesa,battle_3161718,ok,0,,wikitext
345,Battle of Immae,battle_3172224,ok,0,,wikitext
346,Battle of Xiling,battle_73025627,ok,0,,wikitext
347,Siege of Sparta,battle_18508525,ok,0,,wikitext
348,Siege of Tyana (272),battle_46662926,ok,0,,wikitext
349,Battle of Châlons (274),battle_3129531,ok,0,,wikitext
350,Battle of the Aous (274 BC),battle_38772872,ok,0,,wikitext
351,Battle of Beneventum (275 BC),battle_1905296,ok,0,,wikitext
352,Battle of the Strait of Messina,battle_34167903,ok,0,,wikitext
353,Battle of Lysimachia,battle_38755479,ok,0,,wikitext
354,Battle of the Cranita hills,battle_34167455,ok,0,,wikitext
355,Siege of Lilybaeum (c. 277 BC),battle_34171338,ok,0,,wikitext
356,Siege of Syracuse (278 BC),battle_44996899,ok,0,,wikitext
357,Battle of Asculum,battle_1226765,ok,0,,wikitext
358,Battle of Thermopylae (279 BC),battle_9978674,ok,0,,wikitext
359,Battle of Heraclea,battle_641254,ok,0,,wikitext
360,Battle of Corupedium,battle_637649,ok,0,,wikitext
361,Pyrrhic War,battle_1393860,ok,0,,wikitext
362,Battle of Populonia,battle_3154809,ok,0,,wikitext
363,Battle of Lake Vadimon (283 BC),battle_3154480,ok,0,,wikitext
364,Carus' Sasanian campaign,battle_79027452,ok,0,,wikitext
365,Battle of Arretium,battle_3153659,ok,0,,wikitext
366,Battle of the Margus,battle_3134173,ok,0,,wikitext
367,Siege of Athens (287 BC),battle_38795086,ok,0,,wikitext
368,Siege of Thebes (292–291 BC),battle_38756204,ok,0,,wikitext
369,Battle of Aquilonia,battle_3166553,ok,0,,wikitext
370,Battle of Yique,battle_6668713,ok,0,,wikitext
371,Battle of Sentinum,battle_1044490,ok,0,,wikitext
372,Battle of Carrhae (296),battle_39765753,ok,0,,wikitext
373,Galerius' Sasanian campaigns,battle_78963602,ok,0,,wikitext
374,Battle of Tifernum,battle_21803081,ok,0,,wikitext
375,Battle of Camerinum,battle_1044500,ok,0,,wikitext
376,Battle of Lingones,battle_3167577,ok,0,,wikitext
377,Battle of Satala (298),battle_28800529,ok,0,,wikitext
378,Battle of Vindonissa,battle_3172263,ok,0,,wikitext
379,Battle of Chuisha,battle_48639431,ok,0,,wikitext
380,Battle of Ipsus,battle_637489,ok,0,,wikitext
381,Battle of Bovianum,battle_3151873,ok,0,,wikitext
382,Seleucid–Mauryan War,battle_30525458,ok,0,,wikitext
383,Siege of Rhodes (305–304 BC),battle_859601,ok,0,,wikitext
384,Battle of Salamis (306 BC),battle_890934,ok,0,,wikitext
385,Battle of Lake Maeotis,battle_55252777,ok,0,,wikitext
386,Battle of the 25 of Abu,battle_62419680,ok,0,,wikitext
387,Siege of Siracena,battle_53590355,ok,0,,wikitext
388,Third siege of Babylon,battle_62588097,ok,0,,wikitext
389,Battle of Lake Vadimo (310 BC),battle_3171805,ok,0,,wikitext
390,Battle of White Tunis,battle_44225556,ok,0,,wikitext
391,Battle of the River Thatis,battle_27825871,ok,0,,wikitext
392,Bosporan Civil War,battle_53590835,ok,0,,wikitext
393,Second siege of Babylon,battle_62529563,ok,0,,wikitext
394,Babylonian War,battle_18704489,ok,0,,wikitext
395,Battle of Myus,battle_77112653,ok,0,,wikitext
396,Battle of Ningping,battle_80158562,ok,0,,wikitext
397,Battle of the Himera River (311 BC),battle_2218963,ok,0,,wikitext
398,Battle of the Tigris,battle_62426598,ok,0,,wikitext
399,First siege of Babylon,battle_62447361,ok,0,,wikitext
400,Siege of Syracuse (311–309 BC),battle_44182365,ok,0,,wikitext
401,Antigonid–Nabataean confrontations,battle_51035921,ok,0,,wikitext
402,Battle of Brescia (312),battle_71659978,ok,0,,wikitext
403,Battle of Gaza (312 BC),battle_1228672,ok,0,,wikitext
404,Battle of Jinyang (312),battle_80609070,ok,0,,wikitext
405,Battle of Turin (312),battle_3106112,ok,0,,wikitext
406,Battle of Verona (312),battle_3169767,ok,0,,wikitext
407,Battle of Xiangguo (312),battle_80581963,ok,0,,wikitext
408,Battle of the Milvian Bridge,battle_49532,ok,0,,wikitext
409,Gepo Campaign,battle_80577117,ok,0,,wikitext
410,Siege of Segusio,battle_71811306,ok,0,,wikitext
411,Battle of Tzirallum,battle_3133993,ok,0,,wikitext
412,Battle of Lautulae,battle_3151840,ok,0,,wikitext
413,Battle of Cibalae,battle_3166672,ok,0,,wikitext
414,Battle of Diancheng,battle_80604213,ok,0,,wikitext
415,Battle of Gabiene,battle_1997312,ok,0,,wikitext
416,Battle of Mardia,battle_3168245,ok,0,,wikitext
417,Battle of Byzantium,battle_60551953,ok,0,,wikitext
418,Battle of Paraitakene,battle_1995392,ok,0,,wikitext
419,Siege of Megalopolis,battle_60625347,ok,0,,wikitext
420,Battle of Cretopolis,battle_60544495,ok,0,,wikitext
421,Battle of Orkynia,battle_60427505,ok,0,,wikitext
422,Goguryeo–Yan Wars,battle_11429068,ok,0,,wikitext
423,Second War of the Diadochi,battle_12137626,ok,0,,wikitext
424,Battle of the Caudine Forks,battle_1368607,ok,0,,wikitext
425,Battle of the Hellespont (321 BC),battle_45159220,ok,0,,wikitext
426,Battle of Amorgos,battle_31007187,ok,0,,wikitext
427,Battle of Crannon,battle_746036,ok,0,,wikitext
428,Battle of Melitaea,battle_34198922,ok,0,,wikitext
429,Battle of the Echinades (322 BC),battle_45339176,ok,0,,wikitext
430,Wars of the Diadochi,battle_637630,ok,0,,wikitext
431,Battle of Plataea (323 BC),battle_34199576,ok,0,,wikitext
432,Battle of Thermopylae (323 BC),battle_34199696,ok,0,,wikitext
433,Lamian War,battle_947807,ok,0,,wikitext
434,Nanda–Mauryan War,battle_30525038,ok,0,,wikitext
435,Siege of Lamia,battle_58178514,ok,0,,wikitext
436,Battle of Adrianople (324),battle_3110360,ok,0,,wikitext
437,Battle of Chrysopolis,battle_2281210,ok,0,,wikitext
438,Battle of the Hellespont,battle_3134118,ok,0,,wikitext
439,Siege of Byzantium (324),battle_68508913,ok,0,,wikitext
440,Battle of Imbrinium,battle_62854196,ok,0,,wikitext
441,Shapur II's Arab campaign,battle_39166590,ok,0,,wikitext
442,Battle of the Hydaspes,battle_720543,ok,0,,wikitext
443,Siege of Mogilev,battle_51509564,ok,0,,wikitext
444,Indian campaign of Alexander the Great,battle_23752873,ok,0,,wikitext
445,Siege of the Sogdian Rock,battle_898313,ok,0,,wikitext
446,Battle of Luoyang (328–329),battle_80154795,ok,0,,wikitext
