rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_sustained_scale,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags,broad_page_contribution_share,battle_siege_page_contribution_share,strict_eligibility,exclude_from_headline_ranking,recommended_action,high_level_cap,high_level_cap_adjustment_factor,score_high_level_capped,rank_high_level_capped,rank_change_vs_hierarchical_trust_v2
594,44.58789128397376,qualified,acmd_ba212b09b6ad,Occhiali,https://en.wikipedia.org/wiki/Occhiali,early_modern,5,4,0,0,1,5,1.0,0.0826902729724195,46.01686972820993,53.42080599812559,54.99843798812871,48.21930646672914,10.028116213683225,47.46954076850984,88.89409559512652,9,0.0804597701149425,battle_dominant,,0.061852,0.938148,eligible_field_commander,False,retain,0.4,1.0,44.58789128397376,571,-23
595,44.58524835988753,qualified,acmd_3b5bf8617a1a,Federico Gravina,https://en.wikipedia.org/wiki/Federico_Gravina,revolutionary_napoleonic,6,4,0,0,2,4,0.6666666666666666,0.1480184756856099,54.45173383317713,40.393626991565135,54.99843798812871,55.95126522961574,15.979381443298967,64.1518275538894,16.869728209934394,12,0.1489361702127659,mixed_profile,,0.217862,0.782138,eligible_field_commander,False,retain,0.4,1.0,44.58524835988753,572,-23
596,44.50772258669166,qualified,acmd_2082d8558a5e,Kuroda Nagamasa,https://en.wikipedia.org/wiki/Kuroda_Nagamasa,early_modern,5,5,0,0,0,5,1.0,0.2446798800299322,67.85379568884724,38.7535145267104,33.34895345204623,45.54826616682287,25.44517338331772,18.181818181818183,88.89409559512652,8,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,44.50772258669166,573,-23
597,44.48266166822868,qualified,acmd_92eb8ef70ed0,Harukichi Hyakutake,https://en.wikipedia.org/wiki/Harukichi_Hyakutake,world_wars,11,9,2,0,0,11,1.0,-0.496880308155638,0.1874414245548266,87.44142455482663,60.09059668853484,8.481724461105905,83.0834114339269,83.0834114339269,88.89409559512652,1,0.1509433962264151,battle_dominant,,0.079462,0.920538,eligible_field_commander,False,retain,0.4,1.0,44.48266166822868,574,-23
598,44.43900656044986,qualified,acmd_f4a6bb7ad198,Stephen Decatur,https://en.wikipedia.org/wiki/Stephen_Decatur,revolutionary_napoleonic,6,3,0,0,3,3,0.5,0.3,75.58575445173383,12.886597938144329,48.54732895970009,52.95220243673852,5.810684161199625,75.72633552014996,13.776944704779757,11,0.2592592592592592,mixed_profile,,0.110117,0.889883,eligible_field_commander,False,retain,0.4,1.0,44.43900656044986,575,-23
599,44.396719775070295,qualified,acmd_e414005c045d,Paul Grenier,https://en.wikipedia.org/wiki/Paul_Grenier,revolutionary_napoleonic,5,5,0,0,0,4,0.8,0.2646093248464231,69.91565135895033,26.42924086223055,39.80006248047485,61.34020618556701,25.44517338331772,18.181818181818183,48.50046860356139,14,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,44.396719775070295,576,-23
600,44.33505154639175,qualified,acmd_08fac78eeb32,François Séverin Marceau,https://en.wikipedia.org/wiki/Fran%C3%A7ois_S%C3%A9verin_Marceau,revolutionary_napoleonic,8,7,0,0,1,4,0.5,0.1721252164643489,57.45079662605436,46.62605435801312,54.99843798812871,8.481724461105905,63.63636363636363,47.46954076850984,6.466729147141519,1,0.0476190476190476,battle_dominant,,0.061335,0.938665,eligible_field_commander,False,retain,0.4,1.0,44.33505154639175,577,-23
601,44.24254920337394,qualified,acmd_cc05fe0d4f18,"Nizam Ali Khan, Asaf Jah II",https://en.wikipedia.org/wiki/Nizam_Ali_Khan%2C_Asaf_Jah_II,revolutionary_napoleonic,6,4,0,0,2,4,0.6666666666666666,-0.0762453397650256,26.991565135895037,40.393626991565135,71.66510465479537,96.67291471415184,15.979381443298967,64.1518275538894,30.2717900656045,41,0.1489361702127659,mixed_profile,,0.058499,0.941501,eligible_field_commander,False,retain,0.4,1.0,44.24254920337394,578,-23
602,44.24078725398313,qualified,acmd_f82474e58fa8,Constantine V,https://en.wikipedia.org/wiki/Constantine_V,medieval,5,5,0,0,0,5,1.0,0.2300442209644669,65.32333645735707,19.587628865979383,23.570759137769446,93.34582942830365,25.44517338331772,18.181818181818183,88.89409559512652,34,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,44.24078725398313,579,-23
603,44.23617619493909,qualified,acmd_1f9499464e2e,Paul von Plehwe,https://en.wikipedia.org/wiki/Paul_von_Plehwe,world_wars,9,8,1,0,0,7,0.7777777777777778,0.0101981619364191,37.019681349578256,57.73195876288659,42.752264917213374,8.481724461105905,73.43017806935333,71.69634489222118,41.00281162136832,1,0.0909090909090909,battle_dominant,,0.149535,0.850465,eligible_field_commander,False,retain,0.4,1.0,44.23617619493909,580,-23
604,44.17244611059044,qualified,acmd_497b09d833aa,Tadeusz Kościuszko,https://en.wikipedia.org/wiki/Tadeusz_Ko%C5%9Bciuszko,revolutionary_napoleonic,8,8,0,0,0,7,0.875,-0.1907450059860353,15.651358950328024,69.91565135895033,50.01562011871291,58.80974695407685,68.50984067478912,18.181818181818183,64.43298969072166,13,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,44.17244611059044,581,-23
605,44.087497656982194,qualified,acmd_ab48ee2ee7fb,Peter Ernst I von Mansfeld-Vorderort,https://en.wikipedia.org/wiki/Peter_Ernst_I_von_Mansfeld-Vorderort,early_modern,5,5,0,0,0,5,1.0,0.0755782386188367,45.0796626054358,51.78069353327085,39.80006248047485,73.33645735707591,25.44517338331772,18.181818181818183,88.89409559512652,19,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,44.087497656982194,582,-23
606,44.04521087160262,qualified,acmd_4683a5b133b1,Shavendra Silva,https://en.wikipedia.org/wiki/Shavendra_Silva,contemporary,6,5,1,0,0,4,0.6666666666666666,0.3770996887996984,87.81630740393626,2.108716026241799,42.752264917213374,8.481724461105905,40.11246485473289,71.69634489222118,33.73945641986879,1,0.1379310344827586,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,44.04521087160262,583,-23
607,44.03023430178068,qualified,acmd_325923f428be,James Wilkinson,https://en.wikipedia.org/wiki/James_Wilkinson,revolutionary_napoleonic,5,4,0,0,1,5,1.0,0.008140596980363,36.73851921274602,34.34864104967198,65.21399562636675,81.30271790065603,10.028116213683225,47.46954076850984,88.89409559512652,23,0.0804597701149425,battle_dominant,,0.044372,0.955628,eligible_field_commander,False,retain,0.4,1.0,44.03023430178068,584,-23
608,44.01437675726336,qualified,acmd_561f94dd5b60,Yi Sun-sin,https://en.wikipedia.org/wiki/Yi_Sun-sin,early_modern,7,7,0,0,0,5,0.7142857142857143,0.206593101956272,62.41799437675727,49.48453608247423,27.553889409559517,39.22211808809747,58.90346766635426,18.181818181818183,32.3805060918463,6,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,44.01437675726336,585,-23
609,43.999400187441424,qualified,acmd_f24c208b6b23,Johann Maria Philipp Frimont,https://en.wikipedia.org/wiki/Johann_Maria_Philipp_Frimont,revolutionary_napoleonic,5,4,0,0,1,3,0.6,0.3,75.58575445173383,7.68509840674789,65.21399562636675,39.22211808809747,10.028116213683225,47.46954076850984,23.523898781630734,6,0.0804597701149425,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.999400187441424,586,-23
610,43.99323336457357,qualified,acmd_72da00506476,Kaloyan of Bulgaria,https://en.wikipedia.org/wiki/Kaloyan_of_Bulgaria,medieval,5,5,0,0,0,5,1.0,0.4,90.81537019681348,24.69540768509841,23.570759137769446,15.510777881911904,25.44517338331772,18.181818181818183,88.89409559512652,2,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.99323336457357,587,-23
611,43.84,qualified,acmd_d2d76819b2bb,Aleksey Kuropatkin,https://en.wikipedia.org/wiki/Aleksey_Kuropatkin,long_nineteenth_century,7,5,0,0,2,6,0.8571428571428571,-0.1028957437514606,23.89878163074039,48.21930646672914,48.54732895970009,84.20805998125586,38.80037488284911,64.1518275538894,57.40393626991565,25,0.1228070175438596,battle_dominant,,0.075808,0.924192,eligible_field_commander,False,retain,0.4,1.0,43.84,588,-23
571,45.41072164948453,qualified,acmd_2846ae878988,Semyon Timoshenko,https://en.wikipedia.org/wiki/Semyon_Timoshenko,world_wars,14,9,4,0,1,5,0.3571428571428571,-0.3136632254691903,5.998125585754452,76.7572633552015,76.81974383005311,34.817244611059046,88.56607310215557,94.00187441424556,1.7806935332708531,5,0.2727272727272727,mixed_profile,,0.422962,0.577038,eligible_field_commander,False,add_high_level_page_caveat,0.4,0.96173,43.672853331958756,589,18
612,43.66181818181818,qualified,acmd_61240df66373,Leonid Govorov,https://en.wikipedia.org/wiki/Leonid_Govorov,world_wars,10,7,3,0,0,6,0.6,-0.2311724893937264,12.652296157450795,72.82099343955014,63.12089971883787,22.492970946579195,78.39737582005624,89.12839737582006,15.182755388940954,3,0.2553191489361702,battle_dominant,,0.283317,0.716683,eligible_field_commander,False,retain,0.4,1.0,43.66181818181818,590,-22
613,43.63908153701967,qualified,acmd_5848bc7bb879,"Frederick III, German Emperor",https://en.wikipedia.org/wiki/Frederick_III%2C_German_Emperor,long_nineteenth_century,6,5,0,0,1,3,0.5,0.3,75.58575445173383,17.90065604498594,48.54732895970009,29.194001874414244,34.77038425492034,47.46954076850984,11.199625117150893,4,0.0654205607476635,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.63908153701967,591,-22
614,43.604723523898784,qualified,acmd_9ff2a49c101f,Gonzalo Fernández de Córdoba,https://en.wikipedia.org/wiki/Gonzalo_Fern%C3%A1ndez_de_C%C3%B3rdoba,early_modern,5,5,0,0,0,5,1.0,0.212422817737011,62.980318650421744,31.208997188378635,44.22055607622618,45.54826616682287,25.44517338331772,18.181818181818183,88.89409559512652,8,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.604723523898784,592,-22
615,43.52543580131209,qualified,acmd_fc455492b631,Michael Jones,https://en.wikipedia.org/wiki/Michael_Jones_(soldier),early_modern,7,7,0,0,0,3,0.4285714285714285,0.3,75.58575445173383,26.522961574507963,33.34895345204623,34.817244611059046,58.90346766635426,18.181818181818183,4.498594189315839,5,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,43.52543580131209,593,-22
616,43.50869728209934,qualified,acmd_93904db123cd,Chagatai Khan,https://en.wikipedia.org/wiki/Chagatai_Khan,medieval,5,4,0,0,1,5,1.0,0.4,90.81537019681348,5.435801312089971,38.7691346454233,15.510777881911904,10.028116213683225,47.46954076850984,88.89409559512652,2,0.0804597701149425,battle_dominant,,0.053731,0.946269,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,43.50869728209934,594,-22
618,43.48226804123711,qualified,acmd_368a0286d15d,Charles Emmanuel III,https://en.wikipedia.org/wiki/Charles_Emmanuel_III,early_modern,8,6,0,0,2,5,0.625,-0.0143137830553118,34.4892221180881,52.905342080599816,48.54732895970009,52.95220243673852,54.9671977507029,64.1518275538894,31.490159325210872,11,0.1044776119402985,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.48226804123711,595,-23
619,43.4509090909091,qualified,acmd_e71224c7b194,Abu Ayyub al-Masri,https://en.wikipedia.org/wiki/Abu_Ayyub_al-Masri,contemporary,10,4,1,0,5,6,0.6,-0.320466095349487,5.716963448922212,77.03842549203374,76.81974383005311,29.194001874414244,54.02999062792877,90.39362699156511,23.523898781630734,4,0.3893129770992366,war_campaign_heavy,,0.097746,0.902254,eligible_field_commander,False,retain,0.4,1.0,43.4509090909091,596,-23
621,43.38888472352389,qualified,acmd_27ceeb8cfdb9,"Charles Louis Auguste Fouquet, duc de Belle-Isle",https://en.wikipedia.org/wiki/Charles_Louis_Auguste_Fouquet%2C_duc_de_Belle-Isle,early_modern,5,4,0,0,1,3,0.6,0.3,75.58575445173383,7.68509840674789,48.54732895970009,58.80974695407685,10.028116213683225,47.46954076850984,23.523898781630734,13,0.0804597701149425,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,43.38888472352389,597,-24
622,43.30818181818181,qualified,acmd_f926ccaefc32,Scipio Aemilianus,https://en.wikipedia.org/wiki/Scipio_Aemilianus,ancient,7,5,0,0,2,7,1.0,-0.085083643202227,26.14807872539831,46.01686972820993,48.54732895970009,66.44798500468603,38.80037488284911,64.1518275538894,88.89409559512652,16,0.1228070175438596,battle_dominant,,0.070251,0.929749,eligible_field_commander,False,retain,0.4,1.0,43.30818181818181,598,-24
623,43.27259606373008,qualified,acmd_9d95d9a75090,Shuja-ud-Daula,https://en.wikipedia.org/wiki/Shuja-ud-Daula,early_modern,5,3,0,0,2,4,0.8,0.1586410728113518,56.13870665417057,23.89878163074039,54.99843798812871,58.80974695407685,2.95220243673852,64.1518275538894,66.68228678537957,13,0.1891891891891891,mixed_profile,,0.153242,0.846758,eligible_field_commander,False,retain,0.4,1.0,43.27259606373008,599,-24
624,43.24176194939081,qualified,acmd_46e665383a2d,Johannes Blaskowitz,https://en.wikipedia.org/wiki/Johannes_Blaskowitz,world_wars,7,3,4,0,0,5,0.7142857142857143,-0.0944346086789653,25.30459231490159,50.98406747891284,63.12089971883787,39.22211808809747,49.109653233364575,93.0178069353327,54.170571696344894,6,0.5161290322580645,operation_heavy,higher_level_dependent,0.375243,0.624757,eligible_field_commander,False,retain,0.4,1.0,43.24176194939081,600,-24
625,43.19683223992502,qualified,acmd_31cab2672904,José Solchaga,https://en.wikipedia.org/wiki/Jos%C3%A9_Solchaga,world_wars,5,3,2,0,0,4,0.8,0.3555555555555555,84.20805998125586,10.590440487347704,38.7691346454233,8.481724461105905,14.526710402999065,83.0834114339269,66.68228678537957,1,0.3478260869565218,operation_heavy,,0.126832,0.873168,eligible_field_commander,False,retain,0.4,1.0,43.19683223992502,601,-24
626,43.18545454545456,qualified,acmd_85bb31d2857d,"Noël Édouard, vicomte de Curières de Castelnau",https://en.wikipedia.org/wiki/No%C3%ABl_%C3%89douard%2C_vicomte_de_Curi%C3%A8res_de_Castelnau,world_wars,7,5,2,0,0,6,0.8571428571428571,0.0061146192739265,36.55107778819119,33.73945641986879,54.99843798812871,29.194001874414244,54.2642924086223,83.0834114339269,73.43017806935333,4,0.2424242424242424,battle_dominant,,0.08801,0.91199,eligible_field_commander,False,retain,0.4,1.0,43.18545454545456,602,-24
627,43.1630740393627,qualified,acmd_3b6bc5ac7208,George Armstrong Custer,https://en.wikipedia.org/wiki/George_Armstrong_Custer,long_nineteenth_century,8,8,0,0,0,6,0.75,-0.0540651678978743,30.17806935332709,66.72914714151827,33.34895345204623,50.32802249297095,68.50984067478912,18.181818181818183,37.76944704779756,10,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.1630740393627,603,-24
628,43.15630740393628,qualified,acmd_95ce3fe4d2e0,Mu'awiya ibn Abi Sufyan,https://en.wikipedia.org/wiki/Mu%27awiya_I,medieval,5,5,0,0,0,4,0.8,0.2037628496382002,61.855670103092784,16.166822867853796,33.34895345204623,96.90721649484536,25.44517338331772,18.181818181818183,48.50046860356139,42,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.15630740393628,604,-24
629,43.13604498594189,qualified,acmd_aad8438406d5,Francisco Pizarro,https://en.wikipedia.org/wiki/Francisco_Pizarro,early_modern,5,5,0,0,0,5,1.0,0.3831441346456308,88.37863167760075,6.044985941893159,21.46204311152765,45.54826616682287,25.44517338331772,18.181818181818183,88.89409559512652,8,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.13604498594189,605,-24
630,43.13604498594188,qualified,acmd_e85edf5775d1,Pedro Navarro,https://en.wikipedia.org/wiki/Pedro_Navarro,early_modern,6,5,0,0,1,3,0.5,0.0646314263644427,43.48641049671977,28.865979381443296,54.99843798812871,84.20805998125586,34.77038425492034,47.46954076850984,11.199625117150893,25,0.0654205607476635,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.13604498594188,606,-24
631,43.05940018744143,qualified,acmd_ca91d14a6d69,Željko Ražnatović,https://en.wikipedia.org/wiki/Arkan,contemporary,6,6,0,0,0,4,0.6666666666666666,0.2896493397071297,73.00843486410497,38.19119025304592,44.22055607622618,8.481724461105905,44.56419868791003,18.181818181818183,26.14807872539831,1,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,43.05940018744143,607,-24
632,43.0453045923149,qualified,acmd_8ee6b65ecb0e,Prospero Colonna,https://en.wikipedia.org/wiki/Prospero_Colonna,early_modern,5,5,0,0,0,5,1.0,0.1888354352113936,60.07497656982193,31.208997188378635,27.553889409559517,73.33645735707591,25.44517338331772,18.181818181818183,88.89409559512652,19,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,43.0453045923149,608,-24
633,42.941349578256784,qualified,acmd_45f8b1875958,Al-Harith ibn Jabalah,https://en.wikipedia.org/wiki/Al-Harith_ibn_Jabalah,medieval,5,4,0,0,1,5,1.0,0.172868335039364,57.54451733833177,32.28678537956888,42.752264917213374,52.95220243673852,10.028116213683225,47.46954076850984,88.89409559512652,11,0.0804597701149425,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,42.941349578256784,609,-24
635,42.92314901593252,qualified,acmd_6e0857de9b41,Toghtekin,https://en.wikipedia.org/wiki/Toghtekin,medieval,8,8,0,0,0,6,0.75,-0.0618754451390169,29.42830365510778,50.51546391752577,23.570759137769446,89.31583880037488,68.50984067478912,18.181818181818183,37.76944704779756,29,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,42.92314901593252,610,-25
636,42.81255857544518,qualified,acmd_11ca51b51e37,Banda Singh Bahadur,https://en.wikipedia.org/wiki/Banda_Singh_Bahadur,early_modern,9,9,0,0,0,8,0.8888888888888888,0.0851064667488999,46.20431115276476,45.0796626054358,21.46204311152765,39.22211808809747,74.92970946579194,18.181818181818183,68.9784442361762,6,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,42.81255857544518,611,-25
637,42.77220243673852,qualified,acmd_bf9d451eec6a,Alexander II of Russia,https://en.wikipedia.org/wiki/Alexander_II_of_Russia,long_nineteenth_century,6,3,0,0,3,3,0.5,0.0284606581209285,39.08153701968135,37.488284910965326,60.09059668853484,81.30271790065603,5.810684161199625,75.72633552014996,13.776944704779757,23,0.2592592592592592,mixed_profile,,0.117332,0.882668,eligible_field_commander,False,retain,0.4,1.0,42.77220243673852,612,-25
638,42.69555763823805,qualified,acmd_e54f01d432b4,Honda Shigetsugu,https://en.wikipedia.org/wiki/Honda_Shigetsugu,early_modern,5,5,0,0,0,4,0.8,0.2800938162502802,71.7900656044986,13.120899718837864,23.570759137769446,85.56701030927834,25.44517338331772,18.181818181818183,48.50046860356139,26,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,42.69555763823805,613,-25
639,42.588078725398304,qualified,acmd_30b4f724ca3c,Johan August Sandels,https://en.wikipedia.org/wiki/Johan_August_Sandels,revolutionary_napoleonic,5,4,0,0,1,5,1.0,0.2264927383916586,64.7610121836926,23.66447985004686,48.54732895970009,34.817244611059046,10.028116213683225,47.46954076850984,88.89409559512652,5,0.0804597701149425,battle_dominant,,0.032302,0.967698,eligible_field_commander,False,retain,0.4,1.0,42.588078725398304,614,-25
640,42.53962511715089,qualified,acmd_65fd66464509,Charles de Lambert,https://en.wikipedia.org/wiki/Charles_de_Lambert_(soldier),revolutionary_napoleonic,5,5,0,0,0,5,1.0,0.4,90.81537019681348,24.69540768509841,23.570759137769446,2.6241799437675724,25.44517338331772,18.181818181818183,88.89409559512652,0,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,42.53962511715089,615,-25
641,42.49557638238051,qualified,acmd_bed603e04141,Takeo Takagi,https://en.wikipedia.org/wiki/Takeo_Takagi,world_wars,5,5,0,0,0,4,0.8,0.3555555555555555,84.20805998125586,35.379568884723525,33.34895345204623,2.6241799437675724,25.44517338331772,18.181818181818183,48.50046860356139,0,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,42.49557638238051,616,-25
642,42.42454545454545,qualified,acmd_1b257efef111,Carl Johan Adlercreutz,https://en.wikipedia.org/wiki/Carl_Johan_Adlercreutz,revolutionary_napoleonic,7,6,0,0,1,6,0.8571428571428571,0.2765767932777163,71.32146204311152,18.088097469540767,38.7691346454233,2.6241799437675724,51.452671040299904,47.46954076850984,59.27835051546392,0,0.0551181102362204,battle_dominant,,0.027269,0.972731,eligible_field_commander,False,retain,0.4,1.0,42.42454545454545,617,-25
643,42.374545454545455,qualified,acmd_f5f58fae036d,George Alan Vasey,https://en.wikipedia.org/wiki/George_Alan_Vasey,world_wars,7,7,0,0,0,6,0.8571428571428571,0.1330055314957512,52.8584817244611,41.471415182755386,39.80006248047485,22.492970946579195,58.90346766635426,18.181818181818183,61.52764761012184,3,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,42.374545454545455,618,-25
644,42.37113402061856,qualified,acmd_8bba9234966d,Sakuma Nobumori,https://en.wikipedia.org/wiki/Sakuma_Nobumori,early_modern,9,9,0,0,0,7,0.7777777777777778,-0.2266244995613685,12.933458294283035,69.11902530459231,27.553889409559517,88.0506091846298,74.92970946579194,18.181818181818183,42.033739456419866,28,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,42.37113402061856,619,-25
645,42.31761949390816,qualified,acmd_b7820d1c3d5d,Bernardo de Gálvez,https://en.wikipedia.org/wiki/Bernardo_de_G%C3%A1lvez,early_modern,5,3,0,0,2,4,0.8,0.3555555555555555,84.20805998125586,9.465791940018743,42.752264917213374,15.510777881911904,2.95220243673852,64.1518275538894,66.68228678537957,2,0.1891891891891891,mixed_profile,,0.066737,0.933263,eligible_field_commander,False,retain,0.4,1.0,42.31761949390816,620,-25
646,42.307272727272725,qualified,acmd_6fec6315e645,Alexander Ivanovich Ostermann-Tolstoy,https://en.wikipedia.org/wiki/Alexander_Ivanovich_Ostermann-Tolstoy,revolutionary_napoleonic,6,6,0,0,0,6,1.0,0.0016621834193421,36.26991565135895,58.99718837863168,39.80006248047485,42.68978444236176,44.56419868791003,18.181818181818183,88.89409559512652,7,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,42.307272727272725,621,-25
647,42.25154639175257,qualified,acmd_da9e0de61de6,Charles de Bonchamps,https://en.wikipedia.org/wiki/Charles_de_Bonchamps,revolutionary_napoleonic,10,9,0,0,1,5,0.5,0.2414470812436564,67.43205248359887,28.959700093720716,38.7691346454233,2.6241799437675724,77.4601686972821,47.46954076850984,6.747891283973758,0,0.0374331550802139,battle_dominant,,0.067684,0.932316,eligible_field_commander,False,retain,0.4,1.0,42.25154639175257,622,-25
648,42.23242736644799,qualified,acmd_31f356676b93,Hatazō Adachi,https://en.wikipedia.org/wiki/Hataz%C5%8D_Adachi,world_wars,11,10,1,0,0,11,1.0,-0.5499999999999999,0.0937207122774133,83.7863167760075,54.99843798812871,8.481724461105905,83.45829428303655,71.69634489222118,88.89409559512652,1,0.074074074074074,battle_dominant,,0.028382,0.971618,eligible_field_commander,False,retain,0.4,1.0,42.23242736644799,623,-25
649,42.12839737582006,qualified,acmd_6a405c61409d,Douglas H. Cooper,https://en.wikipedia.org/wiki/Douglas_H._Cooper,long_nineteenth_century,8,8,0,0,0,7,0.875,0.072755087140256,44.61105904404874,57.73195876288659,23.570759137769446,22.492970946579195,68.50984067478912,18.181818181818183,64.43298969072166,3,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,42.12839737582006,624,-25
650,42.093851921274606,qualified,acmd_a7d47de01e6e,Domenico Pino,https://en.wikipedia.org/wiki/Domenico_Pino,revolutionary_napoleonic,5,5,0,0,0,4,0.8,0.3555555555555555,84.20805998125586,21.087160262418,27.553889409559517,29.194001874414244,25.44517338331772,18.181818181818183,48.50046860356139,4,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,42.093851921274606,625,-25
651,41.96626054358013,qualified,acmd_4394dbcec582,Wakisaka Yasuharu,https://en.wikipedia.org/wiki/Wakisaka_Yasuharu,early_modern,9,9,0,0,0,6,0.6666666666666666,-0.327443667202122,5.342080599812558,72.11808809746955,44.89222118088097,79.70946579194002,74.92970946579194,18.181818181818183,26.14807872539831,22,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.96626054358013,626,-25
652,41.944086223055294,qualified,acmd_477e01b9d349,Alfonso Ferrero La Marmora,https://en.wikipedia.org/wiki/Alfonso_Ferrero_La_Marmora,long_nineteenth_century,5,3,0,0,2,4,0.8,0.0175329541306247,37.76944704779756,50.60918462980318,54.99843798812871,55.95126522961574,2.95220243673852,64.1518275538894,66.68228678537957,12,0.1891891891891891,mixed_profile,,0.074403,0.925597,eligible_field_commander,False,retain,0.4,1.0,41.944086223055294,627,-25
653,41.93252108716026,qualified,acmd_3ee09364f977,György Klapka,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Klapka,long_nineteenth_century,8,8,0,0,0,8,1.0,0.1754858150945169,58.01312089971884,42.736644798500464,21.46204311152765,2.6241799437675724,68.50984067478912,18.181818181818183,88.89409559512652,0,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.93252108716026,628,-25
654,41.92363636363636,qualified,acmd_f75a4bd7f76d,Yashwantrao Holkar,https://en.wikipedia.org/wiki/Yashwantrao_Holkar,revolutionary_napoleonic,7,6,0,0,1,6,0.8571428571428571,-0.0159711384643532,34.11433926897844,58.34114339268979,48.54732895970009,22.492970946579195,51.452671040299904,47.46954076850984,59.27835051546392,3,0.0551181102362204,battle_dominant,,0.03456,0.96544,eligible_field_commander,False,retain,0.4,1.0,41.92363636363636,629,-25
655,41.910965323336455,qualified,acmd_1f69ae3115fc,Joaquín Blake,https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Blake,revolutionary_napoleonic,12,11,0,0,1,11,0.9166666666666666,-0.3168746233439087,5.810684161199625,84.5360824742268,42.752264917213374,22.492970946579195,85.2389878163074,47.46954076850984,76.7104029990628,3,0.0308370044052863,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.910965323336455,630,-25
656,41.84818181818181,qualified,acmd_157403ca1692,John Sullivan,https://en.wikipedia.org/wiki/John_Sullivan_(general),early_modern,8,7,0,0,1,7,0.875,-0.1146715739853695,22.58669165885661,68.22867853795688,48.54732895970009,22.492970946579195,63.63636363636363,47.46954076850984,74.60168697282099,3,0.0476190476190476,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.84818181818181,631,-25
657,41.84101218369259,qualified,acmd_b0f9189c5694,Sergey Kamenev,https://en.wikipedia.org/wiki/Sergey_Kamenev,world_wars,6,2,0,0,4,4,0.6666666666666666,0.1974306286055322,61.01218369259607,39.92502343017807,54.99843798812871,8.481724461105905,1.3589503280224928,80.13120899718838,48.50046860356139,1,0.4117647058823529,war_campaign_heavy,,0.148699,0.851301,eligible_field_commander,False,retain,0.4,1.0,41.84101218369259,632,-25
