rank,score_normalized,score_tier,analytic_commander_id,display_name,canonical_wikipedia_url,primary_era_bucket,engagement_count,battle_count,operation_count,campaign_count,war_count,known_outcome_count,known_outcome_share,outcome_shrunk_raw,component_outcome,component_sustained_scale,component_scope,component_temporal,component_centrality,component_higher_level,component_evidence,active_span_years_nonwar,higher_level_share,page_type_profile_class,caution_flags,broad_page_contribution_share,battle_siege_page_contribution_share,strict_eligibility,exclude_from_headline_ranking,recommended_action,high_level_cap,high_level_cap_adjustment_factor,score_high_level_capped,rank_high_level_capped,rank_change_vs_hierarchical_trust_v2
658,41.69565135895033,qualified,acmd_9eebcf4a735d,"Prince William, Duke of Cumberland",https://en.wikipedia.org/wiki/Prince_William%2C_Duke_of_Cumberland,early_modern,9,8,0,0,1,5,0.5555555555555556,-0.0959880759004107,24.92970946579194,45.92314901593252,60.09059668853484,55.95126522961574,71.36832239925025,47.46954076850984,14.948453608247425,12,0.0419161676646706,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.69565135895033,633,-25
659,41.620768509840666,qualified,acmd_20ca8dc9074d,Taira no Shigehira,https://en.wikipedia.org/wiki/Taira_no_Shigehira,medieval,6,5,0,0,1,5,0.8333333333333334,0.2590118219642301,69.35332708528584,13.636363636363637,38.7691346454233,29.194001874414244,34.77038425492034,47.46954076850984,70.57169634489222,4,0.0654205607476635,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.620768509840666,634,-25
661,41.56174320524836,qualified,acmd_359837fa6423,Giorgio Basta,https://en.wikipedia.org/wiki/Giorgio_Basta,early_modern,5,4,0,0,1,4,0.8,0.1049041612003072,49.85941893158388,31.818181818181817,54.99843798812871,58.80974695407685,10.028116213683225,47.46954076850984,43.11152764761012,13,0.0804597701149425,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.56174320524836,635,-26
662,41.5432427366448,qualified,acmd_d27ad34a2b9a,Tachibana Muneshige,https://en.wikipedia.org/wiki/Tachibana_Muneshige,early_modern,6,6,0,0,0,5,0.8333333333333334,-0.0131817992922793,34.67666354264292,55.38894095595126,33.34895345204623,77.83505154639175,44.56419868791003,18.181818181818183,55.95126522961574,21,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,41.5432427366448,636,-26
663,41.52474226804123,qualified,acmd_fbe5b221cce5,George Rooke,https://en.wikipedia.org/wiki/George_Rooke,early_modern,7,6,0,0,1,5,0.7142857142857143,-0.0284271247461901,32.89597000937207,49.76569821930647,48.54732895970009,52.95220243673852,51.452671040299904,47.46954076850984,40.11246485473289,11,0.0551181102362204,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.52474226804123,637,-26
664,41.51681349578256,qualified,acmd_37b5d652182d,Krum,https://en.wikipedia.org/wiki/Krum,medieval,5,5,0,0,0,5,1.0,0.4,90.81537019681348,3.0459231490159326,21.46204311152765,29.194001874414244,25.44517338331772,18.181818181818183,88.89409559512652,4,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,41.51681349578256,638,-26
665,41.4859793814433,qualified,acmd_b44ec7ea5854,Mikhail Skobelev,https://en.wikipedia.org/wiki/Mikhail_Skobelev,long_nineteenth_century,5,5,0,0,0,4,0.8,0.3555555555555555,84.20805998125586,16.166822867853796,33.34895345204623,22.492970946579195,25.44517338331772,18.181818181818183,48.50046860356139,3,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.4859793814433,639,-26
541,46.59563261480787,qualified,acmd_06191c906f88,Yuan Shikai,https://en.wikipedia.org/wiki/Yuan_Shikai,long_nineteenth_century,7,2,0,0,5,4,0.5714285714285714,0.1116693471520378,50.60918462980318,36.92596063730084,79.78756638550453,52.95220243673852,4.498594189315839,84.77038425492034,11.90253045923149,11,0.4666666666666667,war_campaign_heavy,,0.466477,0.533523,ambiguous_requires_review,False,add_high_level_page_caveat,0.4,0.889205,41.43306949925023,640,99
666,41.41109653233365,qualified,acmd_6329ff2e832b,Kilij Arslan I,https://en.wikipedia.org/wiki/Kilij_Arslan_I,medieval,6,6,0,0,0,4,0.6666666666666666,0.1777777777777777,58.71602624179943,40.72164948453608,39.80006248047485,34.817244611059046,44.56419868791003,18.181818181818183,26.14807872539831,5,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.41109653233365,641,-25
667,41.37938144329896,qualified,acmd_bdc7904f773c,Louis Marie de Lescure,https://en.wikipedia.org/wiki/Louis_Marie_de_Lescure,revolutionary_napoleonic,10,9,0,0,1,5,0.5,0.2414470812436564,67.43205248359887,23.80506091846298,38.7691346454233,2.6241799437675724,77.4601686972821,47.46954076850984,6.747891283973758,0,0.0374331550802139,battle_dominant,,0.067684,0.932316,eligible_field_commander,False,retain,0.4,1.0,41.37938144329896,642,-25
668,41.36,qualified,acmd_34d04d990889,Manuel Bulnes,https://en.wikipedia.org/wiki/Manuel_Bulnes,long_nineteenth_century,7,6,0,0,1,3,0.4285714285714285,0.0111705190506654,37.3477038425492,25.49203373945642,54.99843798812871,77.83505154639175,51.452671040299904,47.46954076850984,5.670103092783505,21,0.0551181102362204,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.36,643,-25
669,41.3494283036551,qualified,acmd_f416e30656c5,"Albrecht, Duke of Württemberg",https://en.wikipedia.org/wiki/Albrecht%2C_Duke_of_W%C3%BCrttemberg,world_wars,8,5,3,0,0,5,0.625,-0.1024145733369544,23.992502343017808,57.21649484536082,54.99843798812871,29.194001874414244,64.7610121836926,89.12839737582006,19.634489222118088,4,0.3243243243243243,mixed_profile,,0.31176,0.68824,eligible_field_commander,False,retain,0.4,1.0,41.3494283036551,644,-25
670,41.26309278350516,qualified,acmd_506cc183b9ef,Prokop the Great,https://en.wikipedia.org/wiki/Prokop_the_Great,medieval,5,5,0,0,0,3,0.6,0.3,75.58575445173383,21.836925960637306,33.34895345204623,45.54826616682287,25.44517338331772,18.181818181818183,16.869728209934394,8,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.26309278350516,645,-25
671,41.15557638238051,qualified,acmd_fc26f23aba57,Georg von der Marwitz,https://en.wikipedia.org/wiki/Georg_von_der_Marwitz,world_wars,10,10,0,0,0,7,0.7,-0.2407026137401729,11.62136832239925,81.30271790065603,49.70321774445485,29.194001874414244,80.50609184629803,18.181818181818183,30.2717900656045,4,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.15557638238051,646,-25
672,41.124545454545455,qualified,acmd_aa63e43be0bc,Traugott Herr,https://en.wikipedia.org/wiki/Traugott_Herr,world_wars,8,4,4,0,0,6,0.75,-0.2827081207762751,8.809746954076852,67.38519212746017,63.12089971883787,15.510777881911904,62.46485473289597,93.0178069353327,59.93439550140581,2,0.4444444444444445,operation_heavy,,0.214601,0.785399,eligible_field_commander,False,retain,0.4,1.0,41.124545454545455,647,-25
673,41.11861293345829,qualified,acmd_cd7467205fe0,Pedro de Zubiaur,https://en.wikipedia.org/wiki/Pedro_de_Zubiaur,early_modern,5,5,0,0,0,5,1.0,0.0600884419289339,42.78350515463917,44.751640112464855,39.80006248047485,63.68322399250235,25.44517338331772,18.181818181818183,88.89409559512652,15,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,41.11861293345829,648,-25
674,41.02082474226804,qualified,acmd_9b76298bbb2c,"John, King of England",https://en.wikipedia.org/wiki/John%2C_King_of_England,medieval,6,4,0,0,2,5,0.8333333333333334,-0.0693211543939082,28.49109653233365,48.45360824742268,60.09059668853484,55.95126522961574,15.979381443298967,64.1518275538894,70.57169634489222,12,0.1489361702127659,mixed_profile,,0.059273,0.940727,eligible_field_commander,False,retain,0.4,1.0,41.02082474226804,649,-25
675,40.92502343017807,qualified,acmd_d6079996616b,Nikolay Raevsky,https://en.wikipedia.org/wiki/Nikolay_Raevsky,revolutionary_napoleonic,9,8,0,0,1,7,0.7777777777777778,-0.3047372437135683,6.185567010309279,73.57075913776944,54.99843798812871,34.817244611059046,71.36832239925025,47.46954076850984,41.00281162136832,5,0.0419161676646706,battle_dominant,,0.039473,0.960527,eligible_field_commander,False,retain,0.4,1.0,40.92502343017807,650,-25
676,40.92391752577319,qualified,acmd_2f0a139e0792,Osama bin Laden,https://en.wikipedia.org/wiki/Osama_bin_Laden,contemporary,8,4,2,0,2,3,0.375,-0.1324555320336758,20.52483598875352,55.85754451733833,75.49203373945643,22.492970946579195,49.39081537019681,87.91002811621368,10.309278350515465,3,0.365079365079365,mixed_profile,sparse_higher_level_evidence,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.92391752577319,651,-25
677,40.912839737582,qualified,acmd_d90e47928466,Nathaniel P. Banks,https://en.wikipedia.org/wiki/Nathaniel_P._Banks,long_nineteenth_century,12,12,0,0,0,7,0.5833333333333334,0.0666666666666666,43.86129334582943,57.54451733833177,23.570759137769446,15.510777881911904,87.20712277413308,18.181818181818183,15.089034676663545,2,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.912839737582,652,-25
678,40.85420805998126,qualified,acmd_c018a559ed0c,Hoàng Văn Thái,https://en.wikipedia.org/wiki/Ho%C3%A0ng_V%C4%83n_Th%C3%A1i,cold_war,9,3,4,0,2,3,0.3333333333333333,-0.1032674347241792,23.711340206185564,23.992502343017808,65.58887847547642,77.83505154639175,56.04498594189315,94.79850046860356,1.5463917525773196,21,0.5652173913043479,operation_heavy,higher_level_dependent | higher_level_low_evidence_combo | sparse_higher_level_evidence | thin_battle_anchor,0.327887,0.672113,eligible_field_commander,False,retain,0.4,1.0,40.85420805998126,653,-25
679,40.84991565135895,qualified,acmd_04bd989f636f,Sō Yoshitoshi,https://en.wikipedia.org/wiki/S%C5%8D_Yoshitoshi,early_modern,5,5,0,0,0,5,1.0,0.3039498987362647,77.69447047797563,13.636363636363637,23.570759137769446,39.22211808809747,25.44517338331772,18.181818181818183,88.89409559512652,6,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,40.84991565135895,654,-25
680,40.784723523898776,qualified,acmd_48b11d7a06fa,Peter Graf von der Pahlen,https://en.wikipedia.org/wiki/Peter_Graf_von_der_Pahlen,revolutionary_napoleonic,5,5,0,0,0,5,1.0,-0.0688075366289699,28.678537956888476,44.751640112464855,56.46672914714153,73.33645735707591,25.44517338331772,18.181818181818183,88.89409559512652,19,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.784723523898776,655,-25
681,40.76363636363636,qualified,acmd_68a14c23e5a9,"Sigismund, Holy Roman Emperor",https://en.wikipedia.org/wiki/Sigismund%2C_Holy_Roman_Emperor,medieval,7,7,0,0,0,7,1.0,-0.4666666666666667,0.7029053420805998,71.64948453608247,39.80006248047485,93.34582942830365,58.90346766635426,18.181818181818183,88.89409559512652,34,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.76363636363636,656,-25
682,40.710721649484526,qualified,acmd_51b4b49f89c6,Philip VI of France,https://en.wikipedia.org/wiki/Philip_VI_of_France,medieval,6,3,0,0,3,5,0.8333333333333334,-0.0025382617442244,35.42642924086223,37.72258669165885,48.54732895970009,70.80599812558576,5.810684161199625,75.72633552014996,70.57169634489222,18,0.2592592592592592,mixed_profile,,0.241013,0.758987,eligible_field_commander,False,retain,0.4,1.0,40.710721649484526,657,-25
683,40.701030927835056,qualified,acmd_4ab2e1be17ef,Walter von Reichenau,https://en.wikipedia.org/wiki/Walter_von_Reichenau,world_wars,7,6,1,0,0,5,0.7142857142857143,-0.0192066863724435,33.64573570759138,46.485473289597,60.09059668853484,15.510777881911904,55.81068416119962,71.69634489222118,40.11246485473289,2,0.1176470588235294,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.701030927835056,658,-25
684,40.61387066541705,qualified,acmd_6d7007174b08,Daulat Rao Sindhia,https://en.wikipedia.org/wiki/Daulat_Rao_Sindhia,revolutionary_napoleonic,8,7,0,0,1,8,1.0,-0.40673533632172,1.4058106841611997,73.2895970009372,48.54732895970009,45.54826616682287,63.63636363636363,47.46954076850984,88.89409559512652,8,0.0476190476190476,battle_dominant,,0.030418,0.969582,eligible_field_commander,False,retain,0.4,1.0,40.61387066541705,659,-25
685,40.61205248359887,qualified,acmd_b22c9a252012,Minamoto no Yoshinaka,https://en.wikipedia.org/wiki/Minamoto_no_Yoshinaka,medieval,7,6,0,0,1,3,0.4285714285714285,0.3,75.58575445173383,11.574507966260542,42.752264917213374,8.481724461105905,51.452671040299904,47.46954076850984,5.670103092783505,1,0.0551181102362204,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.61205248359887,660,-25
686,40.59619493908154,qualified,acmd_dae3e970507b,Arthur Harris,https://en.wikipedia.org/wiki/Arthur_Harris,world_wars,6,4,2,0,0,4,0.6666666666666666,0.0562025481910021,42.17432052483599,22.071227741330837,60.09059668853484,45.54826616682287,37.76944704779756,83.0834114339269,16.869728209934394,8,0.2857142857142857,mixed_profile,,0.241389,0.758611,eligible_field_commander,False,retain,0.4,1.0,40.59619493908154,661,-25
687,40.58033739456421,qualified,acmd_b629dbab23fa,John,https://en.wikipedia.org/wiki/John_(nephew_of_Vitalian),medieval,5,5,0,0,0,5,1.0,0.278214269858031,71.50890346766636,8.294283036551079,23.570759137769446,61.34020618556701,25.44517338331772,18.181818181818183,88.89409559512652,14,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,40.58033739456421,662,-25
688,40.50281162136832,qualified,acmd_05f0b740c0d2,Hermann Göring,https://en.wikipedia.org/wiki/Hermann_G%C3%B6ring,world_wars,7,4,3,0,0,5,0.7142857142857143,-0.181505963247204,16.588566073102157,63.16776007497656,60.09059668853484,22.492970946579195,53.79568884723523,89.12839737582006,54.170571696344894,3,0.375,operation_heavy,,0.218494,0.781506,eligible_field_commander,False,retain,0.4,1.0,40.50281162136832,663,-25
689,40.39973758200563,qualified,acmd_43f58b00ce2c,Francisco Franco,https://en.wikipedia.org/wiki/Francisco_Franco,world_wars,5,5,0,0,0,4,0.8,0.3555555555555555,84.20805998125586,24.179943767572635,23.570759137769446,15.510777881911904,25.44517338331772,18.181818181818183,48.50046860356139,2,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,40.39973758200563,664,-25
690,40.393570759137766,qualified,acmd_ad47744c96f2,Juan de Lángara,https://en.wikipedia.org/wiki/Juan_de_L%C3%A1ngara,revolutionary_napoleonic,5,3,0,0,2,4,0.8,0.009050505050505,36.83223992502343,28.069353327085285,71.66510465479537,63.68322399250235,2.95220243673852,64.1518275538894,36.17619493908153,15,0.1891891891891891,mixed_profile,,0.127273,0.872727,eligible_field_commander,False,retain,0.4,1.0,40.393570759137766,665,-25
691,40.392689784442354,qualified,acmd_a9e9013a7fd5,Louis-Joseph de Montcalm,https://en.wikipedia.org/wiki/Louis-Joseph_de_Montcalm,early_modern,5,3,0,0,2,5,1.0,0.2129249859585112,63.07403936269915,24.92970946579194,48.54732895970009,15.510777881911904,2.95220243673852,64.1518275538894,88.89409559512652,2,0.1891891891891891,mixed_profile,,0.081139,0.918861,eligible_field_commander,False,retain,0.4,1.0,40.392689784442354,666,-25
692,40.38035613870665,qualified,acmd_d7271bd54081,Louis Franchet d'Espèrey,https://en.wikipedia.org/wiki/Louis_Franchet_d%27Esp%C3%A8rey,world_wars,6,4,2,0,0,4,0.6666666666666666,0.1479383288832289,54.35801312089972,18.60356138706654,48.54732895970009,29.194001874414244,37.76944704779756,83.0834114339269,30.2717900656045,4,0.2857142857142857,mixed_profile,,0.387425,0.612575,eligible_field_commander,False,retain,0.4,1.0,40.38035613870665,667,-25
693,40.37154639175258,qualified,acmd_d8e693da3eb6,François Étienne de Kellermann,https://en.wikipedia.org/wiki/Fran%C3%A7ois_%C3%89tienne_de_Kellermann,revolutionary_napoleonic,5,5,0,0,0,5,1.0,0.0654954008298558,43.67385192127461,38.7535145267104,39.80006248047485,63.68322399250235,25.44517338331772,18.181818181818183,88.89409559512652,15,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.37154639175258,668,-25
694,40.32485473289598,qualified,acmd_5c73e56b914b,Xu Huang,https://en.wikipedia.org/wiki/Xu_Huang,ancient,5,5,0,0,0,3,0.6,0.3,75.58575445173383,4.545454545454546,23.570759137769446,77.83505154639175,25.44517338331772,18.181818181818183,16.869728209934394,21,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.32485473289598,669,-25
695,40.30371134020618,qualified,acmd_090f34181da6,Kazimierz Jan Sapieha,https://en.wikipedia.org/wiki/Kazimierz_Jan_Sapieha,early_modern,5,4,0,0,1,5,1.0,0.0051880124736305,36.45735707591378,46.39175257731959,48.54732895970009,55.95126522961574,10.028116213683225,47.46954076850984,88.89409559512652,12,0.0804597701149425,battle_dominant,,0.033501,0.966499,eligible_field_commander,False,retain,0.4,1.0,40.30371134020618,670,-25
696,40.2825679475164,qualified,acmd_e91bd76a2779,François Joseph Paul de Grasse,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Joseph_Paul_de_Grasse,early_modern,5,5,0,0,0,5,1.0,0.2463427145309437,68.3223992502343,31.208997188378635,39.80006248047485,8.481724461105905,25.44517338331772,18.181818181818183,88.89409559512652,1,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,40.2825679475164,671,-25
697,40.276401124648544,qualified,acmd_de54e69c4671,Trajan,https://en.wikipedia.org/wiki/Trajan,ancient,5,3,0,0,2,5,1.0,0.177622569043094,58.57544517338332,29.14714151827554,38.7691346454233,34.817244611059046,2.95220243673852,64.1518275538894,88.89409559512652,5,0.1891891891891891,mixed_profile,,0.166085,0.833915,eligible_field_commander,False,retain,0.4,1.0,40.276401124648544,672,-25
698,40.26318650421743,qualified,acmd_4d7b7d5a7df9,Liao Yaoxiang,https://en.wikipedia.org/wiki/Liao_Yaoxiang,world_wars,6,6,0,0,0,5,0.8333333333333334,-0.0265302058227552,33.0834114339269,47.28209934395501,56.46672914714153,48.21930646672914,44.56419868791003,18.181818181818183,55.95126522961574,9,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.26318650421743,673,-25
699,40.251733833177134,qualified,acmd_2ce8d0c243d2,Thrasybulus,https://en.wikipedia.org/wiki/Thrasybulus,ancient,7,7,0,0,0,4,0.5714285714285714,0.0,35.80131208997188,46.62605435801312,39.80006248047485,68.79100281162137,58.90346766635426,18.181818181818183,14.29240862230553,17,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.251733833177134,674,-25
700,40.14526710402999,qualified,acmd_68581ed5dc6e,Mór Perczel,https://en.wikipedia.org/wiki/M%C3%B3r_Perczel,long_nineteenth_century,9,9,0,0,0,7,0.7777777777777778,0.1076923076923077,50.234301780693535,49.57825679475164,21.46204311152765,8.481724461105905,74.92970946579194,18.181818181818183,42.033739456419866,1,0.0,battle_dominant,,0.0,1.0,eligible_field_commander,False,retain,0.4,1.0,40.14526710402999,675,-25
701,40.12927835051546,qualified,acmd_2bf09702fdad,Alfonso d'Avalos,https://en.wikipedia.org/wiki/Alfonso_d%27Avalos,early_modern,7,7,0,0,0,4,0.5714285714285714,-0.0341087273384556,32.239925023430175,49.20337394564199,39.80006248047485,73.33645735707591,58.90346766635426,18.181818181818183,14.29240862230553,19,0.0,battle_dominant,,0.0,1.0,eligible_siege_or_engineering_commander,False,retain,0.4,1.0,40.12927835051546,676,-25
702,40.10637300843487,qualified,acmd_5dc83e45427f,Georg Andreas von Rosen,https://en.wikipedia.org/wiki/Georg_Andreas_von_Rosen,long_nineteenth_century,5,4,0,0,1,4,0.8,-0.0100228574587751,34.864104967197754,23.523898781630734,71.66510465479537,73.33645735707591,10.028116213683225,47.46954076850984,43.11152764761012,19,0.0804597701149425,battle_dominant,,0.065702,0.934298,eligible_field_commander,False,retain,0.4,1.0,40.10637300843487,677,-25
